index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
9724,172097.1,219.975825,214.508475,-18.27465,-18.424741,0.7638391457573387,2.0515586174330025e-07
9725,172114.8,220.004893,214.538802,-18.265209,-18.444043999999998,0.7637769002665804,2.0533972644454224e-07
9726,172132.5,220.034407,214.567687,-18.255639,-18.486257,0.7637175625602346,2.0551513352229378e-07
9727,172150.2,220.064402,214.597342,-18.258247,-18.528037,0.7636565903100505,2.056955056839449e-07
9728,172167.9,220.093218,214.626902,-18.261053,-18.562920000000002,0.7635957601088441,2.0587559335094596e-07
9729,172185.6,220.122847,214.656981,-18.246314,-18.571589000000003,0.7635338071917062,2.0605914330396047e-07
9730,172203.3,220.151858,214.686865,-18.202637,-18.546395999999998,0.7634722011914342,2.0624180513406642e-07
9731,172221.0,220.181738,214.717082,-18.167223,-18.523557,0.7634098531617959,2.064268076473752e-07
9732,172238.7,220.211367,214.745966,-18.144673,-18.505704,0.7633502032683401,2.0660393734717175e-07
9733,172256.4,220.241015,214.77616,-18.13368,-18.493111,0.7632877932836043,2.0678940215734798e-07
9734,172274.1,220.270487,214.806143,-18.140417,-18.489981,0.7632257639692311,2.0697387698165315e-07
9735,172291.8,220.300349,214.835665,-18.158588,-18.489822,0.7631646342929266,2.0715581383612403e-07
9736,172309.5,220.329127,214.865729,-18.190117,-18.507748,0.7631023270802179,2.0734139488665093e-07
9737,172327.2,220.358969,214.895342,-18.2193,-18.521165,0.7630408999696188,2.0752449464422895e-07
9738,172344.9,220.387709,214.925463,-18.239797,-18.525702,0.7629783634293378,2.0771104275452146e-07
9739,172362.6,220.417376,214.955157,-18.248309,-18.532422999999998,0.7629166583705193,2.0789525007058884e-07
9740,172380.3,220.447005,214.984793,-18.261938,-18.538752000000002,0.762855019254266,2.080794001546593e-07
9741,172398.0,220.476557,215.014872,-18.281446,-18.536403,0.7627924029035985,2.0826661228934285e-07
9742,172415.7,220.506281,215.044447,-18.314944,-18.54844,0.7627307807955367,2.0845099074628948e-07
9743,172433.4,220.536143,215.074835,-18.347614,-18.566931,0.7626674078840074,2.0864075356286094e-07
9744,172451.1,220.565791,215.104647,-18.365356,-18.588198,0.7626051801140993,2.0882722950865684e-07
9745,172468.8,220.595419,215.133856,-18.377615,-18.601423999999998,0.7625441570489699,2.0901023367603244e-07
9746,172486.5,220.624678,215.163531,-18.382575,-18.599484999999998,0.7624821056382091,2.0919646126493774e-07
