T(K),Fc,X,m(mol/kg),cp(J/gK),cp_err(%),cpm(J/molK),cp_SMA_1K
181.5049275,0.7355702862784124,0.3176397845362456,27.332606321553776,3.321148688316365,1.1537766703810193,58.878106635475866,
181.533194,0.7355287090674275,0.3175896140723032,27.32628003816324,3.247621441237638,1.1679496044999989,57.57476475788341,
181.5613575,0.735486734328301,0.317539624570417,27.319977498438647,3.3785528613726017,1.1534601913895317,59.89612711651897,
181.589514,0.7354454324135522,0.317489645630016,27.313677213225805,3.258371326675355,1.155458132885259,57.76567464672684,
181.6180405,0.7354034488142416,0.3174390080103163,27.307294836658627,3.1856931342489254,1.1790507927427394,56.47737220635747,
181.646109,0.7353610225644912,0.3173891814957274,27.30101561624395,3.526238129214794,1.1261404641871693,62.51488352712606,
181.674216,0.7353203651268384,0.3173392847401825,27.29472846251031,3.172652250563896,1.1871135866523386,56.2465009561855,
181.7027805,0.7352777949585398,0.3172885738522332,27.28833966706416,3.274538911287218,1.164813376796013,58.05297264807006,
181.73099,0.7352357531676843,0.31723849124802,27.28203095721751,3.3634572298914374,1.1606329389119068,59.6295415882818,
181.7590965,0.7351942047451769,0.3171885895651363,27.2757459577726,3.3160726996993914,1.1577375487952934,58.78964712540928,
181.787375,0.7351524385406796,0.3171383805338117,27.26942317560076,3.250537852171962,1.1616908462716526,57.62796645462375,
181.8158325,0.7351103504963556,0.3170878516745106,27.26306105638273,3.20367467114797,1.1716072348460382,56.79730633460886,
181.8443395,0.7350680233510586,0.3170372328876911,27.256688558251305,3.216851976496698,1.1783287898415076,57.03109052374839,
181.872515,0.7350257581451721,0.3169872007165737,27.250390838507563,3.3924501329661947,1.144717583607166,60.14441756988001,
181.900614,0.7349843849305234,0.3169373023790879,27.244110883736187,3.277811003105462,1.1623347658232217,58.11215873925023,
181.9288545,0.7349423168709307,0.3168871507290146,27.237799972754846,3.344506426287955,1.1612747589714671,59.29477018222787,
181.957255,0.7349004937498775,0.3168367128659449,27.231453980242097,3.2285404914440528,1.1703184779619504,57.2389759678622,
181.9857695,0.7348579199625709,0.3167860704393352,27.225083192634145,3.317848524995489,1.145078872192987,58.82249480480758,3.326697303632282
182.0139525,0.7348157277143731,0.3167360146777941,27.21878713518637,3.4404391886327894,1.146786836705503,60.99609388745896,3.3303878133796943
182.0421585,0.7347741092931104,0.3166859159750547,27.21248660017223,3.3229473660304056,1.1513553283946103,58.91323277138389,3.3310575138642866
182.0705435,0.7347318183947571,0.3166354972118494,27.20614674625261,3.349747085191074,1.1489516251845124,59.388543201106,3.3303936895590778
182.0988675,0.7346896372440466,0.3165851846601681,27.19982118027704,3.36038939208664,1.1457577738105686,59.57739620222021,3.330189547147849
182.127287,0.7346474974603749,0.3165347003076152,27.19347495064198,3.295819214505975,1.1432291559413312,58.4327813112899,3.334727006412722
182.155592,0.7346050013665903,0.3164844171860398,27.1871549489874,3.427817595612637,1.13214593482944,60.77320488749181,3.3290516027889603
182.1838895,0.7345631722864006,0.3164341452127014,27.180837278025898,3.311939246351771,1.1550623677019278,58.71891952963927,3.3310503250356476
182.2123205,0.7345206678554372,0.3163836338652329,27.17449046078364,3.3683278975443014,1.147073107622574,59.71883414123108,3.3364298314082554
182.240744,0.7344784103895219,0.3163331336196424,27.16814597604137,3.3297244351891813,1.1590803484623935,59.034585131720085,3.3338074933984454
182.2690035,0.7344358974368417,0.3162829225368068,27.1618387488009,3.4642414980356144,1.1286036942431152,61.41969265709224,3.3336821919178137
182.296946,0.7343940987007455,0.3162332725077582,27.15560290875798,3.498812962637196,1.1270410083913212,62.032809163436575,3.3383827051796935
182.3252435,0.7343525014203768,0.3161829894615291,27.14928848727805,3.2548105762424213,1.171236485927624,57.706893909570674,3.343040760389989
182.3537965,0.7343096124546546,0.3161322501173674,27.14291770626842,3.343275806608466,1.1347444699246751,59.2755313808188,3.347679216142116
182.3820745,0.7342672215809455,0.3160819971744882,27.13660892905186,3.393365344703336,1.1411351170191322,60.16378191860639,3.349930492323369
182.4102995,0.7342251231071084,0.3160318361415912,27.13031261475933,3.356001619715853,1.1492106197684249,59.501501533316784,3.3504126218492005
182.4385015,0.7341828598810353,0.3159817136985995,27.12402206673815,3.3861939410240303,1.148329324373502,60.03698115117409,3.349161439898296
182.466856,0.7341407996217213,0.3159313179057967,27.117698141711283,3.2539847058947866,1.169845765832236,57.69308824424934,3.3543373683019246
182.4950775,0.7340980493874778,0.3158811561796562,27.111404513807333,3.450316529475796,1.1332153666752944,61.1742246673596,3.358988551939094
182.5232605,0.7340563564809189,0.3158310605605108,27.105120101177825,3.271060958198337,1.160597933252776,57.99618497677251,3.3583271444477067
182.551615,0.7340136903929446,0.3157806577405499,27.098798079431457,3.355319010690321,1.1527868516987976,59.49026011446314,3.359151155768702
182.580008,0.7339714534171042,0.3157301840997781,27.092468107951333,3.251226342282336,1.1627978772385,57.64485069599884,3.3631351013876016
182.6084125,0.7339286406829355,0.3156796876152707,27.08613620600328,3.34450420851948,1.1449403251386805,59.29885726523281,3.3706487361539805
182.6366715,0.7338863381987482,0.3156294473990235,27.079837365583693,3.3275990023831348,1.1516510498369588,58.999294752427055,3.3697592575010833
182.6651215,0.7338439302817348,0.3155788651853303,27.07349658161779,3.242607529197953,1.1637541359344863,57.49253889358526,3.366699716650202
182.693343,0.7338010238327268,0.3155286868083817,27.06720734698132,3.462821634328475,1.1338697579771562,61.39718773080188,3.369541731732453
182.7215145,0.7337592703216689,0.315478594913791,27.06092987150513,3.2716753995480943,1.1699160308620231,58.00825736533261,3.375374701153328
