T(K),Fc,X,m(mol/kg),cp(J/gK),cp_err(%),cpm(J/molK)
175.1198905,0.8507502956937704,0.3289530552948289,28.783319082262008,2.3077342556758964,2.616091315224923,40.885379566746856
175.1497025,0.8507268635468634,0.3289001893329919,28.77642627762364,1.8673627132750028,3.2304705133519955,33.08356060455255
175.179625,0.8507023122893513,0.32884712915016906,28.769509241805203,2.3185604437526717,2.623850655480451,41.077434580872996
175.20890250000002,0.8506786886430773,0.32879521437454123,28.762742582107894,2.4159135891033037,2.4942939204833015,42.80234738490816
175.238314,0.8506551621678331,0.32874306362357014,28.755946218794353,2.324142936398904,2.62604529407178,41.17658553306247
175.2683245,0.8506313091495636,0.32868985242862114,28.7490127452244,2.101071954030433,2.8956203361841144,37.22457563874326
175.298251,0.8506068037059243,0.3286367918308232,28.742099989029562,2.5139257870014053,2.415860366662655,44.53922046861726
175.3277195,0.8505830721652736,0.32858454487969946,28.73529430265248,2.56901476808378,2.364720754054973,45.515369036548584
175.357493,0.8505592910609618,0.3285317587627174,28.72841946009759,2.4528823220828335,2.4657984457953206,43.45797671638093
175.38716349999999,0.8505350538044375,0.3284791568294888,28.721569680729065,2.832068781540722,2.194679089506326,50.176215726628065
175.41665849999998,0.8505114250503547,0.3284268675721035,28.7147616812342,2.7765633565852226,2.212918959197792,49.19296558141609
175.446375,0.8504874569851726,0.3283741871665372,28.70790382670313,2.8761832337821716,2.1349718571323555,50.95810702886007
175.4760725,0.8504634569004661,0.3283215419596708,28.701051628943638,3.028630259866681,2.07232534655304,53.659214651034674
175.5057205,0.8504395055193433,0.3282689859950693,28.694212118101422,3.1877339681025787,1.9579956837564398,56.47827731652934
175.53526549999998,0.8504155713745876,0.32821661407996205,28.687397623574565,3.4257167263930923,1.8442085797350585,60.6948903517402
175.5645815,0.8503917724494641,0.32816464952076396,28.680637183180867,3.7354060773340647,1.702962080897214,66.18198755137949
175.5942445,0.8503681945333345,0.32811207130909403,28.673797972673587,3.5655404426014257,1.7590581162930305,63.172587890689634
175.6241135,0.8503438207097894,0.3280591293910694,28.666912533817214,4.062473028171135,1.5898061567404222,71.97722817441878
175.6536395,0.8503198957441961,0.32800679682426576,28.660107411286123,4.427075211442422,1.4775521291757279,78.43733660316738
175.68350850000002,0.8502960624550102,0.3279538577073003,28.653224493675157,4.4411256141679045,1.4721980500926741,78.6865168524668
175.71330849999998,0.8502715683374292,0.3279010422594086,28.6463587354833,5.283323676821981,1.314330572359976,93.60861185269124
175.742941,0.8502478326040993,0.3278485250199002,28.63953281282578,5.483661729943745,1.2450261950450847,97.15844580152316
175.772467,0.8502235952097994,0.3277961978421301,28.632732654216817,6.443529147584587,1.1354584638384506,114.16553345730712
175.8016685,0.8502000179753454,0.3277444470277463,28.626008437892104,6.993301655477547,1.08169681248231,123.90669439794175
175.83153750000002,0.8501762921060335,0.3276915145609909,28.61913175507014,7.108613481011389,1.0484763461279623,125.95016350744825
175.861853,0.8501516192003793,0.3276377921411248,28.612153553173567,8.062133935999508,0.9844957328818245,142.84504793424733
175.8914435,0.8501271552227911,0.3275853557587161,28.605343474717436,9.698939466820525,0.9131667845007309,171.84652024521822
175.92049250000002,0.8501036431514213,0.32753388014125334,28.59865920687461,10.717948381418847,0.8775539420049682,189.90195861095106
175.95014450000002,0.8500800431211981,0.327481337189082,28.59183739761836,11.17135838656997,0.8458096201248507,197.93613393027616
175.979567,0.8500555387952652,0.3274292020855875,28.585069594076735,13.56256284868305,0.8213270978196787,240.30464647785266
176.00894,0.850032297221757,0.32737715584543825,28.578314372600587,13.841968509006374,0.7842885490018079,245.25595715226683
176.038706,0.8500078587457354,0.3273244144012928,28.571469985095497,15.83758348698828,0.7730095498957272,280.61568762875106
176.06826999999998,0.849983965082753,0.32727203200766253,28.56467325471988,17.202498909813468,0.7559704209839505,304.80064379558695
176.0975785,0.8499598401048049,0.3272201034131182,28.55793645043829,19.66873404551344,0.7518533220906514,348.49941187536035
176.1274015,0.8499363473901469,0.32716726433311044,28.551082594378187,19.814641225876045,0.7141938802141126,351.08573025607643
176.157221,0.8499113716762445,0.32711443254691774,28.54423076060281,23.672560742774827,0.7336843881677314,419.4435570320803
176.18622449999998,0.8498878704441066,0.32706304751400567,28.53756759051117,25.697401572969447,0.7249101717741028,455.32215882857435
176.215445,0.8498642069652396,0.3270112790353824,28.53085572740051,27.8007851836887,0.7137492515845356,492.59265692998923
176.2451615,0.8498403387851344,0.32695863283990745,28.524031125869264,29.37708142773478,0.6941234972166772,520.5240942478781
176.2749545,0.8498158539241569,0.32690585213109985,28.517190158852774,32.8070460547669,0.7007488967026135,581.3004246965057
176.30432000000002,0.8497918467323846,0.3268538297496516,28.510448529275394,35.992444826452214,0.7027615554389411,637.7436784775456
176.3336205,0.8497680432153104,0.3268019234671531,28.50372298352416,38.717905435095716,0.6978919660139806,686.0376799957673
176.36323,0.8497441275052794,0.3267494707306655,28.496927686703224,40.91343205676126,0.6847422045492582,724.9421319224848
176.3929045,0.849719806168497,0.326696903781743,28.490118655780538,44.593552766683345,0.6907156507309451,790.1523188204163
176.4221745,0.8496957699904143,0.32664505428314317,28.483403598121058,48.59831888242635,0.6990222498185727,861.1152686801415
176.4515975,0.8496720934163966,0.3265929346380716,28.47665459579811,50.2956531950145,0.6809437421416029,891.1930717539716
176.481173,0.8496477932282829,0.3265405457279277,28.469871778920766,54.415199384043646,0.6896318133512991,964.1905833754233
176.510607,0.8496238535079709,0.32648840831557563,28.463122571193814,57.26832831672072,0.685175316599428,1014.7486277682492
176.5398275,0.8495997694534906,0.32643664990396354,28.456423458740193,61.89815868941865,0.6979866770742442,1096.7887645897792
176.5687085,0.8495761637511112,0.32638549363713576,28.449803293715032,65.38210919416726,0.6994142642825196,1158.525161846828
176.597979,0.849552619583195,0.32633364823844757,28.44309497353741,66.40087123113065,0.6790450797176588,1176.5804289257887
176.6275315,0.8495283635199379,0.3262813041265964,28.436323171850187,70.31753839291062,0.6852235797122224,1245.9849950704963
176.65724799999998,0.8495043442847211,0.32622867030560937,28.429514951179016,71.7200552724558,0.6708557787823796,1270.8406179426179
176.686755,0.8494798052948531,0.32617640829830624,28.422755877227658,77.71485742553915,0.6940377882863278,1377.0694222484467
176.7157885,0.8494561137863971,0.32612498565117504,28.416106381456828,80.439022668013,0.6915601166717024,1425.3445300902329
176.7449555,0.8494323341795579,0.3260733272471746,28.409427421555208,82.83914449719316,0.6874835082027404,1467.878018653119
176.774405,0.8494084099464013,0.3260211691859634,28.402684899284814,84.38150625871883,0.6781076611112926,1495.2125774295057
176.80381649999998,0.8493841535658899,0.3259690790965287,28.395952205255522,88.56365443417086,0.6886108069794461,1569.3235834111438
176.8329185,0.8493602768417706,0.3259175377976299,28.38929146708853,91.59688521232198,0.6919206028635786,1623.0764219803707
176.8622,0.8493365123792246,0.32586567922075205,28.382590754667305,92.23516023202049,0.68019085508356,1634.3914007451897
176.8915085,0.8493123270937963,0.32581377343803775,28.37588497496913,96.00209702556997,0.6903616237669974,1701.145973733665
176.920664,0.8492885038188157,0.32576213921089875,28.36921530230272,97.47185529790224,0.6868712479592383,1727.1950616732054
176.9501325,0.8492645544461366,0.32570995124328506,28.362475140086254,97.48674842015012,0.675891605037824,1727.4641653956621
176.9792615,0.8492402034095439,0.3256583650781246,28.355813726930307,103.32932411525783,0.70274514133115,1830.9999923510434
177.008398,0.8492167960022363,0.32560676616717027,28.349151687364134,100.09645754033934,0.6754144153320931,1773.7187374119287
177.0377255,0.849192417733725,0.3255548295316557,28.342447072896157,103.92420863952842,0.6935530076284185,1841.5523656888174
177.066729,0.8491686825127986,0.32550346717443895,28.33581760873274,103.7873880366313,0.6901394251918285,1839.133331321318
177.09594950000002,0.8491448210313203,0.32545172101763153,28.329139627547402,102.63512717113068,0.6834580437250276,1818.7204644429914
177.1250975,0.8491207149388319,0.32540010371909833,28.322479296534848,103.75957520900162,0.6936247573025728,1838.6514411897458
177.1542955,0.8490969577987078,0.3253483983296951,28.315808620668133,100.68184278770488,0.6811859985223323,1784.1183996428542
177.1837375,0.8490727546731025,0.32529626129327305,28.309083291896375,99.26833250038437,0.6823694735449175,1759.0757782758335
177.2131485,0.8490485817873675,0.32524417957785196,28.302366136815422,97.22125409054287,0.6828109682971284,1722.8058787164161
177.24233049999998,0.8490244145034271,0.32519250378381537,28.2957023595602,96.2772607458071,0.6933178256678024,1706.08296088468
177.271704,0.8490006031286438,0.3251404892672524,28.28899593341397,90.846648097596,0.6745253957676193,1609.8545184308246
177.301581,0.8489761057920661,0.3250875835353609,28.282175659970445,88.4005249649767,0.6706181007233002,1566.512597539248
177.33081299999998,0.8489514509225652,0.3250358203141343,28.275503706602198,92.74761172550346,0.7046825906224952,1643.5505996446987
177.359732,0.848927999764455,0.3249846116729269,28.268904241992303,90.31937991160913,0.6847052435208034,1600.5254105535482
