T(K),X,m,cp(J/gK),cp_err(%),cpm(J/molK),cp_SMA_1K
278.0,0.02899999999999991,1.7536326348856421,4.376885766399002,0.3360257125044692,78.88534660924081,4.378012718066344
279.0,0.02899999999999991,1.7536326348856421,4.379630864719645,0.3363577555224753,78.93482197690126,4.379530529910558
280.0,0.02899999999999991,1.7536326348856421,4.380862090588684,0.33624611878611826,78.95701256733867,4.379607292702475
281.0,0.02899999999999991,1.7536326348856421,4.376213679104631,0.33620013611003885,78.87323346715812,4.37854138555288
282.0,0.02899999999999991,1.7536326348856421,4.3706713971891205,0.33640566164865116,78.77334399019999,4.367912236201889
283.0,0.02899999999999991,1.7536326348856421,4.350091668267788,0.3355758659276787,78.40243208257229,4.351372921743678
284.0,0.02899999999999991,1.7536326348856421,4.345988266403334,0.3353706639717173,78.3284757822184,4.345891557737442
285.0,0.02899999999999991,1.7536326348856421,4.344170673333102,0.335158489163261,78.29571699732146,4.347505770074318
286.0,0.02899999999999991,1.7536326348856421,4.354043341462725,0.33600999327374276,78.47365375165538,4.350419027753192
287.0,0.02899999999999991,1.7536326348856421,4.34798994893628,0.33595561550215824,78.364552442392,4.350511596066386
288.0,0.02899999999999991,1.7536326348856421,4.355929071930445,0.33693928543453605,78.5076405883007,4.353840833727892
289.0,0.02899999999999991,1.7536326348856421,4.349800586132641,0.33681037514332,78.39718586040692,4.351613712580149
290.0,0.02899999999999991,1.7536326348856421,4.350205057377765,0.3370283431684006,78.4044757135281,4.351106861103496
291.0,0.02899999999999991,1.7536326348856421,4.357795559315806,0.3377146857155373,78.54128060364361,4.357392290062917
292.0,0.02899999999999991,1.7536326348856421,4.364529546890511,0.33892449292558524,78.66264839166564,4.361313104801996
293.0,0.02899999999999991,1.7536326348856421,4.358774173340577,0.3396786065139458,78.55891832842352,4.360794023026458
298.0,0.02899999999999991,1.7536326348856421,4.323542630252497,0.3358965705762399,77.92393431549415,4.322814323278868
299.0,0.02899999999999991,1.7536326348856421,4.319460333242593,0.3361497837913604,77.85035839147518,4.31975053829802
300.0,0.02899999999999991,1.7536326348856421,4.325468868989617,0.336868270075852,77.95865123947608,4.32258883039987
301.0,0.02899999999999991,1.7536326348856421,4.325564351873484,0.3369420047342104,77.96037214351404,4.329286367906121
302.0,0.02899999999999991,1.7536326348856421,4.330641381177333,0.33774452370327135,78.05187629458284,4.3269847128655385
303.0,0.02899999999999991,1.7536326348856421,4.321584662900719,0.337583091076607,77.88864554136606,4.323821869208879
304.0,0.02899999999999991,1.7536326348856421,4.32309321085801,0.33831689182372565,77.91583435433472,4.323328508623776
305.0,0.02899999999999991,1.7536326348856421,4.343616731918927,0.3403927404688269,78.28573321826244,4.337825942663181
306.0,0.02899999999999991,1.7536326348856421,4.327316568232472,0.3404244703541085,77.991952632974,4.332769203783642
307.0,0.02899999999999991,1.7536326348856421,4.317594776144837,0.340927417987901,77.81673514286183,4.318727905081909
308.0,0.02899999999999991,1.7536326348856421,4.321226343911144,0.3414503070499496,77.88218749809104,4.321101523247575
309.0,0.02899999999999991,1.7536326348856421,4.307568740374217,0.34020359602458417,77.63603421779912,4.310041860039905
310.0,0.02899999999999991,1.7536326348856421,4.335994628139799,0.341667381213561,78.1483587628622,4.329991359606972
311.0,0.02899999999999991,1.7536326348856421,4.310321210772315,0.34044880502487385,77.68564245364861,4.310451143039312
312.0,0.02899999999999991,1.7536326348856421,4.29385877484131,0.3386054547721559,77.38893720846735,4.297826766313362
