Index,Time(s),Furnace Temperature(K),Sample Temperature(K),HeatFlow(mW),T(K),Sample Temperature(K)_2
64.0,1064.7,298.42615256692903,299.0,28.13469366141731,299.0,298.6817538503938
13677.880022962112,231139.2723880597,299.0392493582088,298.0,0.5574091670493686,298.0,298.0899736549942
11069.818181818182,187063.02727272728,297.9291274060607,297.0,-2.123086848484848,297.0,297.07277196969704
10200.629213483146,172373.73370786518,296.8398404719101,296.0,-3.9131904719101125,296.0,296.0328466966292
9785.333333333334,165355.23333333334,295.96659714285727,295.0,-4.895335428571431,295.0,295.01777058730164
9246.70588235294,156252.42941176472,294.78824845098046,294.0,-2.637851764705882,294.0,294.01117260784315
9404.74,158923.20599999998,293.80933582,293.0,-2.0964227999999974,293.0,293.00752764
9498.854166666666,160513.73541666663,292.7645993124999,292.0,-1.5845795416666644,292.0,292.0109835
9546.102040816326,161312.22448979592,291.6936749591836,291.0,-1.0509311836734707,291.0,291.00605561224484
9648.63829787234,163045.08723404256,290.7299727446809,290.0,-0.8949587872340395,290.0,289.9974391914893
9891.08510638298,167142.43829787234,290.00524185106383,289.0,-1.6800166382978716,289.0,289.0015719787234
9803.108695652174,165655.63695652175,288.8448038260869,288.0,-0.8220793043478282,288.0,288.0093550217391
9841.851063829787,166310.3829787234,287.8666803617021,287.0,-0.772630361702124,287.0,287.0119590851063
9816.851063829787,165887.8829787234,286.7900015531915,286.0,-0.47165661702127987,286.0,285.99946623404253
9729.58695652174,164413.11956521738,285.64253436956534,285.0,0.19418626086956636,285.0,284.9896424782609
9912.888888888889,167510.92222222223,284.9316025111112,284.0,-0.8433175333333331,284.0,283.99445622222214
9681.347826086956,163597.87826086956,283.5871616739131,283.0,0.6434061086956495,283.0,282.9937584565217
9863.111111111111,166669.67777777778,282.8867910666667,282.0,-0.7563728222222185,282.0,281.99016655555556
9838.111111111111,166247.17777777778,281.87678444444435,281.0,-3.0128258666666676,281.0,280.99526135555567
9813.111111111111,165824.67777777778,280.86688711111105,280.0,-23.118230733333327,280.0,279.9996386
9788.111111111111,165402.17777777778,279.8674100888889,279.0,-156.8216479555556,279.0,279.0062834888889
9621.04255319149,162578.71914893616,278.61678223404255,278.0,-264.88357972340424,278.0,278.0047130212765
9849.765957446809,166444.14468085105,277.9872719787234,277.0,-278.11706799999996,277.0,276.9910294042554
9768.108695652174,165064.13695652175,276.87537723913044,276.0,-213.61608282608702,276.0,275.9882921739132
9742.108695652174,164624.73695652175,275.86320286956527,275.0,-123.31562836956523,275.0,274.99121573913044
9659.444444444445,163227.7111111111,274.76844480000005,274.0,-27.378844488888884,274.0,273.99833860000007
9634.444444444445,162805.2111111111,273.7853310222222,273.0,7.174854711111109,273.0,273.0096643333332
9665.673913043478,163332.98913043478,272.88584902173915,272.0,7.154747434782611,272.0,272.0096172173913
9386.391304347826,158613.11304347825,271.4587030869565,271.0,8.844441891304344,271.0,270.9998173043478
9614.673913043478,162471.08913043476,270.8829786521739,270.0,7.283084478260872,270.0,269.99040908695656
9533.111111111111,161092.67777777778,269.8024842666667,269.0,7.635453511111106,269.0,268.9930256222222
9313.152173913044,157375.37173913044,268.48930043478254,268.0,8.912074065217393,268.0,267.9958693043478
9483.333333333334,160251.43333333332,267.83589631111107,267.0,7.67241942222222,267.0,266.99934973333336
9513.239130434782,160756.84130434782,266.9487188260869,266.0,7.330313956521742,266.0,266.0039629782608
9239.91304347826,156137.63043478262,265.5385032391304,265.0,8.910944847826093,265.0,264.99990013043475
9407.777777777777,158974.54444444444,264.88440142222225,264.0,7.686660511111111,264.0,264.0075922
9248.829787234043,156288.32340425532,263.6698586808511,263.0,8.531290170212767,263.0,263.00711289361703
9166.91304347826,154903.9304347826,262.5780038913043,262.0,8.916503673913047,262.0,261.9963015652174
9142.91304347826,154498.3304347826,261.59439141304347,261.0,8.859252239130434,261.0,260.99746582608697
9361.239130434782,158188.04130434783,261.0287520217391,260.0,7.24820447826087,260.0,260.0008695652174
9093.91304347826,153670.2304347826,259.63524139130425,259.0,8.767378543478257,259.0,259.005135673913
9069.91304347826,153264.63043478262,258.659575,258.0,64.49107852173917,258.0,258.0102929565217
8925.75,150828.275,257.45349002083327,257.0,378.1706390416662,257.0,257.0046744583333
9021.391304347826,152444.61304347825,256.6696261086957,256.0,301.2538056956523,256.0,256.003992347826
8878.25,150025.525,255.47530172916672,255.0,151.5954253333333,255.0,254.99749087500004
8972.869565217392,151624.5956521739,254.6884077826087,254.0,64.67292471739131,254.0,253.98923639130444
8948.869565217392,151218.9956521739,253.72272991304342,253.0,30.885770847826088,253.0,253.00399817391298
8807.25,148825.625,252.53267856250002,252.0,15.487700104166663,252.0,251.99794800000004
8900.347826086956,150398.97826086957,251.7563344782609,251.0,6.949379869565215,251.0,250.99214236956522
8876.347826086956,149993.37826086956,250.79328358695656,250.0,3.4979269565217406,250.0,250.008986
8736.25,147625.725,249.6084641458333,249.0,2.3305289583333306,249.0,249.00779810416665
8656.191489361701,146272.73617021277,248.5224139787235,248.0,1.7633953404255311,248.0,247.99684538297868
8633.191489361701,145884.03617021276,247.5494351489361,247.0,1.2954833404255313,247.0,246.99788072340425
8833.425531914894,149267.99148936168,246.95943619148932,246.0,0.43246591489362024,246.0,246.00181672340423
8586.191489361701,145089.73617021277,245.59330531914887,245.0,0.9884214893617034,245.0,245.00883853191493
8563.191489361701,144701.03617021276,244.6288878297872,244.0,0.7720208297872345,244.0,244.0155950212765
8436.34693877551,142557.3632653061,243.46351691836742,243.0,1.1667018979591848,243.0,243.00139946938776
8516.702127659575,143915.3659574468,242.6503080425532,242.0,0.7759711914893606,242.0,241.9907472340425
8493.702127659575,143526.6659574468,241.68182614893615,241.0,0.7107780000000002,241.0,241.0049343191489
8368.285714285714,141407.12857142856,240.51612587755102,240.0,1.0124366326530612,240.0,240.00125218367347
8447.212765957447,142740.99574468087,239.7168398085106,239.0,0.635045382978722,239.0,238.9985140851064
8322.755102040815,140637.6612244898,238.55776089795913,238.0,0.8697437346938794,238.0,237.99658420408156
8400.72340425532,141955.3255319149,237.75589714893613,237.0,0.3524099574468105,237.0,236.9975276170213
8222.104166666666,138936.66041666668,236.51858747916663,236.0,0.9287718958333343,236.0,236.0106278541667
8254.959183673469,139491.91020408162,235.63172908163267,235.0,0.6347721836734683,235.0,235.00379018367346
8177.375,138180.7375,234.55557866666672,234.0,0.8453825624999981,234.0,233.99998079166673
8155.375,137808.9375,233.5855634166667,233.0,0.7232401874999989,233.0,233.00840641666665
8042.9,135908.11,232.43870462000004,232.0,0.9661212200000002,232.0,231.99820062000006
8110.916666666667,137057.59166666665,231.61207758333342,231.0,0.7352599583333324,231.0,230.99077160416675
8088.916666666667,136685.79166666666,230.6490635,230.0,0.5785429374999992,230.0,230.00593441666672
7922.714285714285,133876.9714285714,229.42376326530612,229.0,1.0255938775510205,229.0,229.0125945510204
7956.5,134447.95,228.53407181999995,228.0,0.7756552600000013,228.0,228.00109709999992
7880.0,133155.1,227.45171261224485,227.0,0.9002331836734689,227.0,226.99182428571427
8001.0,135200.0,226.7422031458333,226.0,0.4179289375000021,226.0,226.00547395833328
7891.66,133352.15399999998,225.61522725999993,225.0,0.5577959599999999,225.0,225.0108687599999
7681.1,129793.69,224.29225963999994,224.0,1.2379595600000013,224.0,223.99893013999994
7795.285714285715,131723.42857142858,223.55798661224492,223.0,0.5693247346938773,223.0,222.99917581632656
7827.38,132265.82200000001,222.6813202600001,222.0,0.2957160400000005,222.0,222.00121188000006
7619.8,128757.72000000002,221.36834589999995,221.0,0.7881450200000004,221.0,220.99661023999997
7731.857142857143,130651.4857142857,220.63744934693872,220.0,0.48355830612244716,220.0,220.00411242857137
7633.294117647059,128985.77058823529,219.52515241176465,219.0,0.7139122352941171,219.0,219.00385633333326
7558.8,127726.82,218.44609762,218.0,0.7390400599999996,218.0,217.99633731999998
7538.8,127388.82,217.47694227999997,217.0,0.5818300200000003,217.0,217.00110254
7518.8,127050.82,216.50899100000004,216.0,0.4802711399999988,216.0,216.00814671999996
7429.346153846154,125539.04999999999,215.39675325000002,215.0,0.6922154807692297,215.0,214.99856076923072
7478.4,126368.05999999998,214.53881010000003,214.0,0.4268799599999998,214.0,213.99125857999996
7336.3725490196075,123967.79607843136,213.34538127450983,213.0,0.757390176470585,213.0,212.99574131372546
7438.7,125697.12999999998,212.60072803999995,212.0,0.18038355999999886,212.0,212.00274232000007
7350.807692307692,124211.75,211.50169330769234,211.0,0.4700109807692308,211.0,211.00221815384617
7278.3725490196075,122987.59607843136,210.42277782352934,210.0,0.47902074509803866,210.0,209.99483007843142
7259.3725490196075,122666.49607843137,209.45792978431382,209.0,0.2888843725490197,209.0,209.00021454901963
7240.3725490196075,122345.39607843138,208.49501519607847,208.0,0.3523572941176453,208.0,208.00839798039212
7160.773584905661,121000.17358490564,207.40564222641513,207.0,0.4059600377358493,207.0,207.00039422641515
7202.0,121696.90000000001,206.54023486274514,206.0,0.30535854901960746,206.0,205.99600635294124
7071.096153846154,119484.625,205.36957319230766,205.0,0.6087846923076922,205.0,205.00462496153838
7053.096153846154,119180.42499999999,204.39688536538466,204.0,0.5222575576923062,204.0,204.00683396153843
7086.490566037736,119744.79056603774,203.51680233962261,203.0,0.3116565471698115,203.0,203.00045535849054
7016.423076923077,118560.65,202.42981361538463,202.0,0.2138489038461535,202.0,201.99767686538468
6998.423076923077,118256.45000000001,201.4586246538462,201.0,0.03419688461538371,201.0,201.005425
6876.075471698113,116188.77547169813,200.2754103396227,200.0,0.33268216981132126,200.0,200.00402688679245
7012.8490566037735,118500.24905660377,199.56376567924528,199.0,-0.09877554716981025,199.0,198.99688049056607
6944.076923076923,117338.0,198.47812623076922,198.0,-0.045816653846154236,198.0,198.00008940384618
6823.735849056604,115304.2358490566,197.29202630188678,197.0,0.28693581132075474,197.0,197.00438020754717
6908.403846153846,116735.125,196.50697892307693,196.0,-0.08873975000000013,196.0,196.00940144230768
6839.166666666667,115565.01666666668,195.4241955,195.0,0.1600619259259263,195.0,195.00446337037033
6771.735849056604,114425.4358490566,194.33210254716982,194.0,0.3061074905660375,194.0,193.99282530188688
6754.735849056604,114138.1358490566,193.36557820754714,193.0,-0.007086754716980045,193.0,192.99212456603772
6737.735849056604,113850.8358490566,192.40068449056605,192.0,-0.041203735849056976,192.0,191.99258716981137
6720.735849056604,113563.53584905661,191.43116024528294,191.0,-0.08162032075471601,191.0,190.99705466037736
6703.735849056604,113276.2358490566,190.4687339245283,190.0,-0.22900898113207557,190.0,190.00599992452834
6593.388888888889,111411.37222222221,189.31429661111102,189.0,-0.09047098148148221,189.0,189.00975887037035
6577.388888888889,111140.97222222222,188.3445157777777,188.0,-0.06513485185185311,188.0,188.00643253703697
6609.290909090909,111680.11636363635,187.46549932727277,187.0,-0.26402463636363666,187.0,186.99724283636365
6544.740740740741,110589.2185185185,186.40253672222227,186.0,-0.262243722222222,186.0,185.99015892592593
6528.740740740741,110318.8185185185,185.4437171851852,185.0,-0.27158522222222037,185.0,184.99456720370378
6426.0,108582.49999999999,184.29965927272727,184.0,-0.12450392727272785,184.0,183.99451247272722
6411.0,108328.99999999999,183.32652350909086,183.0,-0.2655676545454542,183.0,182.98954369090907
6396.0,108075.49999999999,182.3481241454545,182.0,-0.2611444909090919,182.0,181.98904334545452
6381.0,107821.99999999999,181.37634623636364,181.0,-0.317490945454547,181.0,180.9914174727272
6366.0,107568.49999999999,180.39867530909095,180.0,-0.4110934181818177,180.0,179.99786490909088
6396.785714285715,108088.77857142857,179.52759874999992,179.0,-0.4818298392857144,179.0,178.9991011964285
6255.5,105701.05000000002,178.28900483928575,178.0,-0.17217557142857107,178.0,177.9955616785714
6320.727272727273,106803.39090909091,177.49296852727278,177.0,-0.35424545454545414,177.0,177.00444192727278
6197.120689655172,104714.43965517242,176.30184386206892,176.0,-0.22101693103448275,176.0,176.00066581034483
6212.875,104980.6875,175.3768115535714,175.0,-0.16242858928571585,175.0,174.9951416785714
6243.421052631579,105496.91578947369,174.491639877193,174.0,-0.40157184210526314,174.0,174.00270899999998
6154.982758620689,104002.30862068966,173.34561901724143,173.0,-0.27523117241379336,173.0,172.99411862068962
