,0
196.0,
196.5,
197.0,
197.5,
198.0,
198.5,
199.0,
199.5,
200.0,
200.5,
201.0,
201.5,
202.0,
202.5,
203.0,
203.5,
204.0,
204.5,
205.0,
205.5,
206.0,
206.5,
207.0,
207.5,
208.0,
208.5,
209.0,
209.5,
210.0,
210.5,
211.0,
211.5,
212.0,
212.5,
213.0,
213.5,
214.0,
214.5,
215.0,
215.5,
216.0,
216.5,
217.0,
217.5,
218.0,
218.5,
219.0,
219.5,5.315146218134742
220.0,5.110301096062955
220.5,5.0214426628148
221.0,4.932584229566645
221.5,4.884773607483221
222.0,4.836962985399798
222.5,4.8080015355805035
223.0,4.779040085761207
223.5,4.759890961224482
224.0,4.740741836687754
224.5,4.7270573650256145
225.0,4.713372893363476
225.5,4.702841466910894
226.0,4.692310040458313
226.5,4.683623493881622
227.0,4.67493694730493
227.5,4.667326457346912
228.0,4.659715967388894
228.5,4.652720926553077
229.0,4.64572588571726
229.5,4.639069653382929
230.0,4.632413421048598
230.5,4.6259325117970205
231.0,4.6194516025454435
231.5,4.613053464972261
232.0,4.606655327399079
232.5,4.600292275505102
233.0,4.593929223611126
233.5,4.5875819072264665
234.0,4.581234590841807
234.5,4.574901307594939
235.0,4.568568024348072
235.5,4.562257716798495
236.0,4.555947409248916
236.5,4.549675043717704
237.0,4.54340267818649
237.5,4.537186192957729
238.0,4.530969707728969
238.5,4.524828011031779
239.0,4.51868631433459
239.5,4.512637992322317
240.0,4.506589670310046
240.5,4.500652178670584
241.0,4.494714687031122
241.5,4.488903873036378
242.0,4.483093059041636
242.5,4.477422909070879
243.0,4.471752759100121
243.5,4.466235298979712
244.0,4.460717838859304
244.5,4.45536313636359
245.0,4.450008433867875
245.5,4.444824667909456
246.0,4.439640901951037
246.5,4.434634473566281
247.0,4.429628045181524
247.5,4.424803712873656
248.0,4.419979380565788
248.5,4.4153404078531775
249.0,4.410701435140568
249.5,4.406249741923915
250.0,4.401798048707262
250.5,4.39753436076767
251.0,4.393270672828079
251.5,4.389194665695568
252.0,4.385118658563058
252.5,4.381229093383959
253.0,4.3773395282048595
253.5,4.373634378216769
254.0,4.369929228228678
254.5,4.3664057951561155
255.0,4.3628823620835515
255.5,4.359537382252232
256.0,4.356192402420912
256.5,4.353022142727907
257.0,4.349851883034902
257.5,4.346852227137495
258.0,4.343852571240087
258.5,4.341019096471816
259.0,4.338185621703544
259.5,4.335513667308414
260.0,4.3328417129132815
260.5,4.330326440240934
261.0,4.327811167568588
261.5,4.325447612880052
262.0,4.323084058191516
262.5,4.320867178724775
263.0,4.318650299258033
263.5,4.316575013178656
264.0,4.314499727099277
264.5,4.312560947934475
265.0,4.310622168769675
265.5,4.308814834885899
266.0,4.307007501002121
266.5,4.305326600650079
267.0,4.303645700298039
267.5,4.302086292708317
268.0,4.300526885118595
268.5,4.299084118090463
269.0,4.297641351062332
269.5,4.2963104754524
270.0,4.29497959984247
270.5,4.2937559813184265
271.0,4.292532362794382
271.5,4.2914114911882
272.0,4.290290619582021
272.5,4.28926811614238
273.0,4.288245612702739
273.5,4.287317235514315
274.0,4.286388858325892
274.5,4.2855505061389785
275.0,4.284712153952066
275.5,4.283959868636304
276.0,4.283207583320543
276.5,4.2825375511349595
277.0,4.281867518949376
277.5,4.281276070800064
278.0,4.28068462265075
278.5,4.2801682334860605
279.0,4.279651844321372
279.5,4.279207131799317
280.0,4.278762419277261
280.5,4.278386141822417
281.0,4.278009864367574
281.5,4.277698918721131
282.0,4.277387973074689
282.5,4.277139391429614
283.0,4.276890809784539
283.5,4.276701756584226
284.0,4.276512703383912
284.5,4.276380471855116
285.0,4.2762482403263204
285.5,4.276170248806044
286.0,4.276092257285766
286.5,4.276066045395293
287.0,4.27603983350482
287.5,4.276063058216548
288.0,4.276086282928274
288.5,4.2761567145628625
289.0,4.276227146197451
289.5,4.276342664387468
290.0,4.276458182577485
290.5,4.276616772223895
291.0,4.276775361870304
291.5,4.276975109117026
292.0,4.277174856363747
292.5,4.277413944611452
293.0,4.277653032859159
293.5,4.277929738833454
294.0,4.27820644480775
294.5,4.2785191346982705
295.0,4.27883182458879
295.5,4.27917895026905
296.0,4.27952607594931
296.5,4.279906171287347
297.0,4.280286266625384
297.5,4.280697943892883
298.0,4.281109621160381
298.5,4.281551567545259
299.0,4.281993513930137
299.5,4.282464488157197
300.0,4.282935462384258
300.5,4.283434291447163
301.0,4.283933120510067
301.5,4.28445869651604
302.0,4.284984272522015
302.5,4.285535549650179
303.0,4.286086826778343
303.5,4.286662818352558
304.0,4.287238809926775
304.5,4.287838585601304
305.0,4.288438361275832
305.5,4.2890610443339705
306.0,4.289683727392108
306.5,4.2903284921550116
307.0,4.290973256917914
307.5,4.291639326262938
308.0,4.292305395607963
308.5,4.292992038593012
309.0,4.293678681578061
309.5,4.294385211170273
310.0,4.295091740762486
310.5,4.295817511667996
311.0,4.2965432825735075
311.5,4.297287689166039
312.0,4.298032095758569
312.5,4.298794570102815
313.0,4.299557044447062
313.5,4.300337054415073
314.0,4.3011170643830825
314.5,4.301914111859076
315.0,4.302711159335068
315.5,4.303524778507146
316.0,4.304338397679224
316.5,4.305168153413091
317.0,4.305997909146959
317.5,4.306843395439991
318.0,4.3076888817330214
318.5,4.308549720244581
319.0,4.309410558756139
319.5,4.310286397411485
320.0,4.311162236066829
320.5,4.312052747731631
321.0,4.312943259396434
321.5,4.313848140618889
322.0,4.314753021841345
322.5,4.315671991658686
323.0,4.3165909614760265
323.5,4.317523760283162
324.0,4.318456559090297
324.5,4.319402947567626
325.0,4.3203493360449565
325.5,4.321309094142487
326.0,4.322268852240016
326.5,4.323241778215617
327.0,4.32421470419122
327.5,4.3252006137002095
328.0,4.3261865232091985
328.5,4.3271852484433015
329.0,4.328183973677403
329.5,4.329195362550368
330.0,4.330206751423332
330.5,4.331230666800998
331.0,4.332254582178663
331.5,4.333290901151961
332.0,4.334327220125259
332.5,4.33537583332328
333.0,4.336424446521301
333.5,4.337485257463289
334.0,4.338546068405277
334.5,4.339618992888979
335.0,4.34069191737268
335.5,4.341776882897741
336.0,4.342861848422801
336.5,4.343958793647423
337.0,4.345055738872045
337.5,4.346164613101029
338.0,4.347273487330013
338.5,4.348394250033079
339.0,4.349515012736143
339.5,4.350647633094632
