,0
196.0,
196.5,
197.0,
197.5,
198.0,
198.5,
199.0,
199.5,
200.0,
200.5,
201.0,
201.5,
202.0,
202.5,
203.0,
203.5,
204.0,
204.5,
205.0,
205.5,
206.0,
206.5,
207.0,
207.5,
208.0,
208.5,
209.0,
209.5,
210.0,
210.5,
211.0,
211.5,
212.0,
212.5,
213.0,
213.5,
214.0,
214.5,
215.0,
215.5,
216.0,
216.5,
217.0,
217.5,
218.0,
218.5,
219.0,
219.5,
220.0,
220.5,
221.0,
221.5,
222.0,
222.5,
223.0,
223.5,
224.0,
224.5,
225.0,
225.5,
226.0,
226.5,
227.0,
227.5,
228.0,
228.5,
229.0,
229.5,
230.0,
230.5,
231.0,
231.5,
232.0,
232.5,
233.0,
233.5,
234.0,
234.5,
235.0,
235.5,5.090919275785873
236.0,4.980804120547302
236.5,4.916334492544998
237.0,4.8518648645426925
237.5,4.809498960101127
238.0,4.7671330556595635
238.5,4.737239813934866
239.0,4.70734657221017
239.5,4.685147909516652
240.0,4.662949246823135
240.5,4.645783114747008
241.0,4.628616982670882
241.5,4.614881344536638
242.0,4.601145706402392
242.5,4.589822527783267
243.0,4.578499349164142
243.5,4.568915367651449
244.0,4.559331386138758
244.5,4.551027771770671
245.0,4.542724157402585
245.5,4.535380937131857
246.0,4.52803771686113
246.5,4.521427735902397
247.0,4.514817754943664
247.5,4.508777490019385
248.0,4.502737225095107
248.5,4.497147666633044
249.0,4.49155810817098
249.5,4.486331894922652
250.0,4.481105681674324
250.5,4.476178246149509
251.0,4.471250810624691
251.5,4.466574169610223
252.0,4.461897528595755
252.5,4.457435859926954
253.0,4.452974191258152
253.5,4.4487006417143276
254.0,4.444427092170505
254.5,4.440321448923836
255.0,4.4362158056771674
255.5,4.432262782719891
256.0,4.428309759762615
256.5,4.4244977280308
257.0,4.4206856962989844
257.5,4.417005737532517
258.0,4.413325778766053
258.5,4.409770977837649
259.0,4.406216176909245
259.5,4.4027810912423595
260.0,4.399346005575474
260.5,4.396026266967467
261.0,4.392706528359461
261.5,4.389498544337167
262.0,4.386290560314874
262.5,4.383191290651526
263.0,4.380092020988179
263.5,4.377098811150323
264.0,4.3741056013124675
264.5,4.371216059132157
265.0,4.368326516951847
265.5,4.365538422143286
266.0,4.362750327334725
266.5,4.3600615659685085
267.0,4.357372804602291
267.5,4.354781322518082
268.0,4.352189840433873
268.5,4.349693610981496
269.0,4.347197381529119
269.5,4.344794384101737
270.0,4.342391386674357
270.5,4.340079593317596
271.0,4.337767799960834
271.5,4.335545167967294
272.0,4.333322535973755
272.5,4.331187004860234
273.0,4.329051473746714
273.5,4.327000965380123
274.0,4.324950457013534
274.5,4.322982877942592
275.0,4.321015298871651
275.5,4.319128544147283
276.0,4.317241789422915
276.5,4.315433747359279
277.0,4.313625705295642
277.5,4.311894262763859
278.0,4.310162820232074
278.5,4.308505868178596
279.0,4.306848916125118
279.5,4.305264355092188
280.0,4.3036797940592555
280.5,4.302165539544757
281.0,4.300651285030259
281.5,4.299205272573916
282.0,4.297759260117573
282.5,4.296379450037086
283.0,4.294999639956598
283.5,4.293684021687872
284.0,4.292368403419147
284.5,4.29111499943196
285.0,4.289861595444774
285.5,4.2886684647270465
286.0,4.287475334009321
286.5,4.286340575120184
287.0,4.285205816231048
287.5,4.2841275699347525
288.0,4.2830493236384575
288.5,4.282025775136211
289.0,4.281002226633967
289.5,4.280031607414838
290.0,4.27906098819571
290.5,4.278141577530439
291.0,4.277222166865168
291.5,4.276352292969306
292.0,4.275482419073445
292.5,4.274660459965168
293.0,4.2738385008568915
293.5,4.273062884936291
294.0,4.272287269015691
294.5,4.271556475390622
295.0,4.270825681765553
295.5,4.270138240349891
296.0,4.269450798934229
296.5,4.2688052903405795
297.0,4.268159781746931
297.5,4.267554836998268
298.0,4.266949892249606
298.5,4.2663841923296575
299.0,4.26581849240971
299.5,4.265290767671515
300.0,4.26476304293332
300.5,4.2642720723859275
301.0,4.263781101838534
301.5,4.263325712326426
302.0,4.26287032281432
302.5,4.262449388107202
303.0,4.262028453400084
303.5,4.261640893205753
304.0,4.261253333011424
304.5,4.260898111925387
305.0,4.260542890839352
305.5,4.260219017242581
306.0,4.25989514364581
306.5,4.259601668561596
307.0,4.2593081934773815
307.5,4.259044209396443
308.0,4.258780225315504
308.5,4.258544864998286
309.0,4.258309504681068
309.5,4.258101939944705
310.0,4.257894375208341
310.5,4.2577138157053644
311.0,4.257533256202387
311.5,4.257378948196702
312.0,4.257224640191016
312.5,4.257095865337245
313.0,4.256967090483474
313.5,4.256863164613992
314.0,4.256759238744509
314.5,4.256679510667929
315.0,4.25659978259135
315.5,4.256543632906937
316.0,4.256487483222523
316.5,4.256454323152543
317.0,4.256421163082564
317.5,4.256410433326197
318.0,4.25639970356983
318.5,4.25641087318008
319.0,4.256422042790329
319.5,4.25645460807623
320.0,4.256487173362131
320.5,4.256540656817741
321.0,4.25659414027335
321.5,4.256668089534674
322.0,4.256742038796001
322.5,4.2568360256266935
323.0,4.256930012457386
323.5,4.257043631764265
324.0,4.257157251071145
324.5,4.257290119950045
325.0,4.257422988828944
325.5,4.25757474564072
326.0,4.257726502452496
326.5,4.257896805930081
327.0,4.258067109407664
327.5,4.258255637793712
328.0,4.258444166179762
328.5,4.25865061639502
329.0,4.258857066610277
329.5,4.259081153452329
330.0,4.259305240294381
330.5,4.259546695666508
331.0,4.2597881510386335
331.5,4.260046723208304
332.0,4.260305295377973
332.5,4.26058074826507
333.0,4.260856201152167
333.5,4.261148313645333
334.0,4.261440426138499
334.5,4.261748991440117
335.0,4.262057556741737
335.5,4.262382381740346
336.0,4.262707206738955
336.5,4.263048111408372
337.0,4.263389016077788
337.5,4.263745832902859
338.0,4.264102649727929
338.5,4.264475223155445
339.0,4.26484779658296
339.5,4.265235982497636
