T(K),X,m,cp(J/gK),cp_err(%),cpm(J/molK)
277.0,0.033000000000000015,2.003767447121944,4.378265103878013,0.3365311020098812,78.89231179494529
278.0,0.03300000000000001,2.003767447121944,4.376885766399002,0.3360257125044692,78.86745740173636
279.0,0.03300000000000001,2.003767447121944,4.379630864719645,0.3363577555224753,78.91692154963097
280.0,0.033000000000000015,2.003767447121944,4.380862090588684,0.33624611878611826,78.939107107802
281.0,0.03300000000000001,2.003767447121944,4.376213679104631,0.33620013611003885,78.85534700660888
282.0,0.033000000000000015,2.003767447121944,4.3706713971891205,0.33640566164865116,78.7554801820654
283.0,0.03300000000000001,2.003767447121944,4.350091668267788,0.3355758659276787,78.38465238790575
284.0,0.033000000000000015,2.003767447121944,4.345988266403334,0.3353706639717173,78.31071285897598
285.0,0.03300000000000001,2.003767447121944,4.344170673333102,0.335158489163261,78.27796150294546
286.0,0.03300000000000001,2.003767447121944,4.354043341462725,0.33600999327374276,78.45585790571018
287.0,0.033000000000000015,2.003767447121944,4.34798994893628,0.33595561550215824,78.34678133787271
288.0,0.03300000000000001,2.003767447121944,4.355929071930445,0.33693928543453605,78.48983703499789
289.0,0.03300000000000001,2.003767447121944,4.349800586132641,0.33681037514332,78.3794073554513
290.0,0.033000000000000015,2.003767447121944,4.350205057377765,0.3370283431684006,78.3866955554176
291.0,0.03300000000000001,2.003767447121944,4.357795559315806,0.3377146857155373,78.5234694216336
292.0,0.03300000000000001,2.003767447121944,4.364529546890511,0.33892449292558524,78.64480968650162
293.0,0.03300000000000001,2.003767447121944,4.358774173340577,0.3396786065139458,78.54110314662223
294.0,0.03300000000000001,2.003767447121944,4.370498129618627,0.34215227448663,78.75235805974731
295.0,0.03300000000000001,2.003767447121944,4.313392494400349,0.3393195984781714,77.72336701603497
296.0,0.033000000000000015,2.003767447121944,4.285659598586741,0.33525953687900967,77.22364573109813
297.0,0.03300000000000001,2.003767447121944,4.3120907209812085,0.3350851977581261,77.69991025587252
298.0,0.03300000000000001,2.003767447121944,4.323542630252497,0.3358965705762399,77.90626313205578
299.0,0.033000000000000015,2.003767447121944,4.319460333242593,0.3361497837913604,77.83270389320118
300.0,0.03300000000000001,2.003767447121944,4.325468868989617,0.336868270075852,77.94097218311475
301.0,0.03300000000000001,2.003767447121944,4.325564351873484,0.3369420047342104,77.9426926968951
302.0,0.033000000000000015,2.003767447121944,4.330641381177333,0.33774452370327135,78.03417609712973
303.0,0.03300000000000001,2.003767447121944,4.321584662900719,0.337583091076607,77.87098236053188
304.0,0.03300000000000001,2.003767447121944,4.32309321085801,0.33831689182372565,77.89816500776332
305.0,0.03300000000000001,2.003767447121944,4.343616731918927,0.3403927404688269,78.26797998795577
306.0,0.03300000000000001,2.003767447121944,4.327316568232472,0.3404244703541085,77.97426602469633
307.0,0.03300000000000001,2.003767447121944,4.317594776144837,0.340927417987901,77.79908826949278
308.0,0.03300000000000001,2.003767447121944,4.321226343911144,0.3414503070499496,77.86452578177824
309.0,0.03300000000000001,2.003767447121944,4.307568740374217,0.34020359602458417,77.61842832284347
310.0,0.03300000000000001,2.003767447121944,4.335994628139799,0.341667381213561,78.13063668561809
311.0,0.03300000000000001,2.003767447121944,4.310321210772315,0.34044880502487385,77.66802530879596
312.0,0.03300000000000001,2.003767447121944,4.29385877484131,0.3386054547721559,77.37138734888285
313.0,0.033000000000000015,2.003767447121944,4.304097522637066,0.3384603640394901,77.55588017065762
