T(K),X,m,cp(J/gK),cpm(J/molK)
175.1078705,0.3289743709898976,28.786098586488063,2.6928100018275014,47.7075830570563
175.1364045,0.3289237706153442,28.77950073373293,2.8480509597077206,50.45808064663936
175.1648315,0.3288733615628963,28.772928817001514,2.9412799207932254,52.109942211443524
175.19314050000003,0.3288231633031805,28.766385362679348,3.1010023682373693,54.939865090483785
175.2215945,0.3287727094630627,28.759809579087765,2.905863006736506,51.482768201661194
175.250201,0.3287219867508681,28.753199749079904,3.0591593734400315,54.198857027568316
175.27853249999998,0.3286717531480303,28.746654640812014,3.3421120298036757,59.21207585110996
175.306616,0.3286219607239322,28.740167981800397,3.4771246599722936,61.604266560495155
175.334719,0.3285721351634015,28.73367796902166,3.4850229923414995,61.74437885493945
175.36334449999998,0.3285213846914397,28.727068472332267,3.082558248800944,54.6140446882321
175.391638,0.32847122425864117,28.720536801162048,4.1116827345292855,72.84737419407402
175.419951,0.3284210306641747,28.71400178849785,3.304328304259895,58.543509506025224
175.44848100000002,0.3283704537788175,28.707417860828766,4.169378618628516,73.87001118107449
175.4767095,0.3283204127566114,28.700904665835864,3.961649924102672,70.18982815782766
175.504965,0.32827032522492394,28.69438638906745,4.484986013782044,79.46217181781229
175.53342650000002,0.3282198738769257,28.687821748690535,4.142462845221327,73.39377449742253
175.561995,0.32816923420728367,28.68123359570851,4.801620806603765,85.07260465033688
175.5901665,0.3281192995544292,28.67473813691892,5.1122352411014464,90.57616949167551
175.6185555,0.32806898067351853,28.668193674651505,5.065530501371701,89.74893742027363
175.647303,0.32801802766789234,28.66156773698782,5.244707368913557,92.92379080591911
175.67552799999999,0.32796800202295573,28.65506337095301,6.474688851785622,114.71648003836665
175.70356600000002,0.32791830903903274,28.648603216367185,6.277905742283252,111.23025819184524
175.7322485,0.3278674750255437,28.641995714800643,6.487138892400692,114.93773225163615
175.7606455,0.32781714822892827,28.635455126726438,7.706339379023748,136.5396606527964
175.788607,0.32776759442538844,28.629015955515595,8.231837500620895,145.8507672311886
175.8169765,0.32771731873318055,28.62248395000968,8.389822460648281,148.6503579114926
175.84548,0.3276668067453408,28.615922227891467,9.470323570219874,167.79509885247472
175.87345349999998,0.3276172351176526,28.60948362108154,10.850848554439484,192.25577641645378
175.902022,0.32756661023365835,28.602909191936828,10.287913245675469,182.2821978775381
175.9306855,0.3275158181443956,28.596314043346297,12.766690310012905,226.20206161884397
175.9585785,0.3274663924709835,28.589897274699442,13.935593226820759,246.91355600620741
175.9867575,0.32741646107872696,28.583415807891836,14.884057361236904,263.71938772177657
176.0147575,0.32736684790831305,28.57697660174514,17.37129634263312,307.7897801402128
176.04296349999998,0.327316870764248,28.57049111641249,17.855570448112537,316.37120417900286
176.071322,0.32726662444487853,28.56397167187075,20.96754447951765,371.511318365524
176.099444,0.3272167981698499,28.557507689576397,22.66694019657071,401.623043706842
176.1279855,0.32716622963856107,28.550948392956084,24.738147967593655,438.32291302272245
176.1562905,0.3271160811154762,28.54444454967431,28.70363420096834,508.58685780637603
176.18422149999998,0.3270665961644866,28.538027716340707,31.65483207420714,560.8794136982823
176.2124465,0.32701659127968574,28.531544420525048,34.16043489851843,605.2769417271267
176.240912,0.3269661612552075,28.525006979677777,37.67781869293689,667.6021912533653
176.268977,0.32691644167512407,28.518562595526507,42.88047864147463,759.7887716538297
176.29670199999998,0.3268673253072486,28.512197331240216,46.56336688214471,825.0473095183719
176.3247395,0.3268176561950761,28.50576137831117,49.397847068541026,875.2734238274535
176.353163,0.3267673041482643,28.499237902384547,52.77687759642103,935.1487003344288
176.381541,0.32671703356592546,28.492725954137075,57.629251671102395,1021.1304360277437
176.409617,0.32666729879680007,28.486284370900545,62.35319435513615,1104.8369587424024
176.4373535,0.3266181662260221,28.479921717933617,67.5973566989553,1197.7617244899902
176.465468,0.32656836485681673,28.473473403235865,68.18748131515378,1208.2216487501796
176.4933535,0.3265189699058015,28.467078653852788,77.09791580884902,1366.1105307434711
176.521445,0.3264692108197474,28.460637711309907,74.3936296996187,1318.1966270584242
176.549662,0.3264192301879556,28.454169049305506,83.86206774766944,1485.9741876621663
176.5775665,0.32636980381475866,28.447773065307484,83.21214679030159,1474.4622686349005
176.605849,0.32631970862589527,28.441291491355507,87.8065874582783,1555.8771061952277
176.633784,0.3262702296441477,28.434890591622356,91.71940342539962,1625.2143635637833
176.66184850000002,0.32622052197478957,28.428461054107046,92.19014544140701,1633.5603201392084
176.6897795,0.32617105142637415,28.42206312929632,97.3541768904625,1725.069130640661
176.7175165,0.3261219251279637,28.415710655217346,97.22450982366979,1722.776373065398
176.74563849999998,0.32607211757693877,28.409271034509384,96.76013702604718,1714.5528118621655
176.773703,0.32602241249151753,28.402845610436824,98.78708441239732,1750.4745655788813
176.801882,0.32597250522859705,28.396395004140192,95.46432199486294,1691.6011792846734
176.8300915,0.32592254454807545,28.389938450232005,96.4626795772847,1709.2967217998487
176.8580915,0.3258729554829622,28.38353086754925,93.21213452476857,1651.702526544215
176.88604199999997,0.3258234546439337,28.377135624983985,91.04656470994792,1613.3336178322998
176.91392,0.32577408274566916,28.370757976268735,86.38577856561838,1530.7494345134269
176.9420535,0.3257242588907093,28.364322892571888,80.86142917125959,1432.8624995191087
176.9705835,0.3256737333738232,28.357798155668593,75.43845545003462,1336.7714356713227
176.99898000000002,0.3256234447958395,28.351304987277,74.86808023417467,1326.6682187726394
177.0268845,0.32557402800749075,28.344925326046187,74.53440748572471,1320.75927520152
177.05490350000002,0.3255244089174686,28.33852048844361,73.35813518857248,1299.9192983093085
