index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc
6001,106200.0,110.12435,107.180335,-1.276255,0.03240600000000016,
6002,106217.7,110.153571,107.197073,-1.280263,0.028475000000000028,
6003,106235.4,110.183798,107.213888,-1.286705,0.026607000000000047,
6004,106253.1,110.21311,107.230093,-1.293395,0.025445999999999858,
6005,106270.8,110.243506,107.246313,-1.300739,0.019780999999999826,
6006,106288.5,110.272986,107.262656,-1.308028,0.013213000000000141,
6007,106306.2,110.303503,107.279578,-1.31551,0.00452600000000003,
6008,106323.9,110.332312,107.296072,-1.323058,-0.0048719999999999875,
6009,106341.6,110.362051,107.312964,-1.330409,-0.017600999999999978,
6010,106359.3,110.3926,107.330008,-1.335165,-0.024200999999999917,
6011,106377.0,110.421835,107.346747,-1.340653,-0.028333000000000164,
6012,106394.7,110.452109,107.363791,-1.349944,-0.03850700000000007,
6013,106412.4,110.48194,107.380591,-1.358706,-0.03790399999999994,
6014,106430.1,110.511923,107.397879,-1.366372,-0.045493000000000006,
6015,106447.8,110.541266,107.414908,-1.372146,-0.04639300000000013,
6016,106465.5,110.571387,107.432577,-1.376813,-0.053234000000000004,
6017,106483.2,110.60079,107.449835,-1.378618,-0.054960999999999816,
6018,106500.9,110.630209,107.467368,-1.381425,-0.060580999999999996,
6019,106518.6,110.660239,107.485052,-1.38968,-0.07419500000000001,
6020,106536.3,110.690237,107.502234,-1.399757,-0.08516499999999994,
6021,106554.0,110.719504,107.520178,-1.408227,-0.09292399999999978,
6022,106571.7,110.749457,107.538321,-1.41551,-0.09821400000000002,
6023,106589.4,110.778738,107.555487,-1.421534,-0.09776600000000002,
6024,106607.1,110.808722,107.57366,-1.427081,-0.10068600000000005,
6025,106624.8,110.838782,107.591559,-1.427615,-0.10051200000000016,
6026,106642.5,110.867407,107.609137,-1.430506,-0.10300900000000013,
6027,106660.2,110.897498,107.626883,-1.436044,-0.10336800000000013,
6028,106677.9,110.926718,107.64556,-1.446034,-0.11457099999999998,
6029,106695.6,110.956534,107.663473,-1.456241,-0.12598199999999982,
6030,106713.3,110.986411,107.682028,-1.462492,-0.13663599999999998,
6031,106731.0,111.01586,107.700323,-1.469124,-0.14161,
6032,106748.7,111.045325,107.718024,-1.473536,-0.1516949999999999,
6033,106766.4,111.075095,107.7367,-1.474813,-0.15259,
6034,106784.1,111.103766,107.755087,-1.476263,-0.15173500000000018,
6035,106801.8,111.133246,107.773795,-1.481282,-0.1547719999999999,
6036,106819.5,111.163413,107.792197,-1.487558,-0.160026,
6037,106837.2,111.192709,107.810797,-1.494462,-0.16558399999999995,
6038,106854.9,111.22193,107.828925,-1.501128,-0.16644799999999993,
6039,106872.6,111.251578,107.84783,-1.507772,-0.17462,
6040,106890.3,111.280035,107.866583,-1.514163,-0.17553299999999994,
6041,106908.0,111.310568,107.885672,-1.51999,-0.1787479999999999,
6042,106925.7,111.339758,107.9047,-1.525753,-0.18604199999999982,
6043,106943.4,111.369406,107.923621,-1.531347,-0.19029600000000002,
6044,106961.1,111.399085,107.942221,-1.535532,-0.1944189999999999,
6045,106978.8,111.428275,107.962012,-1.542861,-0.20773600000000014,
6046,106996.5,111.457663,107.981039,-1.551301,-0.22088400000000008,
6047,107014.2,111.487189,108.00025,-1.558285,-0.22017299999999995,
6048,107031.9,111.516577,108.01943,-1.563478,-0.22021199999999985,
6049,107049.6,111.546362,108.039023,-1.568707,-0.2241090000000001,
6050,107067.3,111.576483,108.058295,-1.570077,-0.22351199999999993,
6051,107085.0,111.605673,108.077551,-1.57191,-0.22210599999999991,
6052,107102.7,111.635992,108.097067,-1.575169,-0.22404000000000002,
6053,107120.4,111.665411,108.116751,-1.585071,-0.237695,
6054,107138.1,111.69538,108.135977,-1.593767,-0.25236899999999984,
6055,107155.8,111.725363,108.155646,-1.600931,-0.2639170000000002,
6056,107173.5,111.754904,108.175269,-1.60576,-0.26360800000000006,
6057,107191.2,111.784338,108.195136,-1.610878,-0.262626,
6058,107208.9,111.813696,108.215399,-1.612218,-0.2582,
6059,107226.6,111.842658,108.235281,-1.613636,-0.255433,
6060,107244.3,111.872809,108.254599,-1.616962,-0.25934199999999996,
6061,107262.0,111.902197,108.274924,-1.624034,-0.266991,
6062,107279.7,111.932288,108.294531,-1.63272,-0.27657200000000004,
6063,107297.4,111.961432,108.314581,-1.639707,-0.286049,
