index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc
6001,101400.0,106.087485,106.28504,-0.475387,0.008601999999999999,
6002,101416.9,106.087515,106.284933,-0.478267,0.01438299999999998,
6003,101433.8,106.08779,106.284537,-0.486266,-9.999999999998899e-05,
6004,101450.7,106.087607,106.284766,-0.489144,-0.002970000000000028,
6005,101467.6,106.087851,106.284354,-0.487546,-0.0010539999999999994,
6006,101484.5,106.08811,106.284262,-0.488507,-0.0020070000000000365,
6007,101501.4,106.088538,106.283987,-0.488508,0.005110000000000003,
6008,101518.3,106.087836,106.283438,-0.48691,0.005479999999999985,
6009,101535.2,106.087759,106.28298,-0.481473,0.006906000000000023,
6010,101552.1,106.087836,106.283209,-0.474754,0.02414299999999997,
6011,101569.0,106.087958,106.283179,-0.485631,0.008328000000000002,
6012,101585.9,106.0884,106.282721,-0.479555,0.011012999999999995,
6013,101602.8,106.088248,106.282736,-0.493311,0.001900999999999986,
6014,101619.7,106.088217,106.282202,-0.482116,0.018357999999999985,
6015,101636.6,106.08808,106.281805,-0.489476,0.005442999999999976,
6016,101653.5,106.088614,106.281912,-0.490115,-0.006626000000000021,
6017,101670.4,106.088538,106.282111,-0.482756,0.0016700000000000048,
6018,101687.3,106.088553,106.281805,-0.485956,0.007749000000000006,
6019,101704.2,106.088843,106.282141,-0.493953,-0.003328999999999971,
6020,101721.1,106.089514,106.281622,-0.490756,0.011004999999999987,
6021,101738.0,106.089484,106.281454,-0.508672,-0.008446999999999982,
6022,101754.9,106.089514,106.280692,-0.498118,-4.999999999999449e-05,
6023,101771.8,106.090048,106.280493,-0.502917,-0.009787999999999963,
6024,101788.7,106.08985,106.280707,-0.496198,-0.0067709999999999715,
6025,101805.6,106.090231,106.281104,-0.486919,0.001589000000000007,
6026,101822.5,106.090857,106.280325,-0.487242,-0.003983000000000014,
6027,101839.4,106.091193,106.280478,-0.49236,0.0011109999999999731,
6028,101856.3,106.09104,106.280737,-0.502596,-0.0041700000000000625,
6029,101873.2,106.091971,106.280051,-0.501959,-0.0019780000000000353,
6030,101890.1,106.092658,106.279807,-0.513157,-0.01904499999999998,
6031,101907.0,106.092581,106.279959,-0.50036,-0.0043840000000000545,
6032,101923.9,106.093146,106.27973,-0.500681,-0.011500000000000066,
6033,101940.8,106.093146,106.279883,-0.490443,-0.005893000000000037,
6034,101957.7,106.093619,106.279517,-0.492683,-0.00781499999999996,
6035,101974.6,106.094382,106.278967,-0.491406,-3.500000000000725e-05,
6036,101991.5,106.094183,106.279181,-0.502922,-0.01649299999999998,
6037,102008.4,106.094443,106.278815,-0.499405,-0.016986,
6038,102025.3,106.09484,106.278616,-0.507404,-0.02126599999999995,
6039,102042.2,106.095373,106.278586,-0.516042,-0.031133000000000022,
6040,102059.1,106.095557,106.278708,-0.514761,-0.02551500000000001,
6041,102076.0,106.095984,106.278418,-0.504525,-0.011558999999999986,
6042,102092.9,106.095801,106.278342,-0.497807,-0.008545000000000025,
6043,102109.8,106.096152,106.278265,-0.499407,-0.002713999999999994,
6044,102126.7,106.096487,106.27822,-0.500047,-0.001800999999999997,
6045,102143.6,106.097189,106.277853,-0.502608,-0.007138000000000033,
6046,102160.5,106.097327,106.277548,-0.502289,-0.00897500000000001,
6047,102177.4,106.097067,106.277701,-0.511246,-0.008952999999999989,
6048,102194.3,106.097723,106.277213,-0.505489,-0.0013329999999999176,
6049,102211.2,106.098105,106.277197,-0.50517,-0.01275900000000002,
6050,102228.1,106.098379,106.277335,-0.50197,-0.024706000000000006,
6051,102245.0,106.098593,106.277106,-0.50485,-0.017681000000000002,
6052,102261.9,106.098105,106.277396,-0.503889,-0.007743000000000055,
6053,102278.8,106.098502,106.276572,-0.504852,-0.002821999999999991,
6054,102295.7,106.098792,106.277014,-0.519247,-0.017827000000000037,
6055,102312.6,106.099249,106.276312,-0.517011,-0.01960299999999998,
6056,102329.5,106.099539,106.276923,-0.524047,-0.03374400000000005,
6057,102346.4,106.099814,106.276267,-0.527569,-0.03756999999999994,
6058,102363.3,106.101141,106.276282,-0.52053,-0.03268600000000005,
6059,102380.2,106.101416,106.276251,-0.51957,-0.028624999999999956,
6060,102397.1,106.101523,106.276038,-0.507094,-0.02078300000000005,
6061,102414.0,106.101981,106.276007,-0.509653,-0.020550000000000013,
6062,102430.9,106.102469,106.276129,-0.520211,-0.02645799999999998,
6063,102447.8,106.102744,106.276373,-0.51829,-0.01617600000000008,
6064,102464.7,106.103567,106.275763,-0.53269,-0.03149599999999997,
6065,102481.6,106.103995,106.275946,-0.52661,-0.033762000000000014,
6066,102498.5,106.104804,106.275763,-0.53269,-0.046947000000000016,
6067,102515.4,106.105277,106.275595,-0.53205,-0.047541,
6068,102532.3,106.106009,106.275732,-0.516053,-0.027820999999999985,
6069,102549.2,106.106345,106.275931,-0.518292,-0.022936999999999985,
6070,102566.1,106.107092,106.275458,-0.517654,-0.02383699999999994,
6071,102583.0,106.10813,106.275381,-0.519894,-0.022046999999999983,
6072,102599.9,106.108206,106.275763,-0.513493,-0.01656599999999997,
6073,102616.8,106.109122,106.275427,-0.521173,-0.022382999999999986,
6074,102633.7,106.109412,106.275412,-0.527572,-0.02877200000000002,
6075,102650.6,106.110175,106.275473,-0.525332,-0.023738000000000037,
6076,102667.5,106.111243,106.275458,-0.522453,-0.029207999999999956,
6077,102684.4,106.11167,106.275473,-0.527252,-0.03152300000000008,
6078,102701.3,106.111777,106.27529,-0.53813,-0.04610500000000001,
6079,102718.2,106.112646,106.274863,-0.534613,-0.042271,
6080,102735.1,106.113028,106.275244,-0.54229,-0.0378710000000001,
6081,102752.0,106.114325,106.275885,-0.545806,-0.04818800000000001,
6082,102768.9,106.115012,106.275397,-0.550287,-0.06008899999999995,
6083,102785.8,106.115729,106.274649,-0.543252,-0.05923499999999998,
6084,102802.7,106.116492,106.275,-0.534932,-0.04997699999999994,
6085,102819.6,106.116995,106.274878,-0.536852,-0.03889300000000001,
6086,102836.5,106.117239,106.274924,-0.531413,-0.034375000000000044,
6087,102853.4,106.117865,106.275381,-0.546448,-0.04444900000000007,
6088,102870.3,106.118628,106.27532,-0.544209,-0.04591600000000007,
6089,102887.2,106.118948,106.275,-0.551249,-0.05604199999999998,
6090,102904.1,106.119635,106.274908,-0.55029,-0.054766999999999955,
6091,102921.0,106.120184,106.275244,-0.543889,-0.045571999999999946,
6092,102937.9,106.120352,106.275,-0.549009,-0.05532699999999996,
6093,102954.8,106.121756,106.275427,-0.543889,-0.06289099999999997,
6094,102971.7,106.122122,106.275244,-0.530132,-0.043552000000000035,
6095,102988.6,106.121695,106.275214,-0.544849,-0.048667000000000016,
6096,103005.5,106.122717,106.275015,-0.540371,-0.04665600000000003,
