index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc
6001,101400.0,108.713583,109.127554,-0.146204,0.337785,
6002,101416.9,108.712805,109.125952,-0.139945,0.35270499999999994,
6003,101433.8,108.71105,109.124487,-0.14339,0.34277599999999997,
6004,101450.7,108.709692,109.123801,-0.150279,0.335895,
6005,101467.6,108.708472,109.122397,-0.149341,0.337151,
6006,101484.5,108.706793,109.120764,-0.151847,0.334653,
6007,101501.4,108.705649,109.119498,-0.15498,0.338638,
6008,101518.3,108.704962,109.118399,-0.149345,0.343045,
6009,101535.2,108.703635,109.116736,-0.14152,0.34685900000000003,
6010,101552.1,108.702597,109.11582,-0.141834,0.357063,
6011,101569.0,108.701209,109.113913,-0.141836,0.35212299999999996,
6012,101585.9,108.700125,109.113028,-0.137453,0.353115,
6013,101602.8,108.698752,109.112021,-0.139646,0.355566,
6014,101619.7,108.697592,109.110403,-0.142779,0.357695,
6015,101636.6,108.696707,109.109259,-0.145911,0.349008,
6016,101653.5,108.695776,109.107596,-0.144661,0.338828,
6017,101670.4,108.694968,109.106558,-0.152177,0.332249,
6018,101687.3,108.693823,109.104987,-0.1503,0.343405,
6019,101704.2,108.693015,109.103888,-0.149361,0.341263,
6020,101721.1,108.69184,109.10224,-0.151868,0.349893,
6021,101738.0,108.691061,109.101294,-0.142475,0.35775,
6022,101754.9,108.689993,109.100073,-0.14279,0.355278,
6023,101771.8,108.68952,109.098105,-0.135903,0.357226,
6024,101788.7,108.688742,109.096991,-0.142793,0.346634,
6025,101805.6,108.68743,109.095862,-0.146239,0.342269,
6026,101822.5,108.686331,109.094611,-0.143109,0.34015,
6027,101839.4,108.685492,109.093863,-0.145928,0.347543,
6028,101856.3,108.684439,109.092429,-0.14593,0.352496,
6029,101873.2,108.683813,109.091208,-0.144991,0.35499,
6030,101890.1,108.683112,109.08988,-0.145932,0.34818,
6031,101907.0,108.681937,109.087698,-0.147814,0.34816199999999997,
6032,101923.9,108.681021,109.086707,-0.15032,0.33886099999999997,
6033,101940.8,108.68064,109.085501,-0.152201,0.332349,
6034,101957.7,108.680121,109.084494,-0.151262,0.333606,
6035,101974.6,108.679266,109.083319,-0.156587,0.33478399999999997,
6036,101991.5,108.679114,109.081808,-0.151265,0.335164,
6037,102008.4,108.677542,109.080588,-0.150014,0.33240499999999995,
6038,102025.3,108.676993,109.079398,-0.143438,0.3427,
6039,102042.2,108.677008,109.07836,-0.145632,0.33927699999999994,
6040,102059.1,108.675421,109.076331,-0.146573,0.342673,
6041,102076.0,108.675375,109.074911,-0.153152,0.339814,
6042,102092.9,108.674094,109.074438,-0.154719,0.334543,
6043,102109.8,108.673911,109.072897,-0.159418,0.337275,
6044,102126.7,108.672934,109.071768,-0.159107,0.339139,
6045,102143.6,108.672064,109.069907,-0.158482,0.336988,
6046,102160.5,108.671317,109.069556,-0.15629,0.337024,
6047,102177.4,108.670462,109.067923,-0.148775,0.353518,
6048,102194.3,108.669516,109.066565,-0.150969,0.35318700000000003,
6049,102211.2,108.669073,109.065405,-0.155669,0.336742,
6050,102228.1,108.668188,109.06391,-0.159742,0.317522,
6051,102245.0,108.666846,109.062598,-0.159117,0.328052,
6052,102261.9,108.66532,109.061072,-0.163191,0.332955,
6053,102278.8,108.664374,109.060553,-0.165071,0.336959,
6054,102295.7,108.663092,109.059637,-0.162253,0.339167,
6055,102312.6,108.661566,109.058081,-0.154738,0.34267000000000003,
6056,102329.5,108.660269,109.056647,-0.150667,0.339636,
6057,102346.4,108.659018,109.05535,-0.154114,0.335885,
6058,102363.3,108.657782,109.054388,-0.156308,0.331536,
6059,102380.2,108.656088,109.05329,-0.161008,0.32993700000000004,
6060,102397.1,108.654791,109.051566,-0.163829,0.322482,
6061,102414.0,108.652991,109.050589,-0.16759,0.32151300000000005,
6062,102430.9,108.651175,109.049673,-0.171036,0.32271700000000003,
6063,102447.8,108.649878,109.048392,-0.169472,0.33264199999999994,
6064,102464.7,108.648154,109.046759,-0.167594,0.3336,
6065,102481.6,108.645987,109.04595,-0.162583,0.33026500000000003,
6066,102498.5,108.643942,109.044516,-0.163211,0.322532,
6067,102515.4,108.642142,109.042838,-0.156635,0.327874,
6068,102532.3,108.640448,109.041556,-0.160396,0.327836,
6069,102549.2,108.637869,109.040579,-0.159457,0.33589800000000003,
6070,102566.1,108.63587,109.039359,-0.161025,0.332792,
6071,102583.0,108.634299,109.038016,-0.163219,0.334628,
6072,102599.9,108.631338,109.036856,-0.16698,0.329947,
6073,102616.8,108.629355,109.035254,-0.163849,0.33494100000000004,
6074,102633.7,108.627463,109.034277,-0.166357,0.33244300000000004,
6075,102650.6,108.625357,109.032919,-0.164479,0.337115,
6076,102667.5,108.6229,109.031409,-0.16542,0.327825,
6077,102684.4,108.620993,109.031134,-0.161975,0.333754,
6078,102701.3,108.619345,109.029242,-0.163857,0.328168,
6079,102718.2,108.617087,109.027823,-0.163858,0.328484,
6080,102735.1,108.614966,109.026617,-0.164486,0.33993299999999993,
6081,102752.0,108.612982,109.025168,-0.164488,0.33313000000000004,
6082,102768.9,108.611197,109.023962,-0.15697,0.333228,
6083,102785.8,108.60961,109.022696,-0.161671,0.32234599999999997,
6084,102802.7,108.607565,109.021429,-0.158853,0.326102,
6085,102819.6,108.605841,109.019522,-0.165435,0.332524,
6086,102836.5,108.604666,109.018957,-0.165749,0.33128899999999994,
6087,102853.4,108.60282,109.01763,-0.166378,0.33562099999999995,
6088,102870.3,108.601416,109.016135,-0.165439,0.332854,
6089,102887.2,108.600058,109.014822,-0.161054,0.33415300000000003,
6090,102904.1,108.598746,109.013342,-0.156356,0.339167,
6091,102921.0,108.597144,109.012045,-0.152911,0.345406,
6092,102937.9,108.595602,109.010733,-0.146019,0.347663,
6093,102954.8,108.595068,109.009207,-0.152914,0.328084,
6094,102971.7,108.59368,109.007636,-0.156363,0.330217,
6095,102988.6,108.592459,109.006338,-0.154797,0.34138500000000005,
6096,103005.5,108.591406,109.004981,-0.159186,0.334529,
6097,103022.4,108.590155,109.003912,-0.161694,0.337911,
6098,103039.3,108.588904,109.002081,-0.154176,0.34667400000000004,
6099,103056.2,108.587866,109.000754,-0.151357,0.346715,
6100,103073.1,108.587195,108.999777,-0.149164,0.33622399999999997,
6101,103090.0,108.585623,108.998801,-0.146658,0.345238,
6102,103106.9,108.584341,108.997763,-0.148226,0.346155,
6103,103123.8,108.583121,108.996191,-0.151049,0.340864,
6104,103140.7,108.58219,108.99433,-0.154811,0.33153599999999994,
6105,103157.6,108.580908,108.993369,-0.154186,0.335574,
6106,103174.5,108.579962,108.99195,-0.151994,0.339321,
6107,103191.4,108.579108,108.990622,-0.151055,0.344914,
6108,103208.3,108.577246,108.989172,-0.144789,0.353975,
6109,103225.2,108.576086,108.987845,-0.145417,0.35706799999999994,
6110,103242.1,108.575323,108.986426,-0.144792,0.353676,
6111,103259.0,108.57421,108.985373,-0.142286,0.353406,
6112,103275.9,108.572241,108.984198,-0.145421,0.35616000000000003,
6113,103292.8,108.570578,108.983267,-0.146049,0.35739699999999996,
6114,103309.7,108.569678,108.981375,-0.14417,0.354023,
6115,103326.6,108.568152,108.980277,-0.145112,0.35463600000000006,
6116,103343.5,108.566916,108.978796,-0.147934,0.343462,
6117,103360.4,108.565451,108.977164,-0.148563,0.334172,
