index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc
6001,101400.0,104.365561,104.126456,-1.186987,-0.702998,
6002,101416.9,104.36756,104.128058,-1.185995,-0.6933449999999999,
6003,101433.8,104.370001,104.129996,-1.187929,-0.701763,
6004,101450.7,104.371603,104.13204,-1.187259,-0.7010850000000001,
6005,101467.6,104.373694,104.134299,-1.192769,-0.706277,
6006,101484.5,104.37644,104.13645,-1.19893,-0.7124300000000001,
6007,101501.4,104.378516,104.138373,-1.201515,-0.7078970000000001,
6008,101518.3,104.38082,104.140616,-1.201819,-0.709429,
6009,101535.2,104.382529,104.142767,-1.202449,-0.7140700000000001,
6010,101552.1,104.384268,104.144171,-1.192025,-0.693128,
6011,101569.0,104.386893,104.146872,-1.197529,-0.70357,
6012,101585.9,104.388922,104.148642,-1.195886,-0.705318,
6013,101602.8,104.391242,104.150732,-1.190336,-0.6951240000000001,
6014,101619.7,104.393301,104.152808,-1.188039,-0.6875650000000001,
6015,101636.6,104.395651,104.154273,-1.194531,-0.699612,
6016,101653.5,104.397833,104.156958,-1.201012,-0.7175229999999999,
6017,101670.4,104.399695,104.158682,-1.203272,-0.7188459999999999,
6018,101687.3,104.401892,104.161704,-1.205195,-0.71149,
6019,101704.2,104.403754,104.162909,-1.204208,-0.713584,
6020,101721.1,104.406287,104.165884,-1.204179,-0.7024180000000001,
6021,101738.0,104.408057,104.167166,-1.197987,-0.6977619999999999,
6022,101754.9,104.410147,104.169241,-1.199268,-0.7012,
6023,101771.8,104.412436,104.171851,-1.195665,-0.702536,
6024,101788.7,104.414755,104.17356,-1.197275,-0.707848,
6025,101805.6,104.416968,104.175482,-1.19498,-0.706472,
6026,101822.5,104.418738,104.177527,-1.199514,-0.716255,
6027,101839.4,104.42066,104.179877,-1.198516,-0.7050449999999999,
6028,101856.3,104.422934,104.182089,-1.203373,-0.704947,
6029,101873.2,104.425269,104.18392,-1.201079,-0.701098,
6030,101890.1,104.427161,104.185782,-1.19911,-0.7049979999999999,
6031,101907.0,104.429114,104.188055,-1.199413,-0.7034370000000001,
6032,101923.9,104.431433,104.189673,-1.20265,-0.713469,
6033,101940.8,104.433585,104.191519,-1.207185,-0.7226349999999999,
6034,101957.7,104.435767,104.194174,-1.210087,-0.7252189999999998,
6035,101974.6,104.438071,104.196631,-1.208762,-0.7173909999999999,
6036,101991.5,104.440192,104.197943,-1.210701,-0.724272,
6037,102008.4,104.442206,104.200568,-1.203847,-0.721428,
6038,102025.3,104.44483,104.202338,-1.199277,-0.713139,
6039,102042.2,104.446387,104.20455,-1.19763,-0.7127209999999999,
6040,102059.1,104.448248,104.206519,-1.201188,-0.7119419999999999,
6041,102076.0,104.451315,104.208579,-1.209948,-0.716982,
6042,102092.9,104.453009,104.21044,-1.20863,-0.7193680000000001,
6043,102109.8,104.45513,104.212332,-1.209262,-0.712569,
6044,102126.7,104.457281,104.214621,-1.211191,-0.7129449999999999,
6045,102143.6,104.458914,104.216818,-1.205967,-0.7104969999999999,
6046,102160.5,104.461859,104.218481,-1.200099,-0.706785,
6047,102177.4,104.463934,104.220999,-1.201375,-0.6990820000000001,
6048,102194.3,104.465689,104.222922,-1.200706,-0.69655,
6049,102211.2,104.467871,104.225119,-1.20036,-0.7079490000000002,
6050,102228.1,104.469763,104.227087,-1.200341,-0.7230770000000001,
6051,102245.0,104.472128,104.229422,-1.203895,-0.716726,
6052,102261.9,104.474341,104.231497,-1.204851,-0.7087049999999999,
6053,102278.8,104.476065,104.233252,-1.205484,-0.703454,
6054,102295.7,104.478232,104.234961,-1.207744,-0.706324,
6055,102312.6,104.480414,104.237173,-1.202196,-0.704788,
6056,102329.5,104.481833,104.239981,-1.207695,-0.717392,
6057,102346.4,104.48403,104.241507,-1.210281,-0.7202819999999999,
6058,102363.3,104.486334,104.243567,-1.207011,-0.7191670000000001,
6059,102380.2,104.487707,104.245367,-1.207644,-0.716699,
6060,102397.1,104.489706,104.247687,-1.207621,-0.7213100000000001,
6061,102414.0,104.49195,104.249533,-1.214105,-0.7250019999999999,
6062,102430.9,104.493933,104.25141,-1.215062,-0.7213090000000001,
6063,102447.8,104.495825,104.253699,-1.217315,-0.715201,
6064,102464.7,104.497488,104.256369,-1.217289,-0.716095,
6065,102481.6,104.499838,104.257666,-1.214351,-0.721503,
6066,102498.5,104.501883,104.260245,-1.209126,-0.7233829999999999,
6067,102515.4,104.503943,104.261755,-1.211062,-0.726553,
6068,102532.3,104.506262,104.263525,-1.204544,-0.7163120000000001,
6069,102549.2,104.50788,104.266165,-1.205494,-0.7101390000000001,
6070,102566.1,104.509406,104.268561,-1.206446,-0.712629,
6071,102583.0,104.51116,104.270377,-1.205453,-0.7076060000000002,
6072,102599.9,104.513663,104.272452,-1.202834,-0.705907,
6073,102616.8,104.515784,104.274298,-1.205741,-0.7069509999999999,
6074,102633.7,104.517981,104.27645,-1.202795,-0.703995,
6075,102650.6,104.520071,104.278799,-1.206673,-0.7050790000000001,
6076,102667.5,104.521277,104.280554,-1.206331,-0.7130860000000001,
6077,102684.4,104.522955,104.283286,-1.210854,-0.7151250000000001,
6078,102701.3,104.525214,104.285086,-1.214087,-0.722062,
6079,102718.2,104.527274,104.287024,-1.221217,-0.7288749999999999,
6080,102735.1,104.529547,104.288626,-1.218602,-0.714183,
6081,102752.0,104.531577,104.290793,-1.220206,-0.7225879999999999,
6082,102768.9,104.533225,104.292975,-1.212711,-0.7225130000000001,
6083,102785.8,104.535376,104.294684,-1.204896,-0.720879,
6084,102802.7,104.537192,104.296835,-1.20585,-0.7208950000000001,
6085,102819.6,104.539404,104.298758,-1.206481,-0.7085219999999999,
6086,102836.5,104.541159,104.300726,-1.214586,-0.717548,
6087,102853.4,104.542929,104.303015,-1.212939,-0.71094,
6088,102870.3,104.545081,104.305228,-1.211618,-0.7133250000000001,
6089,102887.2,104.546408,104.307242,-1.215498,-0.720291,
6090,102904.1,104.548819,104.309851,-1.209624,-0.7141010000000001,
6091,102921.0,104.55094,104.311514,-1.206684,-0.7083670000000001,
6092,102937.9,104.552206,104.313132,-1.201795,-0.708113,
6093,102954.8,104.554541,104.315405,-1.1969,-0.715902,
6094,102971.7,104.556204,104.317404,-1.205653,-0.7190730000000001,
6095,102988.6,104.557669,104.31951,-1.208232,-0.71205,
6096,103005.5,104.559317,104.321982,-1.210807,-0.717092,
6097,103022.4,104.560828,104.323691,-1.21144,-0.711835,
6098,103039.3,104.562903,104.325629,-1.208823,-0.707973,
6099,103056.2,104.564887,104.327917,-1.207826,-0.709754,
6100,103073.1,104.567511,104.329611,-1.201962,-0.716574,
6101,103090.0,104.571005,104.331885,-1.203565,-0.711669,
6102,103106.9,104.57572,104.333868,-1.201272,-0.7068909999999999,
6103,103123.8,104.581793,104.33573,-1.204503,-0.7125900000000001,
6104,103140.7,104.589316,104.337531,-1.201887,-0.71554,
6105,103157.6,104.599646,104.34014,-1.20576,-0.716,
6106,103174.5,104.611487,104.342444,-1.204439,-0.7131240000000001,
6107,103191.4,104.626196,104.344214,-1.207345,-0.7113759999999999,
6108,103208.3,104.643744,104.346365,-1.214145,-0.715381,
6109,103225.2,104.66387,104.348898,-1.21607,-0.713585,
6110,103242.1,104.687338,104.351034,-1.220921,-0.7224529999999999,
6111,103259.0,104.712836,104.353476,-1.222197,-0.726505,
6112,103275.9,104.741766,104.356314,-1.22834,-0.7267589999999999,
6113,103292.8,104.772711,104.358893,-1.237733,-0.734287,
6114,103309.7,104.806631,104.3617,-1.242253,-0.74406,
6115,103326.6,104.84281,104.364691,-1.254239,-0.754491,
6116,103343.5,104.881445,104.36756,-1.267851,-0.7764550000000001,
6117,103360.4,104.921652,104.370642,-1.276588,-0.793853,
6118,103377.3,104.963522,104.373969,-1.286621,-0.799544,
6119,103394.2,105.007422,104.377493,-1.306394,-0.811261,
6120,103411.1,105.052405,104.381186,-1.321293,-0.824601,
6121,103428.0,105.097769,104.38529,-1.336836,-0.8389009999999999,
6122,103444.9,105.144278,104.389365,-1.358223,-0.851607,
6123,103461.8,105.191763,104.393317,-1.38448,-0.8868389999999999,
6124,103478.7,105.239203,104.397879,-1.41495,-0.921943,
6125,103495.6,105.287146,104.40293,-1.438269,-0.9529970000000001,
6126,103512.5,105.335196,104.408041,-1.46678,-0.973448,
6127,103529.4,105.382758,104.412802,-1.500487,-1.013958,
6128,103546.3,105.430136,104.417822,-1.523151,-1.030113,
6129,103563.2,105.477957,104.424048,-1.551317,-1.048358,
6130,103580.1,105.523795,104.429175,-1.581766,-1.078491,
6131,103597.0,105.570502,104.435614,-1.61674,-1.121822,
