T(K),Fc,X,m(mol/kg),cp(J/gK),cpm(J/molK)
181.48898150000002,0.553029534317072,0.31766808641743394,27.336175479543662,3.194908021891578,56.63998995708673
181.518801,0.5529555667583762,0.31761516056888667,27.329501227134646,3.115259867111034,55.22813947404445
181.54873500000002,0.5528805598174569,0.31756202941910605,27.32280212632746,3.1428160243125394,55.716832837979815
181.5785165,0.5528059647062142,0.31750916686543995,27.31613792690264,3.1636270048481627,56.08594734201467
181.608004,0.5527316643440775,0.31745682410280235,27.309540272837072,3.247971328400191,57.58140835820542
181.637663,0.5526584845975421,0.3174041748267839,27.3029050043919,3.1015649210983245,54.98602055068385
181.667719,0.5525832709526273,0.3173508186634548,27.296181692741754,3.1035493890377053,55.021371347167964
181.6975155,0.5525080489730462,0.31729792101684223,27.289517195341563,3.193773155150594,56.62107880167918
181.7270225,0.5524340783902848,0.3172455351890198,27.282918198993396,3.1995507351393906,56.7236783845504
181.7565865,0.5523602507064077,0.3171930460236263,27.276307200867976,3.159172536075634,56.007997326834214
181.7866235,0.552285939493052,0.31713971486249004,27.269591194491262,3.021372108993039,53.56514062354677
181.8165575,0.5522096849661832,0.3170865643451217,27.262898980259706,3.1961226830299867,56.66342285459109
181.84628149999998,0.5521358341797387,0.31703378447826647,27.256254465608226,3.0952295630020754,54.87487573971662
181.8762805,0.5520605759082141,0.31698051404058253,27.249549233725453,3.0911170311747997,54.8021335146231
181.9058445,0.551985289114816,0.3169280138096837,27.242941972218343,3.244758786795509,57.52620833059588
181.93520999999998,0.5519121583806256,0.31687586386090993,27.23637979986977,3.1522528787767796,55.88634248769228
181.9648575,0.5518378125157262,0.3168232108529045,27.22975534256909,3.132337915511495,55.53343830291933
181.9947225,0.5517632100883207,0.3167701692621084,27.223083028678,3.067709535755956,54.38780349486496
182.0245995,0.551687714788915,0.3167171040227982,27.216408776549656,3.122456348291147,55.358585842122956
182.0542095,0.5516129954487317,0.316664510687103,27.20979490065406,3.159444191657551,56.01451970625291
182.0838265,0.5515387862675151,0.3166119025902509,27.2031801869012,3.1141695600582167,55.212002651763406
182.113417,0.5514639754200805,0.31655933922400353,27.196572114422068,3.1584107008551725,55.99653612392028
182.14319849999998,0.5513898437186868,0.3165064341945091,27.189922115605153,3.031355863175354,53.74410162046016
182.173342,0.5513140143355538,0.3164528836475041,27.18319202553776,3.016214987531354,53.4758281159159
182.20309650000002,0.5512380021212029,0.31640002173685705,27.176549515619012,3.167506536025677,56.15831491553085
182.2328015,0.5511640753738473,0.3163472453435195,27.169918776357754,3.0351078049980544,53.81111496238032
182.262621,0.5510882549796304,0.316294263067191,27.163263199969787,3.1299011603072615,55.4919285445972
182.29197499999998,0.5510136943975477,0.31624210545954684,27.156712225055497,3.2126872312880366,56.959864558753466
182.321459,0.5509401654209168,0.31618971443304755,27.15013293889457,3.0893023380895093,54.77245726237953
182.35143900000003,0.5508648923898978,0.3161364395370481,27.143443689783396,3.0312484376059,53.743343025667336
182.3811745,0.5507888026331543,0.31608359660305974,27.13680970775503,3.1735195780892616,56.26594923208665
182.4108795,0.5507147070098409,0.3160308053506281,27.130183237477013,3.037579028119919,53.85591081795507
182.44068,0.550638713243894,0.3159778418301615,27.123536171592246,3.1335051699947973,55.55683935512213
182.4702325,0.5505640780768415,0.3159253165373408,27.116945121009156,3.1266663693192127,55.435755680851
182.49988,0.5504892804671598,0.31587261984307685,27.1103335794383,3.1089041087415668,55.12099842307307
182.52954699999998,0.5504141076870093,0.31581988591348636,27.103718385715602,3.1301235784131936,55.49738916003097
182.55943150000002,0.5503391541222437,0.31576676275089893,27.097055395748015,3.032139157571187,53.760280634705914
182.5890335,0.55026282224054,0.315714139155842,27.09045608418906,3.229659070331275,57.262511882797135
182.6187575,0.5501892419511731,0.3156612960522587,27.083830266250146,2.984105700123013,52.908961836854665
182.6488705,0.5501122332563181,0.3156077586850582,27.07711844037973,3.082111146452143,54.64679222115854
182.678671,0.550036624013941,0.31555477421208156,27.070476963059075,3.095077812216814,54.87686281673638
182.708426,0.5499611402108038,0.31550186794694823,27.06384631481416,3.099903308143118,54.96258820587701
182.7380475,0.54988570333855,0.3154491963675214,27.057246097416478,3.1408591231075,55.688921054946135
182.76753100000002,0.5498108388145538,0.3153967674966261,27.050677302154444,3.150319617676953,55.85682887639886
182.797255,0.5497360445744418,0.3153439082388991,27.04405560233201,3.0621321168116737,54.293383350456686
182.827113,0.5496599008531222,0.3152908079195264,27.037404734012476,3.110762961999656,55.15580530256012
182.85691350000002,0.5495843676932293,0.3152378070808512,27.030767354344945,3.088413186213144,54.75969682360327
182.88682799999998,0.5495084569837044,0.3151846006822713,27.024105265458296,3.0762452871039834,54.544118820509524
182.91686449999997,0.5494322852527396,0.31513117444520466,27.017416691675624,3.053871532344895,54.147582207850775
182.94669549999998,0.5493556944634943,0.31507811089295895,27.010774556239266,3.1601516382360897,56.03218474397658
182.97641199999998,0.5492805088391937,0.31502524818377375,27.00415858424372,3.1014137841744027,54.990880000357194
183.0064185,0.5492044412305355,0.3149718667108645,26.99747872313802,3.059123372106047,54.24119948892653
183.0362,0.5491277198197356,0.3149188826322133,26.990849619136256,3.185820773821028,56.48783874969783
183.0657445,0.5490527388838004,0.3148663173478784,26.984273925778325,3.1452977727879405,55.76949371238428
183.09561,0.548977165647738,0.3148131780415718,26.97762745023264,3.0708117045320966,54.448942790283255
183.12553300000002,0.5489004894303785,0.31475993348407344,26.97096884415447,3.1247318635225554,55.405177811703375
