index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc
6001,101400.0,103.461188,103.267294,-1.174872,-0.6908829999999999,
6002,101416.9,103.463294,103.268698,-1.170927,-0.678277,
6003,101433.8,103.464774,103.27056,-1.17353,-0.687364,
6004,101450.7,103.467093,103.272803,-1.17744,-0.691266,
6005,101467.6,103.468695,103.27442,-1.178735,-0.6922430000000002,
6006,101484.5,103.470236,103.275702,-1.175775,-0.6892750000000001,
6007,101501.4,103.472296,103.278281,-1.179354,-0.685736,
6008,101518.3,103.4746,103.279746,-1.177047,-0.684657,
6009,101535.2,103.475455,103.281882,-1.170147,-0.681768,
6010,101552.1,103.477255,103.283865,-1.159973,-0.661076,
6011,101569.0,103.478812,103.284796,-1.164879,-0.67092,
6012,101585.9,103.480505,103.287451,-1.165836,-0.6752680000000001,
6013,101602.8,103.482443,103.289145,-1.170734,-0.675522,
6014,101619.7,103.484137,103.291373,-1.171041,-0.670567,
6015,101636.6,103.485327,103.2927,-1.174304,-0.679385,
6016,101653.5,103.486395,103.294898,-1.176248,-0.6927589999999999,
6017,101670.4,103.487448,103.296439,-1.182457,-0.6980310000000001,
6018,101687.3,103.488318,103.298621,-1.17261,-0.6789049999999999,
6019,101704.2,103.490164,103.300604,-1.167678,-0.677054,
6020,101721.1,103.490698,103.302023,-1.157184,-0.655423,
6021,101738.0,103.491904,103.303763,-1.159788,-0.659563,
6022,101754.9,103.492011,103.305853,-1.164681,-0.6666130000000001,
6023,101771.8,103.492697,103.307669,-1.169904,-0.6767750000000001,
6024,101788.7,103.493491,103.309729,-1.168247,-0.67882,
6025,101805.6,103.494284,103.311011,-1.169873,-0.681365,
6026,101822.5,103.494299,103.312827,-1.171493,-0.6882339999999999,
6027,101839.4,103.494544,103.314429,-1.173116,-0.679645,
6028,101856.3,103.494955,103.31655,-1.162943,-0.664517,
6029,101873.2,103.495108,103.317801,-1.161294,-0.661313,
6030,101890.1,103.49494,103.320075,-1.154395,-0.6602830000000001,
6031,101907.0,103.494894,103.321799,-1.160602,-0.6646259999999999,
6032,101923.9,103.494421,103.323416,-1.159277,-0.6700959999999999,
6033,101940.8,103.493842,103.325369,-1.16548,-0.68093,
6034,101957.7,103.494223,103.326559,-1.166779,-0.6819109999999999,
6035,101974.6,103.493475,103.327979,-1.162181,-0.6708099999999999,
6036,101991.5,103.493063,103.330084,-1.159869,-0.67344,
6037,102008.4,103.491873,103.331473,-1.152652,-0.6702330000000001,
6038,102025.3,103.491354,103.333456,-1.145102,-0.6589640000000001,
6039,102042.2,103.490271,103.334982,-1.139522,-0.6546129999999999,
6040,102059.1,103.489554,103.336234,-1.14082,-0.6515739999999999,
6041,102076.0,103.488898,103.338126,-1.135236,-0.6422699999999999,
6042,102092.9,103.487387,103.340048,-1.136528,-0.647266,
6043,102109.8,103.486762,103.341666,-1.137168,-0.6404749999999999,
6044,102126.7,103.48548,103.343268,-1.137809,-0.6395630000000001,
6045,102143.6,103.484534,103.344458,-1.134851,-0.639381,
6046,102160.5,103.483633,103.346274,-1.129596,-0.636282,
6047,102177.4,103.482138,103.34754,-1.130566,-0.628273,
6048,102194.3,103.480887,103.34928,-1.128586,-0.62443,
