T(K),Fc,X,m(mol/kg),cp(J/gK),cpm(J/molK),,
183.572775,0.936303518,0.313963756,26.87152449,5.156138939,91.42861357,,
183.6010155,0.93629324,0.313913459,26.86525003,5.574168495,98.84139671,,
183.6296185,0.936283105,0.313862513,26.8588956,4.47087942,79.27805988,,
183.6581255,0.936272557,0.313811735,26.85256307,5.730666098,101.6170146,,
183.6864035,0.936262483,0.313761363,26.84628198,4.840779422,85.83766229,,
183.7148725,0.936252093,0.313710647,26.83995902,5.242309983,92.95795362,,
183.7433035,0.936241873,0.313659996,26.83364507,4.748907637,84.20906541,,
183.77199,0.936231503,0.313608887,26.82727495,4.549302493,80.66984425,,
183.8003065,0.93622109,0.313558434,26.82098754,5.326660379,94.45450442,,
183.828909,0.93621098,0.313507468,26.8146372,3.955908884,70.14798841,,
183.857546,0.936200352,0.313456438,26.80827976,5.237002095,92.86519313,,
183.8856455,0.936190209,0.313406363,26.80204219,4.956501576,87.89146842,,
183.9140765,0.936179963,0.313355694,26.79573158,4.57167431,81.06773199,,
183.9423735,0.936169571,0.313305261,26.78945126,5.215862377,92.49113856,,
183.9707665,0.936159415,0.313254653,26.78315018,4.383984684,77.73995709,,
183.9992165,0.936148946,0.313203941,26.776837,5.06400056,89.79874816,,
184.0277045,0.93613874,0.313153158,26.77051593,4.251533344,75.39167595,,
184.0563035,0.936128235,0.313102174,26.76417079,4.794369639,85.01794408,,
184.0843645,0.93611794,0.313052146,26.75794554,5.284721448,93.71356019,,
184.112418,0.936107819,0.313002128,26.75172248,4.823191298,85.52952794,,
184.141135,0.936097522,0.312950925,26.74535278,4.02430456,71.3631004,,
184.1698595,0.93608691,0.312899704,26.73898196,4.801521823,85.14576621,,
184.197928,0.936076599,0.31284965,26.73275717,5.241454303,92.94739173,,
184.225901,0.936066457,0.312799764,26.72655407,4.94926194,87.76615879,,
184.2546065,0.936056208,0.312748568,26.72018907,3.807823541,67.52502404,,
184.2835145,0.936045523,0.312697007,26.71377972,4.490345676,79.62858501,,
184.3116975,0.936035119,0.312646736,26.70753164,5.11761148,90.7523319,,
184.339594,0.936024955,0.312596974,26.70134758,5.010059089,88.84532379,,
184.3683035,0.936014752,0.312545757,26.69498382,3.57353772,63.3711194,,
184.397135,0.936003987,0.31249432,26.68859356,4.778274001,84.73549,,
184.4253485,0.935993686,0.312443982,26.68234079,4.757609687,84.36928424,,
184.453547,0.935983364,0.312393667,26.67609186,4.879780252,86.5360523,,
184.481684,0.935973066,0.312343459,26.66985706,4.98431324,88.3900538,,
184.5105345,0.935962781,0.312291974,26.66346469,3.672636755,65.12943864,,
184.5394615,0.935951953,0.31224035,26.65705589,4.985851303,88.41785457,,
184.567675,0.935941604,0.312189995,26.65080569,5.164628878,91.58851761,,
184.5962625,0.93593129,0.312138969,26.64447314,4.383019292,77.72783472,,
184.624533,0.935920659,0.312088506,26.63821132,5.874379831,104.1757113,,
184.6524795,0.93591057,0.312038618,26.63202176,5.056637386,89.67419978,,
184.6811015,0.935900168,0.311987521,26.62568309,4.58151347,81.24861096,,
184.7098755,0.935889575,0.311936149,26.61931128,4.781377362,84.79325045,,
184.7385465,0.935879053,0.311884957,26.61296278,4.79155993,84.97407938,,
184.7667525,0.935868527,0.311834592,26.60671775,5.716566127,101.3785407,,
184.794642,0.935858339,0.311784789,26.60054328,5.415441931,96.03862941,,
184.823092,0.935848037,0.311733981,26.5942452,4.614635556,81.8371939,,
184.851588,0.935837429,0.311683088,26.58793744,5.318495957,94.31992102,,
184.8798395,0.935827086,0.311632628,26.5816843,5.07900658,90.07300113,,
184.90856,0.935816649,0.311581326,26.57532784,4.409343988,78.19718555,,
184.937277,0.935805952,0.311530028,26.56897266,5.050276642,89.56402312,,
184.9658605,0.935795509,0.311478964,26.56264751,4.582411187,81.26691231,,
184.994532,0.935784902,0.311427739,26.55630339,4.787780243,84.90928675,,
185.0229935,0.935774387,0.311376886,26.55000622,4.924437985,87.33311073,,
185.0511765,0.935763926,0.311326528,26.54377115,5.302324289,94.03505928,,
185.0798175,0.935753607,0.311275347,26.53743523,4.034456224,71.55002753,,
185.1082215,0.9357428,0.311224585,26.53115223,5.786614811,102.6244026,,
185.1360075,0.935732648,0.311174925,26.52500639,5.253918441,93.1774106,,
185.1643165,0.935722289,0.311124327,26.51874533,4.768662649,84.57172261,,
185.1929575,0.935711743,0.311073131,26.51241133,4.610513744,81.76720986,,
185.2213615,0.93570113,0.311022356,26.50613022,5.249368862,93.0975429,,
185.249586,0.93569075,0.310971897,26.49988926,4.959737511,87.96118737,,
185.278429,0.935680262,0.310920329,26.49351203,4.010378264,71.12446599,,
185.3071845,0.935669416,0.310868914,26.48715461,5.020272586,89.03530815,,
185.3355125,0.935658984,0.31081826,26.48089218,4.70293085,83.40744697,,
185.363619,0.935648447,0.310767998,26.47467917,5.405120887,95.86120946,,
185.3920575,0.93563817,0.310717138,26.46839324,4.078010235,72.32477255,,
185.4208245,0.935627378,0.310665687,26.46203516,4.762385105,84.46262288,,
185.4489235,0.93561685,0.310615427,26.45582517,5.382202025,95.45557661,,
185.477091,0.935606545,0.310565041,26.4496005,4.655377675,82.56528616,,
185.5054,0.935595957,0.310514398,26.44334501,5.111363364,90.65266871,,
185.533907,0.935585538,0.310463397,26.43704622,4.285918086,76.0131938,,
185.56254,0.935574796,0.310412166,26.43072005,4.887177681,86.67713037,,
185.5910095,0.935564275,0.310361224,26.42443045,4.627719231,82.07571456,,
185.619326,0.935553645,0.310310553,26.41817511,5.222948789,92.63278172,,
185.6475315,0.935543229,0.310260075,26.41194473,4.897913137,86.86829152,,
185.675993,0.935532673,0.310209136,26.40565824,4.783983578,84.84791134,,
185.704493,0.935522059,0.310158125,26.39936369,4.868832546,86.35303186,,
185.7331375,0.935511465,0.31010685,26.39303768,4.54415889,80.5948968,,
185.761492,0.935500735,0.310056091,26.38677616,5.488153335,97.3378035,,
185.7896675,0.935490349,0.310005648,26.3805546,4.931107446,87.45830032,,
185.8180905,0.935479743,0.309954758,26.37427882,4.985063807,88.41553151,,
185.846636,0.935469164,0.309903645,26.36797643,4.620464174,81.94920156,,
185.8750595,0.935458458,0.309852746,26.36170142,5.136211416,91.09683422,,
185.9031775,0.935447962,0.309802391,26.35549427,5.150156843,91.34443798,,
185.9314675,0.935437475,0.309751723,26.34924958,4.766299547,84.53649811,,
185.959784,0.935426842,0.309701004,26.34299946,5.078777667,90.07896565,,
185.9883405,0.935416327,0.309649851,26.33669681,4.282353508,75.95353383,,
186.0168785,0.935405506,0.309598727,26.33039866,5.073735945,89.99007415,,
186.045348,0.935394996,0.309547722,26.32411606,4.377749242,77.64596754,,
186.0739315,0.935384217,0.309496509,26.31780873,4.846984685,85.96881756,,
186.101935,0.935373613,0.30944633,26.31162979,5.548123627,98.40489247,,
186.130198,0.93536326,0.309395683,26.30539401,4.387324591,77.81648234,,
186.158774,0.935352453,0.30934447,26.29908959,4.939463132,87.60983412,,
186.186713,0.935341856,0.309294395,26.29292612,5.661567489,100.4178807,,
186.214991,0.935331518,0.309243709,26.28668826,4.338334116,76.94822866,,
186.2439255,0.935320659,0.309191841,26.28030601,4.42528498,78.49069456,,
186.2724825,0.93530982,0.309140646,26.27400745,5.094521816,90.36112633,,
186.300612,0.935299235,0.309090213,26.26780357,5.253855888,93.18749278,,
186.3291195,0.935288708,0.309039098,26.26151674,4.333272316,76.85935442,,
186.357455,0.93527783,0.308988288,26.25526825,5.521472606,97.93477796,,
186.385363,0.935267424,0.308938239,26.24911442,5.090838229,90.29684373,,
186.4138245,0.935256858,0.308887194,26.24283894,4.413263318,78.27884173,,
186.4426295,0.935246027,0.308835529,26.23648814,4.411772958,78.25263985,,
186.4710795,0.935235195,0.308784496,26.230216,5.08155856,90.13304734,,
186.4990565,0.935224622,0.308734308,26.22404853,5.323553725,94.42565733,,
186.527594,0.935214136,0.308683109,26.2177579,4.015140434,71.21810215,,
186.5565285,0.935203132,0.308631194,26.21138016,4.554628504,80.78745276,,
186.5849785,0.935192339,0.308580144,26.20510961,4.969316902,88.14322282,,
186.6132415,0.935181691,0.308529425,26.19888067,4.974313505,88.23210782,,
186.641169,0.93517103,0.308479304,26.19272604,5.694038936,100.9985614,,
186.6695615,0.935160626,0.308428344,26.18646932,4.132669945,73.30384445,,
186.698328,0.935149605,0.308376708,26.18013058,4.972028253,88.19234892,,
186.726515,0.935138911,0.308326108,26.17391992,5.240037773,92.9464925,,
186.754969,0.935128318,0.308275025,26.16765081,4.422720093,78.44934472,,
186.783446,0.935117413,0.308223895,26.16137701,5.13977842,91.16865373,,
186.811713,0.935106794,0.308173139,26.15514986,4.79286034,85.01531907,,
186.8398425,0.935096039,0.308122625,26.14895337,5.39920746,95.77092759,,
186.868201,0.935085515,0.308071695,26.14270681,4.318053664,76.59368919,,
186.8969405,0.935074577,0.308020076,26.1363767,4.59736609,81.54837893,,
186.9253255,0.935063756,0.30796909,26.13012505,4.95357321,87.86706208,,
186.95365,0.935053078,0.307918208,26.1238871,4.692663765,83.23926375,,
186.9821305,0.935042294,0.307867041,26.11761516,4.648415875,82.45463022,,
187.0108015,0.935031488,0.307815527,26.11130164,4.325668796,76.72989874,,
187.039183,0.93502055,0.307764529,26.10505224,5.208348772,92.3873895,,
187.0672935,0.935009955,0.307714014,26.09886287,4.849732808,86.02639289,,
187.0958045,0.934999214,0.307662774,26.09258568,4.463775313,79.18036672,,
187.124415,0.934988306,0.30761135,26.08628696,4.699372098,83.35973076,,
187.152438,0.93497748,0.307560978,26.08011792,5.645412004,100.1413339,,
187.1808995,0.934967009,0.307509814,26.07385272,3.896112731,69.11153259,,
187.2093605,0.93495584,0.307458645,26.06758798,5.674825821,100.6636852,,
187.2373945,0.934945361,0.30740824,26.06141758,4.711925639,83.58338944,,
187.265959,0.934934508,0.307356876,26.05513076,4.61211279,81.81308229,,
187.294657,0.934923616,0.307305267,26.04881493,4.415088423,78.31835055,,
187.3232215,0.934912652,0.307253894,26.04252883,4.812030819,85.35988314,,
187.351645,0.934901853,0.30720277,26.03627411,4.650203519,82.48949617,,
187.379889,0.934890987,0.307151963,26.03005923,5.140293469,91.18341974,,
187.4078735,0.934880315,0.307101619,26.02390179,5.104598631,90.55049332,,
187.4360755,0.934869638,0.30705088,26.01769684,4.651883044,82.52001109,,
187.4643765,0.934858791,0.306999957,26.01147044,4.848498502,86.00803587,,
187.4927315,0.93484803,0.306948932,26.0052325,4.478745366,79.44917877,,
187.5212695,0.934837132,0.306897573,25.99895464,4.439471271,78.75272231,,
187.5494105,0.934826222,0.306846924,25.99276445,5.221474396,92.6251118,,
187.577769,0.934815619,0.306795879,25.98652675,3.96923956,70.41159472,,
187.606604,0.934804532,0.306743971,25.98018458,4.196142375,74.43691802,,
187.6348175,0.934793556,0.306693178,25.97397944,5.08068106,90.12833985,,
187.663039,0.934782936,0.306642365,25.96777287,4.134845593,73.34998105,,
187.6912065,0.934771943,0.306591644,25.96157849,5.190986403,92.0856313,,
187.7192865,0.934761356,0.306541076,25.95540369,4.373721517,77.58796668,,
187.747874,0.934750421,0.30648959,25.94911761,4.32879925,76.79129243,,
187.776255,0.934739435,0.30643847,25.94287726,4.899696723,86.9190577,,
187.804659,0.93472865,0.306387304,25.93663218,4.377405335,77.65400386,,
187.8333495,0.934717637,0.306335617,25.93032443,4.400399413,78.06214507,,
187.861876,0.934706622,0.306284221,25.92405306,4.72150588,83.75875313,,
187.890082,0.934695725,0.306233397,25.91785247,5.059356079,89.75242392,,
187.9181505,0.934684947,0.306182816,25.91168242,5.040009893,89.40948519,,
187.94657,0.934674147,0.306131598,25.90543552,4.427299559,78.54027085,,
187.974852,0.93466309,0.306080622,25.89921916,5.352202898,94.94833,,
188.0030385,0.934652386,0.306029814,25.8930241,4.638987632,82.29609863,,
188.031481,0.934641393,0.305978539,25.88677308,4.880579048,86.5822099,,
188.059912,0.934630483,0.305927279,25.8805249,4.701080175,83.398119,,
188.088255,0.934619489,0.305876174,25.87429636,5.089380583,90.28691303,,
188.116934,0.934608637,0.305824457,25.8679943,4.085424887,72.47669813,,
188.1453765,0.934597375,0.305773162,25.86174451,5.542425756,98.32463362,,
188.1734375,0.934586696,0.30572255,25.85557885,4.754212395,84.34168994,,
188.2017925,0.934575718,0.305671403,25.84934889,4.896505411,86.86628267,,
188.230044,0.934564803,0.305620437,25.84314197,4.926214283,87.39358842,,
188.2582955,0.934553896,0.305569466,25.83693534,4.916537653,87.22217606,,
188.286593,0.934542972,0.305518407,25.8307189,4.87083862,86.41170332,,
188.3148635,0.934532019,0.305467392,25.82450868,4.983007732,88.40191282,,
188.3431305,0.934521106,0.305416378,25.81829953,4.880236863,86.57894278,,
188.3715995,0.934510147,0.305364994,25.81204629,4.606183435,81.71727797,,
188.40032,0.934499068,0.305313151,25.80573811,4.406069114,78.16732762,,
188.4286175,0.934487904,0.305262067,25.79952312,5.402419792,95.84369863,,
188.4565835,0.934477143,0.305211575,25.79338122,4.967232825,88.12335374,,
188.4846635,0.934466227,0.305160873,25.78721456,5.072111503,89.98426231,,
188.513205,0.934455369,0.305109332,25.78094684,3.995213424,70.8792383,,
188.541724,0.934444084,0.305057827,25.77468434,5.056981158,89.71636753,,
188.5699375,0.934433234,0.305006868,25.76848921,4.539468265,80.5353601,,
188.59878,0.934422177,0.304954768,25.76215624,3.849233346,68.29000792,,
188.6273365,0.934410828,0.304903178,25.75588636,5.095640289,90.40302794,,
188.6552985,0.934399984,0.304852658,25.74974727,4.985410044,88.44766297,,
188.683428,0.934389087,0.30480183,25.74357168,4.816168972,85.4453562,,
188.7115845,0.934378103,0.304750948,25.73739042,5.012723618,88.93276228,,
188.7397675,0.934367176,0.304700013,25.73120362,4.837157182,85.81821869,,
188.768103,0.934356162,0.304648796,25.72498361,4.785997532,84.91082241,,
188.7966105,0.934345107,0.304597264,25.71872611,4.587297362,81.38582293,,
188.8248545,0.934333949,0.304546202,25.71252671,5.372853382,95.32309449,,
188.8532395,0.934323089,0.30449488,25.70629663,4.367665959,77.48967558,,
188.881907,0.934311811,0.304443042,25.70000482,4.860013166,86.22499326,,
188.9101015,0.934300721,0.304392054,25.69381707,5.309079158,94.19247301,,
188.938067,0.934289803,0.304341475,25.68767984,5.315300099,94.30311823,,
188.966708,0.934278882,0.304289668,25.68139463,4.029297664,71.48730281,,
188.995387,0.934267426,0.304237787,25.67510133,5.270126823,93.50222029,,
189.0230855,0.934256466,0.304187675,25.66902345,6.00087834,106.4674697,,
189.051272,0.934245766,0.304136674,25.66283873,4.413188718,78.29894051,,
189.079905,0.934234415,0.30408486,25.6565563,5.170458347,91.73471712,,
189.1079925,0.934223356,0.304034027,25.6503938,5.508710248,97.7362976,,
189.136549,0.934212422,0.303982341,25.64412865,4.28324856,75.99421339,,
189.1653885,0.934200986,0.303930136,25.63780167,4.940000701,87.64669873,,
189.1940295,0.93418982,0.303878285,25.63151849,4.649272271,82.48877025,,
189.222052,0.934178529,0.303827548,25.62537123,6.195900283,109.9298253,,
189.2501205,0.934167838,0.303776722,25.61921413,4.580156523,81.26297343,,
189.2788225,0.934156502,0.303724744,25.6129183,4.946787257,87.76814563,,
189.306834,0.934145304,0.303674011,25.60677417,5.95879918,105.7240296,,
189.335055,0.9341345,0.303622892,25.60058432,4.533161582,80.42988288,,
189.363249,0.934123127,0.303571817,25.59440063,6.015736671,106.7348715,,
189.391413,0.934112335,0.303520791,25.58822375,4.611058378,81.81245237,,
189.4199015,0.934100975,0.303469171,25.58197594,5.371440148,95.30393276,,
189.448191,0.934089918,0.303417906,25.575772,5.006961688,88.83735754,,
189.476412,0.934078705,0.30336676,25.56958331,5.528651147,98.09386129,,
189.5045225,0.934067692,0.303315808,25.56341908,5.197201968,92.2132888,,
189.5325645,0.934056556,0.303264975,25.55727009,5.584804688,99.09076429,,
189.5609535,0.934045587,0.303213507,25.55104524,4.46321753,79.19076347,,
189.589491,0.934034167,0.303161764,25.54478805,5.264250929,93.40375853,,
189.6177045,0.934023071,0.303110603,25.53860213,5.089180096,90.29773765,,
189.646204,0.934011897,0.303058917,25.53235372,4.731182909,83.94601421,,
189.674456,0.934000565,0.303007675,25.52615979,5.611522941,99.56629954,,
189.7026085,0.933989576,0.302956607,25.5199879,4.927520321,87.43017043,,
189.7311575,0.933978312,0.302904814,25.51372929,4.836344965,85.81268025,,
189.7594475,0.933967001,0.302853485,25.50752769,5.474880928,97.14269735,,
189.7872335,0.933955931,0.302803065,25.50143677,5.897979447,104.6501839,,
189.8154205,0.933945008,0.302751912,25.49525816,4.732515826,83.97114893,,
189.8436075,0.933933612,0.302700753,25.48907975,5.904967075,104.7747855,,
189.871859,0.933922679,0.302649471,25.48288742,4.604328533,81.6971463,,
189.9006445,0.933911221,0.302597214,25.47657825,4.827947339,85.66519618,,
189.929003,0.933899854,0.302545726,25.47036288,5.413009048,96.0465855,,
189.9575485,0.933888724,0.302493892,25.46410673,4.431457079,78.630497,,
189.9856705,0.933877199,0.302442822,25.4579436,6.216417374,110.3026423,,
190.013552,0.933866396,0.302392182,25.45183337,4.82169595,85.55528415,,
190.042124,0.933855051,0.302340283,25.44557202,4.772221473,84.67767122,,
190.070372,0.933843689,0.302288966,25.43938187,5.450324848,96.71013426,,
190.098532,0.933832592,0.302237803,25.4332112,4.992550939,88.58769113,,
190.12702,0.933821289,0.302186038,25.42696885,4.892221602,86.80770879,,
190.155363,0.93380992,0.302134531,25.42075847,5.356795164,95.05139623,,
190.1836645,0.933798723,0.302083093,25.41455737,5.015162358,88.98970036,,
190.211779,0.933787377,0.302031988,25.40839743,5.77317474,102.4402732,,
190.2398895,0.933776318,0.301980886,25.40223856,5.092129466,90.35594663,,
190.268515,0.933764966,0.301928841,25.39596704,4.831137761,85.72510516,,
190.296961,0.933753486,0.301877116,25.38973504,5.513728275,97.83748001,,
190.325205,0.933742266,0.301825752,25.38354747,5.280255491,93.69493621,,
190.3534375,0.933730937,0.301774403,25.37736261,5.583996771,99.08493427,,
190.3816475,0.933719715,0.30172309,25.37118286,5.379270837,95.45246785,,
190.4103115,0.933708394,0.301670944,25.36490383,4.754699312,84.37001218,,
190.438723,0.933696799,0.301619251,25.3586803,5.913916905,104.9401221,,
190.4671425,0.933685669,0.301567537,25.35245519,4.724527292,83.83512238,,
190.495528,0.933674058,0.30151588,25.3462377,5.947635804,105.5390789,,
190.52352,0.933662945,0.301464932,25.34010658,5.452214705,96.74825849,,
190.551905,0.933651638,0.301413263,25.33388955,5.106452853,90.61306592,,
190.5800005,0.933640199,0.301362114,25.3277361,5.961593063,105.7876831,,
190.6082865,0.933629114,0.301310613,25.32154109,4.687309936,83.17594365,,
190.6367095,0.933617512,0.301258856,25.31531625,5.65931325,100.4243648,,
190.6648085,0.933606307,0.301207683,25.30916253,5.276116975,93.62483285,,
190.693396,0.933594955,0.301155614,25.30290199,4.614229113,81.87986103,,
190.7221815,0.933583346,0.301103178,25.29659826,4.769931507,84.64306791,,
190.7507115,0.933571824,0.3010512,25.29035065,5.012077698,88.94025041,,
190.778761,0.93356041,0.301000092,25.28420841,5.677891049,100.7555286,,
190.807211,0.933549264,0.300948248,25.27797864,4.232852258,75.11319541,,
190.835741,0.933537517,0.300896252,25.27173151,5.517056423,97.90206524,,
190.863886,0.933526296,0.300844951,25.26556883,4.985244826,88.46514674,,
190.892367,0.933514848,0.300793032,25.25933274,4.848054944,86.03091506,,
190.920962,0.933503346,0.300740898,25.25307185,4.725957755,83.86449729,,
190.949431,0.933491796,0.300688987,25.24683869,5.078632672,90.12316044,,
190.977732,0.933480384,0.300637376,25.24064247,5.045003988,89.52666681,,
191.0057165,0.933468959,0.300586336,25.23451568,5.657311003,100.3927226,,
191.0338805,0.933457792,0.300534963,25.22834975,4.612767354,81.85684733,,
191.062323,0.933446211,0.300483075,25.22212299,5.033705849,89.32696809,,
191.0903575,0.933434809,0.300431925,25.21598569,5.393365388,95.70968413,,
191.1188685,0.933423547,0.300379899,25.20974421,4.150491535,73.65409077,,
191.147654,0.933411749,0.300327366,25.2034428,4.892058015,86.81409706,,
191.1758295,0.933400254,0.300275939,25.19727505,5.372668871,95.34326383,,
191.2041195,0.933388938,0.300224297,25.19108238,4.72750812,83.89450477,,
191.2327715,0.93337734,0.300171987,25.1848106,4.690169543,83.23214392,,
191.2610115,0.93336572,0.300120423,25.17862915,5.513523157,97.84373703,,
191.289328,0.933354445,0.300068713,25.17243108,4.493474133,79.74204478,,
191.3177435,0.933342753,0.300016816,25.16621148,5.252048574,93.20412928,,
191.345976,0.933331386,0.299965246,25.16003206,4.780143433,84.82983795,,
191.3747045,0.933319831,0.299912764,25.15374421,4.24500348,75.33331385,,
191.4027845,0.933308051,0.299861459,25.14759842,6.052485837,107.4098441,,
191.4305745,0.933297012,0.299810679,25.14151623,4.777163479,84.7777093,,
191.4591505,0.933285457,0.299758455,25.13526214,4.467350341,79.27986326,,
191.487929,0.933273768,0.299705854,25.12896385,4.368869586,77.53240868,,
191.516459,0.933262037,0.299653701,25.12272008,4.93189758,87.5244819,,
191.544512,0.93325054,0.299602413,25.11658081,5.314213857,94.30957973,,
191.572569,0.933239186,0.299551112,25.11044079,4.969723151,88.19627865,,
191.601141,0.933227674,0.299498862,25.10418818,4.36856024,77.52784283,,
191.6298355,0.93321589,0.299446381,25.09790888,4.778979531,84.8117167,,
191.6579155,0.933204267,0.299395017,25.09176416,5.613682393,99.62533752,,
191.6859725,0.933192973,0.299343689,25.08562459,4.875701396,86.52873439,,
191.714846,0.933181359,0.29929086,25.07930647,4.073352161,72.28971806,,
191.743521,0.933169386,0.299238387,25.07303189,5.260287396,93.35452144,,
191.771067,0.933157923,0.299187974,25.06700446,6.289997566,111.6291512,,
191.799105,0.933146863,0.299136654,25.06086948,4.329542076,76.83699874,,
191.828032,0.933134986,0.299083699,25.05454008,4.546924001,80.6951527,,
191.856581,0.933123187,0.29903143,25.0482935,5.100169357,90.51397901,,
