T(K),X,m(mol/kg),cp(J/gK),cpm(J/molK)
223.653273,0.23259195884645725,17.79623785820753,4.158090939501666,74.07696197629166
223.6817555,0.23252047116743,17.789111003544317,4.218089328499865,75.14614964327892
223.71014250000002,0.2324491906686063,17.7820061251819,4.2553073271785715,75.80950606001585
223.738606,0.23237768544445359,17.774880173086903,4.142961332392923,73.80833302363193
223.7668365,0.2323067332397253,17.76781064501257,4.469819105304062,79.63174482388281
223.795155,0.23223552748724152,17.760717167633874,4.043876743376968,72.0436931499449
223.8236565,0.2321638288055009,17.753575914246138,4.277017308409957,76.19752263310612
223.85211950000001,0.23209219411085313,17.746442365787413,4.077395764013079,72.64144848775223
223.88040949999998,0.23202096223211388,17.73935025025436,4.45918624574526,79.44361795557948
223.90865200000002,0.231949817509714,17.732268125422273,4.1545128425002265,74.01594362822303
223.93699900000001,0.23187837690579186,17.725157867078774,4.4051944413345,78.48235684196558
223.9655575,0.231806370167371,17.717992601395064,4.000141761639234,71.26628662074638
223.994021,0.23173456985145577,17.710849213835697,4.528954723278094,80.68791901855128
224.022244,0.23166334352926077,17.703764251823063,4.239347162076599,75.52857530042121
224.0504745,0.23159206568637436,17.69667547987306,4.518898593406005,80.50941687206053
224.078734,0.2315206819337239,17.689577492839092,4.212820113687434,75.05658122410573
224.1071305,0.23144891913180796,17.682443144397237,4.407111892896003,78.5184518319758
224.1356225,0.23137688170982856,17.675282834271744,4.154717661247866,74.022024915684
224.1641335,0.23130476284216342,17.66811577299996,4.416351393366452,78.6837161186612
224.19254899999999,0.2312328522494108,17.660970748645973,4.266184772910302,76.00859308593492
224.220877,0.23116112996486846,17.653845765887123,4.510969956318941,80.3701453272053
224.24919549999998,0.23108939863193761,17.646721213706765,4.270518229454312,76.08642620473056
224.27793,0.23101657969095737,17.639489996869546,4.104566529953738,73.13002447141012
224.30638349999998,0.23094443919694221,17.63232750288817,4.544072385866262,80.9609241829179
224.3346235,0.23087280684302486,17.625216789226045,4.308478335158244,76.76370251387958
224.363251,0.23080015780803226,17.618006505610325,4.164693877940668,74.20221921374379
224.391724,0.23072786708917187,17.610833136014584,4.442466449477374,79.15161249299665
224.419993,0.23065606095591729,17.603709186144886,4.335538036220981,77.24678253959365
224.4484755,0.23058367885594402,17.596529439841625,4.220475306963193,75.19700873338786
224.476746,0.23051180205992514,17.589401152413004,4.5459437242173655,80.99627510239637
224.50510450000002,0.2304396680051271,17.5822486903996,4.155159999262109,74.03388494548278
224.533732,0.23036681561219943,17.575026362297457,4.310513731601198,76.80219558662884
224.5619815,0.2302948915434449,17.56789740612654,4.542903532112947,80.94311408532674
224.5902715,0.23022283084406056,17.560756243412193,4.281101538660785,76.27877630229919
224.618716,0.23015034274111817,17.553574074111626,4.399161702092476,78.38264598712234
224.64687,0.23007856147433242,17.54646327129182,4.576796529419982,81.54801372845945
224.6752075,0.23000627868414908,17.53930412622277,4.238500437109889,75.52066655697887
224.703564,0.22993391356966308,17.5321381737547,4.577121507714054,81.55448060025458
224.732008,0.2298612910859463,17.524948089181393,4.162574175111689,74.16844583442801
224.76059750000002,0.22978826268514788,17.517719183533927,4.416289695396444,78.68946018493516
224.789408,0.2297146348022562,17.51043232422172,3.9164966931501013,69.78444194448389
224.81793800000003,0.2296416891300225,17.50321435604404,4.637626320524445,82.63393126431342
224.84608300000002,0.22956969401560218,17.496091785701466,4.238700978776106,75.5261306580775
224.8743235,0.22949742081445998,17.48894304265355,4.550664966082288,81.08511145095872
224.902613,0.22942498822662347,17.48177987964349,4.245100581636507,75.64078790831375
224.9309615,0.22935237040962506,17.47459975023325,4.572968081890342,81.48319282004817
224.9593375,0.2292796478538775,17.46741062067995,4.293818734269418,76.50950382028523
224.98782949999998,0.2292065934450473,17.46019005100011,4.507794807236019,80.32257768919516
225.015915,0.22913454737313693,17.453070483946284,4.72350899494302,84.16664953205473
225.0440105,0.2290624418894731,17.44594637817391,4.520294025467078,80.54596203041199
225.072455,0.2289894062764463,17.438731732934343,4.391425916824942,78.25002191556445
225.1011795,0.22891561650843859,17.431443978286786,4.251693625614687,75.76047813331245
225.1298165,0.22884201624880707,17.424176329516342,4.477769036022715,79.78922866207085
225.1580665,0.22876937607337805,17.41700484425681,4.63211294344271,82.53982181159195
225.18620149999998,0.2286969974532675,17.409860524861102,4.586301014808913,81.7238362513199
225.21444350000002,0.22862430925382493,17.402686996959755,4.5113333063110765,80.38831292115434
225.242575,0.2285518712312277,17.39553950362103,4.6784181755026415,83.36597651552137
225.2708975,0.2284789068381113,17.388341429877833,4.312493297812019,76.84578541246346
225.299529,0.22840511111854728,17.381062728925283,4.3702793970967795,77.87582511609713
225.328032,0.22833161131953394,17.373814599317488,4.438543043221049,79.09257674455885
225.3564685,0.22825824787983293,17.36658129345226,4.439935730370477,79.11772655019753
225.384413,0.22818611953319703,17.359471102788092,4.94951697764712,88.19860785999025
225.41247199999998,0.228113661474034,17.352329748014906,4.350589807109851,77.52626374776501
225.4411795,0.2280394932784534,17.34502123327263,4.302242251056217,76.66505019806063
225.469559,0.22796613717527656,17.33779412316326,4.62555070071372,82.42668534171756
225.4977825,0.227893149429648,17.330604666911018,4.380020054182871,78.05168922032904
225.5262955,0.2278193776571457,17.323339363352922,4.289290546181142,76.43521826891576
225.55470350000002,0.22774584216004345,17.316098710443104,4.477378939179035,79.78729251930795
225.583054,0.22767242024023446,17.30887061650427,4.372369441790977,77.91634192482782
225.6113645,0.2275990667129879,17.30165062777802,4.551620919320334,81.11097386516026
225.6395495,0.22752600337527862,17.2944605647037,4.521669928598262,80.57757761433645
225.66799600000002,0.22745222671657167,17.287201684661134,4.303426020938393,76.68872708030895
