T(K),Fc,X,m(mol/kg),cp(J/gK),cpm(J/molK)
181.5049275,0.745014204625612,0.3176397845362456,27.332606321553776,3.4046627753507956,60.35866405203355
181.53319399999998,0.7449741123150194,0.3175896140723032,27.32628003816324,3.3284233268751424,59.00724377113929
181.56135749999999,0.7449336366737189,0.317539624570417,27.319977498438647,3.4642179546775815,61.4148268464261
181.589514,0.7448938098273539,0.317489645630016,27.313677213225805,3.3395954863717225,59.205648152527836
181.6180405,0.7448533256423044,0.3174390080103163,27.307294836658627,3.264236560439726,57.86982468950797
181.646109,0.7448124146157594,0.3173891814957274,27.30101561624395,3.617411189049955,64.1312443648089
181.674216,0.7447732092294512,0.3173392847401825,27.29472846251031,3.2507364473090155,57.630819973848624
181.70278050000002,0.7447321594243063,0.31728857385223325,27.288339667064157,3.356410418828287,59.50443940925434
181.73099000000002,0.7446916191259813,0.31723849124802006,27.28203095721751,3.4486355024493442,61.13963700462032
181.7590965,0.7446515545757064,0.3171885895651363,27.275745957772596,3.3995075234129275,60.26883780917631
181.787375,0.7446112800213696,0.31713838053381177,27.269423175600757,3.3315567961668773,59.06433089616018
181.8158325,0.7445706951214858,0.31708785167451065,27.263061056382732,3.282969591024836,58.20311008103322
181.8443395,0.7445298796599494,0.31703723288769114,27.256688558251305,3.2966474420037835,58.44577247056127
181.872515,0.7444891239257018,0.3169872007165737,27.250390838507563,3.4787638475698293,61.674664998628344
181.90061400000002,0.7444492283258619,0.3169373023790879,27.244110883736187,3.359889116220373,59.56731778711263
181.9288545,0.7444086626969689,0.3168871507290146,27.237799972754846,3.4290676508555356,60.79395653081787
181.95725499999998,0.7443683332588105,0.31683671286594495,27.231453980242097,3.3088169749540217,58.66220225930523
181.9857695,0.7443272799639077,0.3167860704393352,27.225083192634145,3.401446135266937,60.30460586528563
182.0139525,0.7442865945817169,0.31673601467779416,27.218787135186375,3.528591003722371,62.558951445679824
182.0421585,0.7442464625326422,0.3166859159750547,27.21248660017223,3.4067580861459508,60.399130656309715
182.07054349999999,0.7442056820235158,0.31663549721184947,27.206146746252614,3.4345630499941824,60.892267650071545
182.09886749999998,0.7441650073424735,0.31658518466016816,27.199821180277038,3.445611978208326,61.088334128255234
182.12728700000002,0.7441243725510759,0.31653470030761527,27.19347495064198,3.3786617496675295,59.901526841706854
182.155592,0.7440833941749264,0.31648441718603987,27.187154948987402,3.5155631309096074,62.32888200443955
182.18388950000002,0.7440430589904576,0.31643414521270147,27.180837278025898,3.395403532641159,60.198696888364644
182.2123205,0.7440020725748859,0.31638363386523294,27.174490460783638,3.453893762988272,61.235875795734124
182.240744,0.7439613243041818,0.3163331336196424,27.168145976041366,3.413872299876788,60.526490656710095
182.2690035,0.7439203296712402,0.31628292253680684,27.1618387488009,3.553385800457733,63.00018745227384
182.296946,0.7438800237471475,0.3162332725077582,27.15560290875798,3.5892504965800374,63.63623705289413
182.3252435,0.7438399120839349,0.3161829894615291,27.14928848727805,3.3362199123268836,59.15025898739287
182.3537965,0.7437985548669884,0.3161322501173674,27.14291770626842,3.427975534164529,60.77723858330931
182.3820745,0.7437576779530546,0.31608199717448826,27.13660892905186,3.4799334749028272,61.69861992670748
182.4102995,0.7437170829961403,0.31603183614159125,27.13031261475933,3.441197891919217,61.01202110260429
182.4385015,0.7436763291709982,0.31598171369859956,27.12402206673815,3.472521428768098,61.56756145601967
182.466856,0.7436357710638026,0.3159313179057967,27.117698141711283,3.335426195360419,59.13704433598266
182.49507749999998,0.7435945476236393,0.3158811561796562,27.111404513807333,3.5390448962618577,62.74738150609262
182.5232605,0.7435543437494576,0.31583106056051086,27.105120101177825,3.3531600493012066,59.45180874376262
182.551615,0.7435132014503394,0.3157806577405499,27.098798079431457,3.44055247781761,61.00146102075692
182.58000800000002,0.743472472937922,0.31573018409977816,27.092468107951333,3.332615537907134,59.08789634589519
182.6084125,0.7434311892299735,0.3156796876152707,27.08613620600328,3.429362112604751,60.803408142867035
182.63667149999998,0.7433903975487929,0.3156294473990235,27.079837365583693,3.411843038736554,60.492965933476796
182.6651215,0.7433495042002443,0.3155788651853303,27.07349658161779,3.323715015132332,58.930602318669756
182.693343,0.7433081301244152,0.31552868680838175,27.067207346981316,3.55210086655329,62.98014358594278
182.7215145,0.7432678678101806,0.31547859491379104,27.060929871505138,3.3538848707300413,59.465867788068614
182.7499605,0.7432266081465781,0.31542801246351865,27.054591852207253,3.395391688196097,60.20197758091565
182.77817399999998,0.743185521420534,0.3153778409817141,27.04830625273967,3.50260272176144,62.10306190761344
182.8063225,0.7431449047597434,0.31532778263181,27.04203574477882,3.4524744777758376,61.21443731826927
182.83456999999999,0.7431039762121404,0.3152775457435847,27.03574379415115,3.465441042840301,61.44452015999906
182.8626655,0.7430630427348823,0.31522757670249707,27.02948630602782,3.5609107826908644,63.137442460244195
182.8909365,0.7430225248427915,0.3151772930191094,27.023190337914425,3.377822250686285,59.89132809328104
182.9195315,0.7429810521625944,0.3151264304859086,27.016822833143195,3.3840878479171543,60.002597718491494
182.947943,0.7429395639769679,0.3150758917709749,27.010496804026122,3.4971213678246,62.00695347725282
182.976057,0.7428985930399459,0.31502587971033363,27.00423761620221,3.5707043149774416,63.311824548370865
183.004183,0.7428579380628771,0.3149758437588323,26.997976352945138,3.5050195496813585,62.14735331295241
183.03256449999998,0.742816902064742,0.3149253506816021,26.991658814310327,3.437103034036497,60.9433057813839
183.0608315,0.7427754744460672,0.3148750587067407,26.98536736262367,3.579603914023961,63.470174156278446
