index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
10441,176436.0,227.175482,221.791048,-23.619994,-23.999416999999998,0.709945744197484,2.98059558867525e-07
10442,176452.9,227.202719,221.81811,-23.607493,-23.974116000000002,0.7098650442946165,2.9834805292949795e-07
10443,176469.8,227.229125,221.846945,-23.596834,-23.948916,0.7097789712502935,2.9865598899503354e-07
10444,176486.7,227.256552,221.874834,-23.578678,-23.919898,0.7096956374880341,2.989543551046303e-07
10445,176503.6,227.284392,221.903384,-23.564362,-23.885239,0.7096102423539674,2.9926033617844183e-07
10446,176520.5,227.311434,221.930403,-23.559807,-23.874084,0.7095293460264755,2.9955041641605007e-07
10447,176537.4,227.339289,221.958506,-23.567581,-23.882031,0.7094451209157743,2.9985265964649344e-07
10448,176554.3,227.366392,221.985972,-23.579648,-23.899689,0.7093627227585638,3.001485706644047e-07
10449,176571.2,227.393725,222.013899,-23.58917,-23.905321,0.7092788581930786,3.004499747327749e-07
10450,176588.1,227.420924,222.041327,-23.602396,-23.938454,0.7091964101187409,3.0074651136136055e-07
10451,176605.0,227.448546,222.068747,-23.613493,-23.975258999999998,0.7091139047232691,3.010434759809222e-07
10452,176621.9,227.47497,222.097479,-23.631484,-24.010637,0.7090273641426936,3.0135520279195305e-07
10453,176638.8,227.502284,222.125113,-23.640245,-24.02653,0.7089440461588494,3.016555516488495e-07
10454,176655.7,227.529173,222.151972,-23.640148,-24.025054,0.708862985233432,3.019479818400228e-07
10455,176672.6,227.555636,222.180144,-23.636306,-24.01848,0.7087778771801632,3.0225524227933676e-07
10456,176689.5,227.582831,222.207949,-23.640606,-24.049636999999997,0.7086937928871762,3.025590385452581e-07
10457,176706.4,227.609972,222.235293,-23.650156,-24.078305,0.7086110202376217,3.0285832086640596e-07
10458,176723.3,227.637381,222.263079,-23.661228,-24.105012000000002,0.7085268257116498,3.031629734473462e-07
