T(K),X,m,cp(J/gK),cp_err(%),cpm(J/molK)
273.0142255,0.049100000000000005,3.0318415172584743,4.301922407806637,0.3379249343406278,77.44591576172148
273.0440645,0.049100000000000005,3.0318415172584743,4.230668189858526,0.3323988602031218,76.16315246713889
273.073796,0.049100000000000005,3.0318415172584743,4.331523629956375,0.3403978999347111,77.97881560038256
273.1033995,0.049100000000000005,3.0318415172584743,4.265136275664512,0.3352514662259693,76.78366864961443
273.1331205,0.049100000000000005,3.0318415172584743,4.295645326724933,0.33769671662430517,77.33291179591285
273.162786,0.049100000000000005,3.0318415172584743,4.280019751212668,0.33650361335254575,77.05161034736622
273.19280949999995,0.049100000000000005,3.0318415172584743,4.193206876623344,0.3297247943381346,75.48875031988709
273.2227355,0.049100000000000005,3.0318415172584743,4.307045481040065,0.3387261314046269,77.53814455165903
273.252573,0.049100000000000005,3.0318415172584743,4.216799447859296,0.33166027755748556,75.91347864163141
273.2824005,0.049100000000000005,3.0318415172584743,4.309445922598675,0.3389557431760252,77.58135881196314
273.312179,0.049100000000000005,3.0318415172584743,4.2300405825738565,0.33274170681743476,76.15185388564616
273.341879,0.049100000000000005,3.0318415172584743,4.331758291392165,0.3407690672714716,77.98304012329719
273.37113650000003,0.049100000000000005,3.0318415172584743,4.3578498420331275,0.3428367970811644,78.4527566456979
273.40101300000003,0.049100000000000005,3.0318415172584743,4.155815813096585,0.32697577353967006,74.81561285211697
273.4311845,0.049100000000000005,3.0318415172584743,4.270796346887662,0.33604002061849825,76.88556481546763
273.46084499999995,0.049100000000000005,3.0318415172584743,4.29956427540447,0.3382792820795791,77.40346317749035
273.490535,0.049100000000000005,3.0318415172584743,4.263013135671518,0.3353751367228377,76.74544654668915
273.52051,0.049100000000000005,3.0318415172584743,4.2185801983950935,0.33188040608833796,75.945536833973
273.549974,0.049100000000000005,3.0318415172584743,4.414475779123327,0.347277444288987,79.47217241801819
273.5795365,0.049100000000000005,3.0318415172584743,4.191825092811214,0.32972479433843477,75.46387457770241
273.609364,0.049100000000000005,3.0318415172584743,4.336030170856008,0.3410014582043359,78.05994518706602
273.639221,0.049100000000000005,3.0318415172584743,4.185132330174023,0.32908464384180036,75.34338725081048
273.669157,0.049100000000000005,3.0318415172584743,4.314038226543476,0.3391741628965491,77.66403235898385
273.698611,0.049100000000000005,3.0318415172584743,4.323192269941211,0.3398657613132639,77.82882921179869
273.72841900000003,0.049100000000000005,3.0318415172584743,4.213454278860598,0.33122089542969924,75.85325680313154
273.7586495,0.049100000000000005,3.0318415172584743,4.203112713979474,0.330378354253512,75.66708144088547
273.788595,0.049100000000000005,3.0318415172584743,4.295105761531442,0.3375941191948011,77.3231982035786
273.8183245,0.049100000000000005,3.0318415172584743,4.264368211457727,0.3351615813227223,76.76984147417531
273.8479455,0.049100000000000005,3.0318415172584743,4.327198629915397,0.34008535587664507,77.90095422653835
273.8777045,0.049100000000000005,3.0318415172584743,4.225258766897112,0.3320897990355347,76.06576862910663
273.907827,0.049100000000000005,3.0318415172584743,4.222836779007231,0.3318804060874259,76.02216647818098
273.937625,0.049100000000000005,3.0318415172584743,4.319187521205903,0.3394043827263168,77.75673320359577
273.96711849999997,0.049100000000000005,3.0318415172584743,4.311203016031299,0.33872613140442465,77.6129911142384
273.9968085,0.049100000000000005,3.0318415172584743,4.263798162651743,0.3349370798041851,76.75957909665586
274.02671499999997,0.049100000000000005,3.0318415172584743,4.249917408867221,0.33383021194718376,76.50968902742669
274.05699500000003,0.049100000000000005,3.0318415172584743,4.15985395281915,0.3267621015215294,74.88830998589611
274.0869795,0.049100000000000005,3.0318415172584743,4.3354449397463375,0.34054858909948904,78.04940948815653
274.1163845,0.049100000000000005,3.0318415172584743,4.323976558893695,0.339623381251342,77.84294847532531
274.145986,0.049100000000000005,3.0318415172584743,4.278525026890807,0.33605131255701204,77.02470137901574
274.17598050000004,0.049100000000000005,3.0318415172584743,4.211085101686838,0.33079361737313595,75.8106053839682
274.206054,0.049100000000000005,3.0318415172584743,4.254658474045062,0.33427654926403605,76.59504066782763
274.235705,0.049100000000000005,3.0318415172584743,4.330288617046258,0.34030523441044935,77.9565821203858
274.2651985,0.049100000000000005,3.0318415172584743,4.297948783921266,0.33783361024684433,77.37438008266396
274.294918,0.049100000000000005,3.0318415172584743,4.262767119184173,0.3351503490985515,76.74101760298706
274.324785,0.049100000000000005,3.0318415172584743,4.253063865058639,0.33450016582209063,76.56633351285635
274.3544845,0.049100000000000005,3.0318415172584743,4.309059014428413,0.3389557431761048,77.57439344747695
274.38443,0.049100000000000005,3.0318415172584743,4.183399470370212,0.3290846438415627,75.31219121757908
274.414366,0.049100000000000005,3.0318415172584743,4.311798281661576,0.3391741628976627,77.62370746090579
274.44385950000003,0.049100000000000005,3.0318415172584743,4.309343148035155,0.3389557431753933,77.57950859956173
274.47323500000005,0.049100000000000005,3.0318415172584743,4.346828212996314,0.34191081968971443,78.25433834033912
274.503259,0.049100000000000005,3.0318415172584743,4.127518215328666,0.3246828011828504,74.30618168036538
274.5332735,0.049100000000000005,3.0318415172584743,4.349086298868409,0.3421330659478616,78.29498982394459
274.5628655,0.049100000000000005,3.0318415172584743,4.243560850911544,0.33384135585399055,76.39525426889257
274.59292849999997,0.049100000000000005,3.0318415172584743,4.213184388479677,0.3314514257768187,75.84839806656582
274.6227165,0.049100000000000005,3.0318415172584743,4.323013734642001,0.34008535587749905,77.82561510693291
274.65223000000003,0.049100000000000005,3.0318415172584743,4.2918164300580255,0.33759411919612997,77.26398158736527
