index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
5658,100128.9,99.68241,99.672049,0.0243,0.663122,,
5659,100146.6,99.733527,99.672629,-0.003375,0.631112,,
5660,100164.3,99.785086,99.673148,-0.026662,0.611148,,
5661,100182.0,99.835852,99.673743,-0.060411,0.575394,,
5662,100199.7,99.886008,99.675131,-0.100234,0.541555,,
5663,100217.4,99.934759,99.676367,-0.146805,0.4953120000000001,,
5664,100235.1,99.983313,99.677481,-0.192701,0.449075,,
5665,100252.8,100.031012,99.679816,-0.240618,0.400485,,
5666,100270.5,100.077444,99.681235,-0.294273,0.34349399999999997,,
5667,100288.2,100.123099,99.683783,-0.337125,0.29464500000000005,,
5668,100305.9,100.167624,99.686743,-0.383347,0.25041100000000005,,
5669,100323.6,100.211829,99.689322,-0.430919,0.20150099999999999,,
5670,100341.3,100.254599,99.692358,-0.473087,0.15933000000000003,,
5671,100359.0,100.296072,99.695487,-0.511879,0.125853,,
5672,100376.7,100.337546,99.698721,-0.559779,0.07994400000000002,,
5673,100394.4,100.377936,99.701987,-0.624546,0.018498999999999932,,
5674,100412.1,100.417319,99.706076,-0.679183,-0.045798000000000005,,
5675,100429.8,100.456335,99.710211,-0.737527,-0.10181499999999999,,
5676,100447.5,100.493369,99.714179,-0.785072,-0.15369599999999994,,
5677,100465.2,100.53092,99.718558,-0.841383,-0.21001099999999995,,
5678,100482.9,100.567252,99.722937,-0.888243,-0.251888,,
5679,100500.6,100.602744,99.727164,-0.942186,-0.3005089999999999,,
5680,100518.3,100.638403,99.732443,-0.987345,-0.35133100000000006,,
5681,100536.0,100.672873,99.737021,-1.027784,-0.388451,,
5682,100553.7,100.706488,99.742636,-1.07698,-0.440983,,
5683,100571.4,100.739981,99.7479,-1.136631,-0.5072949999999999,,
5684,100589.1,100.773291,99.753287,-1.19189,-0.5732069999999999,,
5685,100606.8,100.805243,99.75878,-1.23905,-0.605399,,
5686,100624.5,100.837332,99.764853,-1.296653,-0.663007,,
5687,100642.2,100.868948,99.771002,-1.34683,-0.710862,,
5688,100659.9,100.900244,99.77677,-1.393972,-0.756346,,
5689,100677.6,100.931113,99.783392,-1.444134,-0.806845,,
5690,100695.3,100.961646,99.789694,-1.483842,-0.8422310000000001,,
5691,100713.0,100.992316,99.796225,-1.522194,-0.888243,,
5692,100730.7,101.02175,99.802603,-1.562567,-0.9376110000000001,,
5693,100748.4,101.051413,99.809805,-1.615734,-0.990782,,
5694,100766.1,101.08132,99.816412,-1.664184,-1.030252,,
5695,100783.8,101.111212,99.823538,-1.711273,-1.0793430000000002,,
5696,100801.5,101.141043,99.830756,-1.756333,-1.1197529999999998,,
5697,100819.2,101.169257,99.837683,-1.801728,-1.169479,,
5698,100836.9,101.198508,99.844687,-1.844421,-1.215505,,
5699,100854.6,101.226996,99.852576,-1.88204,-1.260783,,
5700,100872.3,101.256186,99.860785,-1.925041,-1.2981340000000001,,
5701,100890.0,101.284491,99.868109,-1.963333,-1.345083,,
5702,100907.7,101.313238,99.876349,-1.990149,-1.3615879999999998,,
5703,100925.4,101.341742,99.883795,-2.02405,-1.403479,,
5704,100943.1,101.370459,99.891684,-2.066698,-1.4431420000000001,,
5705,100960.8,101.398581,99.900503,-2.117745,-1.4858740000000004,,
5706,100978.5,101.427573,99.909216,-2.153629,-1.5234269999999999,,
5707,100996.2,101.45574,99.916754,-2.195592,-1.563402,,
5708,101013.9,101.484244,99.926199,-2.231115,-1.596933,,
5709,101031.6,101.513434,99.934012,-2.26498,-1.630805,,
5710,101049.3,101.542288,99.943228,-2.302854,-1.665025,,
5711,101067.0,101.570792,99.952216,-2.33433,-1.697503,,
5712,101084.7,101.59899,99.960989,-2.356041,-1.7232149999999997,,
5713,101102.4,101.627936,99.970389,-2.387162,-1.758335,,
5714,101120.1,101.656393,99.978964,-2.431761,-1.8102589999999998,,
5715,101137.8,101.685675,99.988898,-2.470939,-1.851102,,
5716,101155.5,101.714148,99.997732,-2.503066,-1.882574,,
5717,101173.2,101.742987,100.007315,-2.540557,-1.9087560000000003,,
5718,101190.9,101.771994,100.016928,-2.575012,-1.9402220000000001,,
