index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
5359,94836.6,91.1939,91.163138,0.19854,0.854668,,
5360,94854.3,91.224417,91.163168,0.150089,0.804867,,
5361,94872.0,91.253287,91.163779,0.102366,0.763492,,
5362,94889.7,91.282355,91.163794,0.055372,0.718824,,
5363,94907.4,91.311255,91.165244,0.004007,0.6744749999999999,,
5364,94925.1,91.34017,91.165808,-0.049907,0.617539,,
5365,94942.8,91.369284,91.166815,-0.107463,0.5579620000000001,,
5366,94960.5,91.398917,91.167731,-0.161375,0.5037050000000001,,
5367,94978.2,91.428412,91.168219,-0.217108,0.444279,,
5368,94995.9,91.458365,91.170203,-0.265916,0.38910300000000003,,
5369,95013.6,91.487677,91.171393,-0.309989,0.33799399999999996,,
5370,95031.3,91.516745,91.173682,-0.350415,0.31495100000000004,,
5371,95049.0,91.545004,91.17504,-0.390843,0.27484499999999995,,
5372,95066.7,91.572836,91.177039,-0.444015,0.22032400000000002,,
5373,95084.4,91.601386,91.179709,-0.494268,0.17407100000000003,,
5374,95102.1,91.630682,91.182227,-0.546341,0.12198700000000007,,
5375,95119.8,91.660529,91.184439,-0.595863,0.06408799999999992,,
5376,95137.5,91.690421,91.186591,-0.630815,0.024448000000000025,,
5377,95155.2,91.719809,91.189566,-0.673045,-0.015457000000000054,,
5378,95172.9,91.749686,91.192343,-0.717458,-0.06155300000000008,,
5379,95190.6,91.77793,91.195532,-0.748756,-0.08115699999999992,,
5380,95208.3,91.806326,91.198645,-0.797168,-0.12757600000000002,,
5381,95226.0,91.834387,91.202353,-0.848486,-0.17890799999999996,,
5382,95243.7,91.863577,91.206122,-0.891425,-0.22152499999999997,,
5383,95261.4,91.892737,91.208945,-0.935097,-0.272567,,
5384,95279.1,91.921622,91.213339,-0.981301,-0.318785,,
5385,95296.8,91.951773,91.21633,-1.02351,-0.3616719999999999,,
5386,95314.5,91.980734,91.220633,-1.057693,-0.395532,,
5387,95332.2,92.010321,91.223883,-1.092976,-0.42949099999999996,,
