index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc
6230,110253.3,116.894369,112.204291,-2.191891,-1.6274060000000001,
6231,110271.0,116.924063,112.229575,-2.191942,-1.626054,
6232,110288.7,116.953528,112.255408,-2.193983,-1.6280769999999998,
6233,110306.4,116.982565,112.281088,-2.197485,-1.6319499999999998,
6234,110324.1,117.012762,112.307028,-2.201756,-1.642376,
6235,110341.8,117.042304,112.3328,-2.204662,-1.6484519999999998,
6236,110359.5,117.071829,112.358221,-2.206717,-1.6490289999999999,
6237,110377.2,117.101202,112.3841,-2.20909,-1.6481210000000002,
6238,110394.9,117.130637,112.409415,-2.210462,-1.6455450000000003,
6239,110412.6,117.16001,112.435355,-2.211702,-1.6434879999999998,
6240,110430.3,117.189673,112.461081,-2.212384,-1.6402550000000002,
6241,110448.0,117.219077,112.487357,-2.218587,-1.6441059999999998,
6242,110465.7,117.248206,112.513586,-2.222701,-1.6460969999999997,
6243,110483.4,117.277914,112.53913,-2.223791,-1.6465589999999999,
6244,110501.1,117.307867,112.565115,-2.225292,-1.6480290000000002,
6245,110518.8,117.336951,112.590887,-2.226367,-1.6438560000000002,
6246,110536.5,117.366538,112.617011,-2.223887,-1.638602,
6247,110554.2,117.396429,112.642401,-2.223534,-1.6380649999999999,
6248,110571.9,117.426321,112.668616,-2.226118,-1.640613,
6249,110589.6,117.455267,112.694098,-2.232943,-1.6487930000000002,
6250,110607.3,117.484869,112.720297,-2.236571,-1.6581270000000001,
6251,110625.0,117.514655,112.746191,-2.239563,-1.664095,
6252,110642.7,117.544516,112.772452,-2.240333,-1.6618310000000003,
6253,110660.4,117.573202,112.798132,-2.241233,-1.6540119999999998,
6254,110678.1,117.603674,112.824438,-2.2406,-1.648698,
6255,110695.8,117.632361,112.850531,-2.239747,-1.645641,
6256,110713.5,117.662421,112.876135,-2.24144,-1.6479359999999998,
6257,110731.2,117.691855,112.90238,-2.247093,-1.6525940000000001,
6258,110748.9,117.721213,112.928976,-2.251601,-1.6620149999999998,
6259,110766.6,117.750738,112.954596,-2.254428,-1.670636,
6260,110784.3,117.780158,112.981116,-2.256641,-1.6716190000000002,
6261,110802.0,117.808966,113.007712,-2.257969,-1.666068,
6262,110819.7,117.83895,113.033438,-2.255254,-1.6580659999999998,
6263,110837.4,117.86814,113.059683,-2.25532,-1.6570150000000003,
6264,110855.1,117.897192,113.085623,-2.257511,-1.65916,
6265,110872.8,117.926489,113.11199,-2.260656,-1.66211,
6266,110890.5,117.956061,113.138709,-2.262833,-1.66951,
6267,110908.2,117.985388,113.164587,-2.265974,-1.676501,
6268,110925.9,118.014304,113.191229,-2.269183,-1.678532,
6269,110943.6,118.04357,113.217276,-2.272543,-1.6801640000000002,
6270,110961.3,118.073584,113.24317,-2.275022,-1.680015,
6271,110979.0,118.102362,113.269507,-2.277271,-1.6782139999999999,
6272,110996.7,118.131964,113.295676,-2.278853,-1.6782769999999998,
6273,111014.4,118.161658,113.322256,-2.277726,-1.675887,
6274,111032.1,118.190512,113.349081,-2.280583,-1.6776309999999999,
6275,111049.8,118.219504,113.374731,-2.282162,-1.677423,
6276,111067.5,118.249258,113.401526,-2.284208,-1.675788,
6277,111085.2,118.278723,113.427481,-2.286095,-1.6767569999999998,
6278,111102.9,118.30773,113.454077,-2.287566,-1.6779950000000001,
6279,111120.6,118.337531,113.480582,-2.285378,-1.67572,
6280,111138.3,118.367117,113.507223,-2.282947,-1.6778170000000001,
6281,111156.0,118.397208,113.533423,-2.284849,-1.6854269999999998,
6282,111173.7,118.426459,113.560034,-2.291029,-1.6924109999999999,
6283,111191.4,118.456015,113.586981,-2.29622,-1.690097,
6284,111209.1,118.485495,113.613013,-2.299152,-1.6856649999999997,
6285,111226.8,118.515036,113.639685,-2.301366,-1.6851819999999997,
6286,111244.5,118.544424,113.666022,-2.303029,-1.68638,
6287,111262.2,118.574622,113.69274,-2.299637,-1.6841250000000003,
6288,111279.9,118.603964,113.719138,-2.297907,-1.684149,
6289,111297.6,118.63291,113.745383,-2.298946,-1.691595,
6290,111315.3,118.663046,113.77236,-2.303322,-1.699237,
6291,111333.0,118.69274,113.798438,-2.30867,-1.6997400000000003,
6292,111350.7,118.722021,113.825461,-2.31158,-1.6947090000000002,
6293,111368.4,118.751502,113.852011,-2.313871,-1.6942179999999998,
6294,111386.1,118.781256,113.878912,-2.316548,-1.69549,
6295,111403.8,118.811148,113.90502,-2.313633,-1.6916159999999998,
6296,111421.5,118.840567,113.931738,-2.312816,-1.6906410000000003,
6297,111439.2,118.870047,113.95864,-2.313276,-1.693975,
6298,111456.9,118.899756,113.985465,-2.314935,-1.701159,
6299,111474.6,118.9289,114.012213,-2.317049,-1.7042789999999999,
6300,111492.3,118.958701,114.038962,-2.319283,-1.698737,
6301,111510.0,118.987967,114.065695,-2.321758,-1.6951019999999999,
6302,111527.7,119.017325,114.091986,-2.323495,-1.6942359999999999,
6303,111545.4,119.047461,114.119055,-2.323426,-1.694742,
6304,111563.1,119.077139,114.146033,-2.325483,-1.698522,
6305,111580.8,119.106177,114.173392,-2.331517,-1.7077909999999998,
6306,111598.5,119.136099,114.199728,-2.335432,-1.715049,
6307,111616.2,119.165625,114.226446,-2.337832,-1.717533,
6308,111633.9,119.1957,114.253729,-2.339578,-1.7170969999999999,
6309,111651.6,119.225317,114.2806,-2.339459,-1.715389,
6310,111669.3,119.25524,114.307288,-2.335585,-1.709081,
6311,111687.0,119.285376,114.334082,-2.333569,-1.7044279999999998,
6312,111704.7,119.314185,114.36106,-2.338365,-1.707849,
6313,111722.4,119.343558,114.388037,-2.343088,-1.711442,
6314,111740.1,119.373068,114.414526,-2.347898,-1.7154599999999998,
6315,111757.8,119.402182,114.442038,-2.350982,-1.7171610000000002,
6316,111775.5,119.432242,114.468726,-2.353958,-1.715849,
6317,111793.2,119.461783,114.495734,-2.355562,-1.715677,
6318,111810.9,119.491476,114.522848,-2.353872,-1.713685,
6319,111828.6,119.521017,114.549948,-2.35145,-1.7113939999999999,
6320,111846.3,119.550085,114.577094,-2.352108,-1.7154729999999998,
6321,111864.0,119.579215,114.603949,-2.357788,-1.7294810000000003,
6322,111881.7,119.608511,114.630774,-2.363385,-1.740453,
6323,111899.4,119.637564,114.65795,-2.366557,-1.7400619999999998,
