H2O-NH3 15wt% Specific Heat - Large HF,,,,
Creation Date : 10/14/2022 1:35:53 PM,,,,
User : admin,,,,
,,,,
HeatFlow :,,,,
 Initial Mass : 3815.3 mg,,,,
 Molar Mass : 17 g/mol,,,,
,,,,
Index,Time(s),Furnace Temperature(K),Sample Temperature(K),HeatFlow(mW)
1,0,318.910727,319.007681,-1368.494967
2,17.7,318.888609,319.003077,-1288.330168
3,35.4,318.866892,318.998793,-1212.980362
4,53.1,318.845854,318.99491,-1142.152037
5,70.8,318.825034,318.990565,-1075.547345
6,88.5,318.804449,318.986422,-1012.916212
7,106.2,318.784926,318.981421,-954.013993
8,123.9,318.765356,318.978274,-898.631274
9,141.6,318.745715,318.974326,-846.501102
10,159.3,318.727145,318.970519,-797.486469
11,177,318.70909,318.966498,-751.339814
12,194.7,318.689684,318.96245,-707.928434
13,212.4,318.671851,318.958605,-667.085089
14,230.1,318.65396,318.955119,-628.634195
15,247.8,318.635848,318.951273,-592.467372
16,265.5,318.618414,318.947031,-558.408898
17,283.2,318.600481,318.943621,-526.394068
18,300.9,318.582552,318.939101,-496.105048
19,318.6,318.565993,318.935553,-467.55781
20,336.3,318.547923,318.931769,-440.661747
21,354,318.531565,318.927641,-415.333773
22,371.7,318.514815,318.923159,-391.489188
23,389.4,318.497774,318.919016,-369.035767
24,407.1,318.481192,318.915389,-347.896909
25,424.8,318.464396,318.911227,-327.99536
26,442.5,318.448431,318.906424,-309.264332
27,460.2,318.432169,318.902537,-291.627595
28,477.9,318.415888,318.897974,-275.025149
29,495.6,318.400599,318.893652,-259.387481
30,513.3,318.383105,318.889868,-244.659065
31,531,318.368056,318.885481,-230.787531
32,548.7,318.351614,318.880503,-217.72394
33,566.4,318.336047,318.87538,-205.418154
34,584.1,318.320322,318.871397,-193.822756
35,601.8,318.304758,318.866255,-182.902002
36,619.5,318.289172,318.861693,-172.621769
37,637.2,318.273589,318.857329,-162.940286
38,654.9,318.258101,318.851969,-153.824826
39,672.6,318.242854,318.846869,-145.207925
40,690.3,318.227129,318.84207,-137.069716
41,708,318.212221,318.837244,-129.396913
42,725.7,318.196696,318.832186,-122.170312
43,743.4,318.181666,318.826765,-115.357028
44,761.1,318.166121,318.821268,-108.943567
45,778.8,318.150656,318.816805,-102.895767
46,796.5,318.135352,318.811144,-97.202667
47,814.2,318.119746,318.805586,-91.836022
48,831.9,318.104559,318.800028,-86.781677
49,849.6,318.090006,318.793829,-82.017228
50,867.3,318.073904,318.789229,-77.525358
51,885,318.059592,318.783289,-73.289704
52,902.7,318.043471,318.777213,-69.294014
53,920.4,318.027647,318.772112,-65.528617
54,938.1,318.012877,318.765875,-61.976253
55,955.8,317.997053,318.759898,-58.622694
56,973.5,317.98073,318.753744,-55.451758
57,991.2,317.965086,318.747805,-52.466816
58,1008.9,317.94948,318.741488,-49.640226
59,1026.6,317.933638,318.735689,-46.952058
60,1044.3,317.918089,318.729056,-44.388533
61,1062,317.901629,318.723219,-41.946397
62,1079.7,317.884512,318.716425,-39.62401
63,1097.4,317.867613,318.709887,-37.408524
64,1115.1,317.85137,318.703749,-35.30449
65,1132.8,317.834353,318.697474,-33.306027
66,1150.5,317.817831,318.690382,-31.40825
67,1168.2,317.800154,318.683688,-29.61114
68,1185.9,317.782519,318.676775,-27.905094
69,1203.6,317.764983,318.669741,-26.291122
70,1221.3,317.745974,318.662569,-24.758098
71,1239,317.7283,318.655535,-23.305338
72,1256.7,317.70975,318.6486,-21.924584
73,1274.4,317.691138,318.641486,-20.619212
74,1292.1,317.672247,318.634196,-19.377755
75,1309.8,317.652979,318.626543,-18.202071
76,1327.5,317.632639,318.618773,-17.085916
77,1345.2,317.613032,318.610842,-16.03064
78,1362.9,317.59231,318.603651,-15.023752
79,1380.6,317.571589,318.595923,-14.067124
80,1398.3,317.549895,318.587214,-13.161941
81,1416,317.528715,318.579722,-12.299579
82,1433.7,317.506602,318.571112,-11.477192
83,1451.4,317.484427,318.563143,-10.696961
84,1469.1,317.46118,318.556071,-9.955846
85,1486.8,317.437991,318.547324,-9.249483
86,1504.5,317.414145,318.538496,-8.573981
87,1522.2,317.38988,318.52973,-7.927988
88,1539.9,317.365336,318.521464,-7.314034
89,1557.6,317.340517,318.512942,-6.727569
90,1575.3,317.314761,318.503149,-6.166743
91,1593,317.288565,318.494292,-5.630027
92,1610.7,317.261992,318.484877,-5.119958
93,1628.4,317.235083,318.475581,-4.627595
94,1646.1,317.206538,318.46694,-4.157152
95,1663.8,317.17887,318.456393,-3.70712
96,1681.5,317.149432,318.44678,-3.275972
97,1699.2,317.12039,318.436827,-2.856628
98,1716.9,317.091113,318.426257,-2.459546
99,1734.6,317.060278,318.416625,-2.07494
100,1752.3,317.029425,318.405974,-1.69809
101,1770,316.997519,318.395624,-1.341477
102,1787.7,316.964419,318.384974,-0.998356
103,1805.4,316.931239,318.373988,-0.663495
104,1823.1,316.898055,318.362242,-0.340101
105,1840.8,316.863242,318.351038,-0.026149
106,1858.5,316.82841,318.340269,0.274312
107,1876.2,316.79288,318.328543,0.570898
108,1893.9,316.756712,318.316046,0.857873
109,1911.6,316.719771,318.304282,1.133043
110,1929.3,316.682566,318.292815,1.409061
111,1947,316.643854,318.280554,1.675467
112,1964.7,316.60504,318.268034,1.9353
113,1982.4,316.564833,318.255175,2.189569
114,2000.1,316.524424,318.242617,2.439288
115,2017.8,316.483401,318.228823,2.680578
116,2035.5,316.441561,318.215388,2.921197
117,2053.2,316.398528,318.201651,3.156085
118,2070.9,316.354697,318.187899,3.391146
119,2088.6,316.310648,318.173308,3.617272
120,2106.3,316.265665,318.158797,3.843233
121,2124,316.219466,318.145144,4.073078
122,2141.7,316.172869,318.130114,4.297532
123,2159.4,316.125635,318.115286,4.520978
124,2177.1,316.076949,318.099879,4.744431
125,2194.8,316.028639,318.084433,4.971263
126,2212.5,315.978319,318.068709,5.194896
127,2230.2,315.926966,318.052824,5.418703
128,2247.9,315.875514,318.036505,5.643023
129,2265.6,315.822966,318.019327,5.863978
130,2283.3,315.768664,318.00334,6.086451
131,2301,315.714842,317.985251,6.307927
132,2318.7,315.658492,317.967753,6.531261
133,2336.4,315.602084,317.950396,6.749876
134,2354.1,315.543364,317.932124,6.971877
135,2371.8,315.483828,317.913573,7.193378
136,2389.5,315.424155,317.895357,7.416233
137,2407.2,315.362532,317.875971,7.639776
138,2424.9,315.299353,317.857123,7.866191
139,2442.6,315.236296,317.83718,8.092113
140,2460.3,315.171011,317.816557,8.321252
141,2478,315.104948,317.796492,8.551913
142,2495.7,315.03728,317.776171,8.78697
143,2513.4,314.96889,317.755053,9.024403
144,2531.1,314.897379,317.733317,9.266742
145,2548.8,314.826151,317.711897,9.510099
146,2566.5,314.753367,317.689783,9.756676
147,2584.2,314.679175,317.666872,10.009174
148,2601.9,314.602892,317.643446,10.259658
149,2619.6,314.526549,317.620757,10.515716
150,2637.3,314.447703,317.596987,10.774491
151,2655,314.368102,317.571967,11.038518
152,2672.7,314.287264,317.547743,11.304406
153,2690.4,314.203665,317.521967,11.574367
154,2708.1,314.119746,317.496172,11.848896
155,2725.8,314.034434,317.469778,12.125299
156,2743.5,313.948328,317.443842,12.410823
157,2761.2,313.859736,317.416434,12.694347
158,2778.9,313.769793,317.388945,12.982609
159,2796.6,313.678179,317.361597,13.277297
160,2814.3,313.585928,317.333231,13.578085
161,2832,313.492209,317.304171,13.876867
162,2849.7,313.397131,317.274653,14.185965
163,2867.4,313.30033,317.245253,14.497778
164,2885.1,313.202528,317.214102,14.818233
165,2902.8,313.102923,317.183669,15.142073
166,2920.5,313.002379,317.151522,15.470335
167,2938.2,312.900145,317.119715,15.802833
168,2955.9,312.797137,317.086852,16.138904
169,2973.6,312.692099,317.053789,16.478202
170,2991.3,312.586127,317.019991,16.828333
171,3009,312.478686,316.985877,17.180175
172,3026.7,312.370108,316.950705,17.539816
173,3044.4,312.259623,316.915392,17.902519
174,3062.1,312.149016,316.879385,18.273187
175,3079.8,312.035666,316.842642,18.650472
176,3097.5,311.922339,316.805796,19.029975
177,3115.2,311.807574,316.767283,19.418305
178,3132.9,311.691199,316.729723,19.813063
179,3150.6,311.574748,316.690649,20.213778
180,3168.3,311.455988,316.651179,20.620264
181,3186,311.336951,316.610793,21.046213
182,3203.7,311.217299,316.569548,21.472374
183,3221.4,311.09614,316.528166,21.899912
184,3239.1,310.97452,316.48601,22.331884
185,3256.8,310.851153,316.443434,22.772842
186,3274.5,310.726576,316.40016,23.217222
187,3292.2,310.601542,316.356428,23.669916
188,3309.9,310.475909,316.312022,24.127213
189,3327.6,310.349165,316.266421,24.587605
190,3345.3,310.221648,316.220541,25.0553
191,3363,310.092799,316.17462,25.527929
192,3380.7,309.964148,316.126971,26.010087
193,3398.4,309.833968,316.079256,26.492959
194,3416.1,309.703726,316.031645,26.98262
195,3433.8,309.572234,315.981665,27.476932
196,3451.5,309.440466,315.932818,27.972608
197,3469.2,309.3076,315.8823,28.476976
198,3486.9,309.175318,315.831545,28.984094
199,3504.6,309.041499,315.77989,29.498032
200,3522.3,308.907526,315.727004,30.014066
201,3540,308.772993,315.6738,30.535558
202,3557.7,308.637949,315.620974,31.058776
203,3575.4,308.502676,315.567072,31.589501
204,3593.1,308.366827,315.51261,32.11876
205,3610.8,308.230479,315.457556,32.656535
206,3628.5,308.094313,315.401125,33.194726
207,3646.2,307.957072,315.344534,33.737026
208,3663.9,307.820547,315.286612,34.281775
209,3681.6,307.683009,315.229136,34.831975
210,3699.3,307.544676,315.170752,35.38309
211,3717,307.406206,315.112387,35.934598
212,3734.7,307.268015,315.052412,36.490934
213,3752.4,307.12863,314.992278,37.048171
214,3770.1,306.989607,314.931406,37.607853
215,3787.8,306.85068,314.8697,38.167103
216,3805.5,306.711752,314.808691,38.730278
217,3823.2,306.5712,314.745451,39.293573
