index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc
6001,106200.0,110.055502,110.725699,0.25092,1.559581,
6002,106217.7,110.053091,110.722693,0.252782,1.56152,
6003,106235.4,110.050833,110.72074,0.251858,1.5651700000000002,
6004,106253.1,110.048209,110.717032,0.254959,1.5737999999999999,
6005,106270.8,110.046759,110.714285,0.258367,1.578887,
6006,106288.5,110.044119,110.711432,0.259301,1.5805420000000001,
6007,106306.2,110.041907,110.708868,0.261472,1.581508,
6008,106323.9,110.039679,110.706473,0.255288,1.573474,
6009,106341.6,110.037756,110.704413,0.258695,1.5715029999999999,
6010,106359.3,110.036154,110.700827,0.256846,1.5678100000000001,
6011,106377.0,110.035254,110.697684,0.251591,1.563911,
6012,106394.7,110.036093,110.694937,0.250358,1.561795,
6013,106412.4,110.038718,110.692343,0.254695,1.575497,
6014,106430.1,110.043845,110.690146,0.248819,1.5696979999999998,
6015,106447.8,110.051154,110.68714,0.242945,1.568698,
6016,106465.5,110.060568,110.684515,0.239235,1.5628140000000001,
6017,106483.2,110.073889,110.682654,0.234906,1.5585630000000001,
6018,106500.9,110.090552,110.679907,0.225935,1.546779,
6019,106518.6,110.110327,110.677283,0.21913,1.534615,
6020,106536.3,110.134024,110.674597,0.222539,1.537131,
6021,106554.0,110.160574,110.672324,0.220686,1.535989,
6022,106571.7,110.191168,110.67066,0.218212,1.535508,
6023,106589.4,110.224966,110.668402,0.205525,1.529293,
6024,106607.1,110.261557,110.666922,0.18417,1.510565,
6025,106624.8,110.300787,110.665213,0.171481,1.498584,
6026,106642.5,110.343405,110.663794,0.154149,1.481646,
6027,106660.2,110.387015,110.662634,0.137435,1.470111,
6028,106677.9,110.433798,110.661337,0.119174,1.450637,
6029,106695.6,110.481634,110.660773,0.104935,1.435194,
6030,106713.3,110.530646,110.660361,0.08822,1.4140759999999999,
6031,106731.0,110.580847,110.659949,0.063147,1.3906610000000001,
6032,106748.7,110.631689,110.659567,0.033431,1.355272,
6033,106766.4,110.683417,110.660055,0.002786,1.3250089999999999,
6034,106784.1,110.734091,110.6603,-0.023216,1.301312,
6035,106801.8,110.785727,110.661169,-0.056646,1.269864,
6036,106819.5,110.837302,110.661444,-0.085124,1.242408,
6037,106837.2,110.888296,110.663077,-0.117934,1.210944,
6038,106854.9,110.93833,110.664374,-0.151672,1.183008,
6039,106872.6,110.988974,110.666067,-0.188814,1.1443379999999999,
6040,106890.3,111.038809,110.668143,-0.223788,1.1148419999999999,
6041,106908.0,111.087897,110.669943,-0.273308,1.0679340000000002,
6042,106925.7,111.135901,110.672125,-0.308898,1.0308130000000002,
6043,106943.4,111.183615,110.675207,-0.355628,0.9854229999999999,
6044,106961.1,111.229575,110.677878,-0.39988,0.941233,
6045,106978.8,111.275031,110.681052,-0.447224,0.8879009999999998,
6046,106996.5,111.320425,110.684332,-0.500136,0.8302809999999999,
6047,107014.2,111.363684,110.688071,-0.550567,0.7875449999999999,
6048,107031.9,111.406302,110.691428,-0.597594,0.7456720000000001,
6049,107049.6,111.449103,110.694891,-0.652664,0.6919339999999999,
6050,107067.3,111.490042,110.699652,-0.703701,0.642864,
6051,107085.0,111.529974,110.703757,-0.750406,0.599398,
6052,107102.7,111.569891,110.708487,-0.801128,0.5500010000000001,
6053,107120.4,111.608023,110.712836,-0.854014,0.49336199999999986,
6054,107138.1,111.646368,110.717795,-0.896682,0.4447160000000001,
6055,107155.8,111.683432,110.723227,-0.943366,0.3936479999999999,
6056,107173.5,111.719717,110.727942,-0.993764,0.34838800000000003,
6057,107191.2,111.755713,110.73313,-1.055912,0.29234000000000004,
6058,107208.9,111.790854,110.738745,-1.102583,0.25143499999999985,
6059,107226.6,111.825674,110.744452,-1.156364,0.2018390000000001,
6060,107244.3,111.860465,110.750372,-1.210758,0.14686200000000005,
6061,107262.0,111.89324,110.756934,-1.264213,0.09282999999999997,
6062,107279.7,111.926733,110.76348,-1.312096,0.04405199999999998,
6063,107297.4,111.959387,110.768988,-1.356273,-0.002615000000000034,
6064,107315.1,111.991003,110.776007,-1.401049,-0.0514619999999999,
6065,107332.8,112.022971,110.782278,-1.452633,-0.10489300000000013,
6066,107350.5,112.053976,110.789557,-1.510386,-0.16290399999999994,
6067,107368.2,112.084799,110.79566,-1.559487,-0.20084900000000006,
6068,107385.9,112.115363,110.803122,-1.607331,-0.24135000000000018,
6069,107403.6,112.145987,110.809653,-1.6558,-0.292621,
6070,107421.3,112.175528,110.817084,-1.698069,-0.33483799999999997,
6071,107439.0,112.20484,110.824683,-1.74095,-0.383057,
