T(K),Fc,X,m(mol/kg),cp(J/gK),cpm(J/molK)
181.8958075,0.8454114630774766,0.31694583792748726,27.245185060044292,4.002060781751748,70.9523144570265
181.924124,0.8453874402671065,0.31689555165735495,27.238857052042516,3.5067993772685564,62.17203257185661
181.95286,0.8453623976109987,0.3168445183019418,27.232435983527942,3.6540719927475664,64.7832187458582
181.981585,0.8453376301647718,0.3167935023429531,27.226018062625528,3.5399441413432706,62.76002508980981
182.0101495,0.8453125883481221,0.3167427692989422,27.2196366834964,3.846582449952521,68.19664585249795
182.038313,0.8452880813598537,0.3166927463674986,27.213345552586855,3.958711098239107,70.18479407155698
182.066668,0.8452637174666352,0.31664238118223204,27.207012308663156,3.7279598280491086,66.09394973122325
182.0952135,0.8452388603921198,0.31659167546226785,27.200637186677206,3.8065490536885846,67.48747535980323
182.1237855,0.8452141479965017,0.3165409204838489,27.19425681884826,3.7019855951984333,65.63382973264751
182.152121,0.8451892267991381,0.31649058344714953,27.187929926034172,3.998193072553914,70.88560392994414
182.180323,0.8451649075344293,0.31644048140481207,27.181633495109075,3.787595958828893,67.15203527555649
182.208781,0.8451402004780587,0.3163899223655214,27.175280568000083,3.750210844967392,66.48941109351932
182.23707050000002,0.8451154183449173,0.3163396604801934,27.168965910740926,3.9398829286511328,69.85240706760197
182.26561550000002,0.8450909865515016,0.3162889424047381,27.16259488108835,3.5531076352535913,62.99523383279622
182.294123,0.8450657416724302,0.31623828869466564,27.15623288013784,4.007596462555761,71.0533536233825
182.322451,0.8450413573243328,0.3161879516752274,27.149911588590154,3.7342147397780727,66.20657858570857
182.35085149999998,0.8450164067192641,0.3161374835575271,27.143574768024653,3.9486223205906,70.00816840118527
182.379176,0.8449918782905905,0.3160871482147934,27.137255550340033,3.7805124378345543,67.02781316605717
182.40743500000002,0.8449670419877325,0.31603692699072683,27.130951586330106,3.959401252420012,70.19968321445101
182.43571300000002,0.8449426099352692,0.31598666970573763,27.1246440225016,3.6956371481254493,65.52336880156982
182.46441099999998,0.844917722421547,0.3159356636117107,27.11824342668098,3.520818175617017,62.42402505982557
182.49312049999997,0.8448925395177108,0.3158846346841421,27.11184092061923,3.625043812769431,64.27213221769017
182.5215705,0.8448676135108284,0.31583406462140545,27.105496929713166,3.6958694053362957,65.528063008304
182.549887,0.8448428652099973,0.3157837294927845,27.09918334242018,3.700939768789597,65.61815131011889
182.5779175,0.8448181541510195,0.31573390041943766,27.092934145067716,3.9181532351130786,69.46957427457278
182.606337,0.8447938876416992,0.3156833774451115,27.086598852916868,3.3576417376710626,59.531776131118306
182.634909,0.8447684784614323,0.31563258092687274,27.08023020293114,3.7822206618033287,67.0598564271764
182.66290099999998,0.8447439273332223,0.3155828131750933,27.07399145210009,3.848074325192399,68.22765643954773
182.6913625,0.8447195142553908,0.31553220825493694,27.06764868636537,3.362351507084764,59.61580081286813
182.7200685,0.844694123431768,0.3154811661131617,27.061252069749166,3.616833589514406,64.12805581157804
182.74829749999998,0.844669264148973,0.3154309696652913,27.054962366048937,3.756267895508511,66.60048025713687
182.77646099999998,0.8446446899905494,0.315380887244225,27.04868786929392,3.657930264139091,64.85709280009894
182.804377,0.8446199272323293,0.31533124252307404,27.04246911501933,3.974648993327696,70.47288972516375
182.832438,0.8445957689355875,0.31528133749516696,27.03621866224732,3.5536020972746645,63.00765913912272
182.8607275,0.8445707338664484,0.31523102359751226,27.029917922060317,3.8093368785408432,67.54219773610875
182.88933,0.8445461570090513,0.31518015045783276,27.023548090091275,3.344073941020533,59.29293542571488
182.9178945,0.8445205541184462,0.3151293423226238,27.017187341846697,3.9161100144361103,69.43576672572172
182.94621899999999,0.8444960256009786,0.31507895851619383,27.01088064787606,3.626499476144711,64.30092665076158
182.974314,0.8444708250980215,0.31502898041091537,27.00462565336562,4.203329460888194,74.52882857816982
183.00239399999998,0.8444466816121488,0.3149790264529901,26.998374593058504,3.6989191904146668,65.58536760834436
183.03105399999998,0.8444214889150766,0.31492803805408504,26.991995026632658,3.725780075946214,66.06183085861512
183.0593895,0.8443963078393679,0.31487762434197286,26.985688297439104,4.015752841380661,71.20354671865921
183.0872675,0.8443716669606902,0.31482802204087035,26.97948398113079,4.153180952562274,73.64050303311373
183.1155345,0.8443472721449106,0.3147777250003453,26.9731936831718,3.6759317081045704,65.17853370877313
183.144385,0.8443219284604683,0.31472638698589883,26.966774150150332,3.6219664113418655,64.22185638907364
183.1727625,0.8442964879977496,0.31467588795656704,26.96046046588208,4.063506050348699,72.05109926635814
183.200785,0.844271958268907,0.31462601802961,26.954226348758677,3.892724936847057,69.0231325882414
183.2289375,0.8442471243536123,0.31457591409848085,26.947963892904163,3.9080055145807,69.29427740249761
183.257109,0.8442223473016484,0.31452577367897566,26.941697792886625,3.8444812481864097,68.16810233030971
183.2851505,0.8441974614028246,0.31447586196781896,26.935461185152338,4.001609715457121,70.95441687599045
183.31350550000002,0.8441728952323297,0.3144253895292544,26.929155436406315,3.5555703076178484,63.04566650797052
183.3421045,0.8441474375770177,0.3143744799800172,26.92279601795085,3.7650049229255367,66.7594564598913
183.37024150000002,0.8441224221618159,0.3143243901003483,26.916539911013484,3.9361775537473407,69.79481777530748
183.398539,0.8440977611752432,0.3142740117374767,26.910248695093955,3.6048267671687566,63.9196159991471
183.4268555,0.8440724434961125,0.3142235967655226,26.903953832792702,3.901892646181513,69.18729256654534
183.4551565,0.8440477303848202,0.314173206594421,26.897662991934958,3.608522974005269,63.985527624412335
183.4836905,0.8440224210467452,0.314122398721615,26.89132093998139,3.699047735065967,65.59088461237818
