NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3456.04673380719,4559.42505614607,5537.11846626547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5845.95839792496,5683.35432474921,5533.54135901132,5396.30979346226,5271.25027988094,5157.78408822114,5055.19623422128,4962.67040331917,4879.3244472641,4804.24516130475,4736.52106827003,4675.27203671726,4619.67473150013,4568.98311896854,4522.54350508042,4479.80385260444,4440.31738575039,4403.74073422261,4369.82708683592,4338.41501586585,4309.41379920119,4282.78621060643,4258.52986799588,4236.6583175122,4217.18307040868,4200.09777623852,4185.36558509425,4172.91050893181,4162.61324349959,4154.31149143287,4147.80439153113,4142.8602785613,4139.22673409046,4136.64177860274,4134.84510093938,4133.58839362708
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3016.80474075838,4002.77049295119,4879.55715188786,5651.22531770388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5904.77097549982,5746.4729030318,5598.95121930486,5462.42032251373,5336.86677766826,5222.07137714705,5117.63526142723,5023.00943381285,4937.52675754952,4860.43533490551,4790.93205196591,4728.1950390998,4671.41384618124,4619.81625646889,4572.69084968023,4529.40465482718,4489.4154866261,4452.27881660284,4417.64927564148,4385.27710803936,4355.00009310265,4326.7316188951,4300.44573678393,4276.16014754397,4253.91816867864,4233.77079984229,4215.76002204783,4199.90441409941,4186.18802467879,4174.5531899075,4164.89764382626,4157.07586832666,4150.90422621971,4146.16908100334,4142.6368842797,4140.06513594713,4138.21319019205,4136.85206052823
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2708.36443841749,3590.7849437985,4377.82229004845,5073.02787467976,5680.47445965354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5931.10802405133,5781.33057188441,5639.86047631485,5507.31714797612,5384.08146740432,5270.3090567672,5165.94800183892,5070.76081866043,4984.35018284256,4906.18768181436,4835.64463418958,4772.02386500176,4714.59124415911,4662.60579397996,4615.34724802118,4572.14008812535,4532.37328442435,4495.51519520775,4461.12333058567,4428.84892804074,4398.43651551969,4369.71884007362,4342.60771409145,4317.08147813233,4293.16990278236,4270.93745446551,4250.46593001545,4231.83751328755,4215.11930770775,4200.35033029775,4187.53179643491,4176.62127312868,4167.53094488831,4160.12985680157,4154.24962901398,4149.69283515697,4146.24305235481,4143.6755448138,4141.76762901028,4140.30795339085
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3289.43886399805,3996.33133744895,4622.61666229597,5171.83921196081,5647.87695828468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5920.90558137823,5783.84788235345,5652.29823043278,5527.23702346694,5409.4108143298,5299.33749861839,5197.31563180137,5103.43807834868,5017.60995004565,4939.57052758571,4868.91860024966,4805.1404255032,4747.6393243921,4695.76580619559,4648.84706719676,4606.21473648555,4567.22984173701,4531.30412853816,4497.91707186603,4466.62814907516,4437.0841817013,4409.02178248119,4382.26515246472,4356.71965440176,4332.3617412631,4309.22594520488,4287.38973648427,4266.95714628468,4248.04210995525,4230.75251874055,4215.17595265048,4201.36798512109,4189.34378528436,4179.07349197949,4170.48151068199,4163.44952744079,4157.82269524984,4153.41818284382,4150.035125202,4147.46499567101,4145.50152016803,4143.94944093406
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3073.38743208229,3708.45256690723,4272.47839772256,4768.57450868804,5200.12225398365,5570.70880243205,5884.06561108098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5992.76060891567,5871.34013299724,5750.94304467217,5633.06333862432,5518.98167820848,5409.76135213226,5306.24695270511,5209.06637680122,5118.63663247713,5035.17376323714,4958.70698792662,4889.09691202091,4826.05741454417,4769.18057512069,4717.96379880381,4671.83814086771,4630.19674344088,4592.42227799987,4557.91234236204,4526.10188092936,4496.48186967496,4468.61371599562,4442.13904981307,4416.7848088885,4392.36373393748,4368.77057804081,4345.9744953848,4324.00820657565,4302.954644984,4282.93187503846,4264.07714136449,4246.53095453181,4230.42213563915,4215.85471252298,4202.89746703118,4191.57676188445,4181.87302605058,4173.72096700909,4167.0132440689,4161.6070290316,4157.33264886211,4154.00338515146,4151.42550839291,4149.40773701154,4147.76949806089
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2923.439969712,3493.91751981941,4001.57612984774,4449.16573992293,4839.65905126443,5176.19887356217,5462.0489518159,5700.54967936979,5895.07934895316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5973.02278860999,5879.08474801147,5781.04730277392,5680.78515019681,5579.99595449086,5480.19172845269,5382.69127171649,5288.61427723455,5198.87774088426,5114.1952822932,5035.07990457976,4961.85058751549,4894.64292854994,4833.42383022143,4778.00999638877,4728.0897623683,4683.247565772,4642.9901850089,4606.77374722521,4574.03044789412,4544.19393476099,4516.72238689287,4491.11845621403,4466.94542018089,4443.83910323603,4421.51534383916,4399.77299729689,4378.4926598681,4357.63146889241,4337.214474078,4317.32318794074,4298.08201275878,4279.64331166211,4262.17194454095,4245.83012225145,4230.76343566598,4217.08887456645,4204.88554880911,4194.18864938644,4184.98694146741,4177.22378463139,4170.8013643065,4165.58754013363,4161.42451668106,4158.13844965138,4155.54912322091,4153.47895466506,4151.76076758359
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2824.86084834794,3337.08126951644,3793.59692421633,4196.85874908525,4549.50075088908,4854.29784523247,5114.12640433906,5331.92860914831,5510.6810979569,5653.36798685272,5762.95804890033,5842.38564639432,5894.53489138236,5922.22644758003,5928.20636945723,5915.13639213127,5885.58513187878,5842.01972654677,5786.79753409132,5722.15761287488,5650.21182609023,5572.93554112709,5492.15802815217,5409.55279463902,5326.62821661248,5244.71893436399,5164.97856108651,5088.37429817844,5015.6840529763,4947.49660797655,4884.21529320482,4826.06546786232,4773.10593108985,4725.24416685345,4682.25510072909,4643.80282541608,4609.46455634292,4578.7559263164,4551.15663252436,4526.13541860846,4503.17341073768,4481.78492484104,4461.53501186472,4442.05319439657,4423.04305448816,4404.28754241034,4385.65007502957,4367.07166990987,4348.5645111692,4330.20246423449,4312.10915141265,4294.44427319643,4277.38891579897,4261.13062508967,4245.84904735422,4231.70292859888,4218.81921224001,4207.28486517017,4197.14188545419,4188.38570506715,4180.96691882714,4174.79598232449,4169.75027152669,4165.68272530759,4162.43122437865,4159.82789883087,4157.70768318184,4155.91561972938
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2766.19895469604,3225.72196326829,3635.73969495417,3998.45296797299,4316.21296112309,4591.48747086324,4826.82923626729,5024.84719208379,5188.18102564349,5319.47908266128,5421.37943922981,5496.49380498101,5547.39382811802,5576.59932451325,5586.56794122605,5579.68578287269,5558.25857223427,5524.50298062393,5480.53784583215,5428.37509317327,5369.91028514373,5306.91284361433,5241.01611028704,5173.70752999168,5106.31934974809,5040.02031576067,4975.80891189866,4914.50870833187,4856.76637120295,4803.05281944336,4753.66790280627,4708.74881996347,4668.28230588044,4632.12040670567,4599.99944446497,4571.56157108392,4546.37813953489,4523.97399478794,4503.8517200041,4485.51486968621,4468.48928061514,4452.34166658635,4436.69486243717,4421.23927152489,4405.74027233873,4390.04153886674,4374.06441293009,4357.8036261808,4341.31980061853,4324.72925939726,4308.19175775792,4291.89680204832,4276.04926718989,4260.85505070139,4246.50751054974,4233.17541514274,4220.99307321688,4210.05319600716,4200.40286712314,4192.04276276875,4184.92949791836,4178.98070814328,4174.08225329401,4170.09678422289,4166.8728675936,4164.25391604865,4162.08630178087,4160.22620905665
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2738.46379863783,3150.19415737683,3517.85794713694,3843.44504146804,4129.06839915917,4376.93715579703,4589.33124406643,4768.57822008533,4917.03258520061,5037.05762959298,5131.00964275621,5201.22421440352,5250.0042743027,5279.60948191809,5292.24656991816,5290.06026471602,5275.12444857093,5249.43328849565,5214.89213475011,5173.30808338869,5126.38019993139,5075.68951062117,5022.68897859207,4968.69378805647,4914.8723527,4862.2385365498,4811.64561838004,4763.78253681183,4719.17291720128,4678.17730060087,4640.99887079452,4607.69281317707,4578.17924899732,4552.25948388453,4529.63510699528,4509.92929385952,4492.7095184614,4477.51078170937,4463.8584230839,4451.28960305608,4439.3726229637,4427.72337801118,4416.01840521687,4404.00417628982,4391.50247990931,4378.41192453915,4364.70576063074,4350.42636284652,4335.67682613109,4320.61021539634,4305.41707136449,4290.3118198574,4275.51876248289,4261.25834387804,4247.73439010128,4235.12298496637,4223.5635833901,4213.15284152081,4203.94146770865,4195.93417373648,4189.09255428981,4183.34047854045,4178.57137923445,4174.65670367856,4171.45476382847,4168.81928595411,4166.60709344186,4164.6845284908
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2734.535119229,3102.82048136864,3431.84189239331,3723.40937268223,3979.43317019508,4201.90242518376,4392.86491475311,4554.40840534303,4688.64383615887,4797.69034865908,4883.66203272196,4948.65616279157,4994.74263748509,5023.95430743555,5038.27787386323,5039.64506092965,5029.92380565553,5010.90926763646,4984.31453468709,4951.76098719225,4914.76837990325,4874.74480083933,4832.97676725509,4790.6198116554,4748.68998904692,4708.05679205942,4669.43798565432,4633.39686145526,4600.34235908728,4570.53240717856,4544.08070257872,4520.96697971693,4501.05063369508,4484.08736475112,4469.74832417287,4457.64107892833,4447.33158890822,4438.36631809396,4430.29358564457,4422.68330571718,4415.14436097503,4407.33899445624,4398.99377448024,4389.90687254934,4379.95157996555,4369.07616233124,4357.3003027791,4344.70850932682,4331.44095797324,4317.68231341588,4303.64911820927,4289.57637399057,4275.70395870677,4262.26353173987,4249.46656979567,4237.49414108572,4226.48895183372,4216.55007730616,4207.73061638188,4200.03829301958,4193.43879225138,4187.86139525776,4183.20630292139,4179.35293798927,4176.16850525183,4173.51616129216,4171.26227925025,4169.28246026129
