0,0
10,14.8
20,111.43
30,230.66
40,337.89
50,437.49
60,532.56
70,623.92
80,711.48
90,794.93
100,874.14
110,949.38
120,1021.3
130,1090.8
140,1158.82
150,1226.18
160,1293.51
170,1361.21
180,1429.53
190,1498.57
200,1568.35
210,1638.86
220,1710.03
230,1781.79
240,1854.08
250,1926.83
260,1999.98
270,2073.48
273,2095.59
