T(K),j_total,j_sum,c_melt,c_heat,l_heat,l_mix
176.5,36.822931068242255,36.822931068242255,0.3321437306467049,4.414938628144966,32.07186979830459,0.003978911145989849
177.5,38.08405556968675,38.084055569686754,0.35612233472980653,4.428282906211011,33.29559200355989,0.004058325186043438
178.5,37.239074285534315,37.239074285534315,0.3806550280124779,4.441460554784187,32.41281634016003,0.0041423625776235064
179.5,29.5093644655865,29.5093644655865,0.40577708905289367,4.454465667556172,24.644890512784578,0.004231196192857215
180.5,16.567952877399925,16.567952877399925,0.43152505648214806,4.46740439177545,11.664698410968652,0.004325018173675217
181.5,9.45703472130178,9.45703472130178,0.45793689662966264,4.48026979789079,4.514403986092081,0.004424040689246305
182.5,8.572782120710059,8.572782120710059,0.48505217562058733,4.49294293109723,3.5902585171202217,0.004528496872019668
183.5,8.543441243578137,8.543441243578137,0.512912237719799,4.505417051201327,3.5204733127214913,0.004638641935518868
184.5,8.59159962114626,8.59159962114626,0.5415603916609663,4.517685168101314,3.5275993069040448,0.004754754479935372
185.5,8.655011336196734,8.655011336196734,0.5710421067361169,4.529740022389842,3.5493520690757907,0.004877137994984364
186.5,8.719160381089454,8.719160381089456,0.6014052204328548,4.541574064984384,3.571174973100335,0.005006122571880799
187.5,8.787411111174233,8.787411111174233,0.6327001595102358,4.553179435649908,3.59638944917421,0.005142066839878577
188.5,8.860756837184873,8.860756837184871,0.6649801765026729,4.564547940271696,3.625943360264668,0.0052853601458345174
189.5,8.92675287442208,8.926752874422078,0.6983016037685286,4.575671026727803,3.647343818927216,0.005436424998531918
190.5,8.979002224749369,8.979002224749369,0.7327241273802781,4.5866527415476614,3.654029636017994,0.005595719803436068
191.5,9.031381708646615,9.031381708646615,0.768311083365108,4.597482967093369,3.659823916270394,0.005763741917743885
192.5,9.080991136918605,9.080991136918605,0.8051297790127466,4.608038655041707,3.6618816718044567,0.00594103105969541
193.5,9.126766466445185,9.126766466445183,0.8432518422891322,4.618309518719218,3.659076932324955,0.006128173111878756
194.5,9.187036286295683,9.187036286295683,0.8827536026836289,4.628284764105216,3.669672115143336,0.0063258043635022266
195.5,9.272700799667778,9.272700799667778,0.923716507209038,4.63795305333049,3.7044966228847884,0.006534616243461416
196.5,9.368271496802329,9.368271496802329,0.9662275757061816,4.647302465308269,3.747986095184311,0.0067553606035671504
197.5,9.464428852493883,9.464428852493883,1.0103799000777658,4.656320453200714,3.7907396435958414,0.006988855619561997
