T(K),X,m,cp(J/gK),cp_err(%),cpm(J/molK),cp_SMA_1K
268.994343,0.0819999999999999,5.244825244341697,4.240490833795949,0.3353538815604605,76.19743237456575,
269.0240055,0.0819999999999999,5.244825244341697,4.284834946982227,0.3389339920921229,76.99425229427698,
269.0533635,0.0819999999999999,5.244825244341697,4.327230470555256,0.3423450936348586,77.75605798306523,
269.08322150000004,0.0819999999999999,5.244825244341697,4.143388203535224,0.3278237827636665,74.45259400733816,
269.1129325,0.0819999999999999,5.244825244341697,4.371119383624023,0.3458255584197804,78.54469840622043,
269.1422715,0.0819999999999999,5.244825244341697,4.2470082803789575,0.3360186737345048,76.31454445303217,
269.172081,0.0819999999999999,5.244825244341697,4.232921170079741,0.3349271013706487,76.06141299338537,
269.201959,0.0819999999999999,5.244825244341697,4.2268679607535,0.3344790311090096,75.95264279994237,
269.231945,0.0819999999999999,5.244825244341697,4.201444060228002,0.3325216822553625,75.49580041614331,
269.26147000000003,0.0819999999999999,5.244825244341697,4.359927943250433,0.345121433036622,78.34359927537353,
269.29107350000004,0.0819999999999999,5.244825244341697,4.178039373857738,0.330794871595334,75.07524131653793,
269.3206965,0.0819999999999999,5.244825244341697,4.351834281444408,0.344657566311368,78.19816416601965,
269.35068249999995,0.0819999999999999,5.244825244341697,4.077610239374759,0.3230375162106687,73.27062895369201,
269.380953,0.0819999999999999,5.244825244341697,4.265748034423594,0.3380289603674718,76.65127932583319,
269.4101055,0.0819999999999999,5.244825244341697,4.392636100333082,0.3481854553086948,78.9313325555728,
269.439591,0.0819999999999999,5.244825244341697,4.169681025185613,0.33058711040853,74.925050045605,
269.469616,0.0819999999999999,5.244825244341697,4.232191930907111,0.3355789399101888,76.04830928564982,
269.4995435,0.0819999999999999,5.244825244341697,4.1957971896929225,0.3327318831308503,75.39433172947727,4.250474191792263
269.5294315,0.0819999999999999,5.244825244341697,4.242368677145484,0.3364708816269646,76.23117536499879,4.250462792564573
269.5589565,0.0819999999999999,5.244825244341697,4.2987528990121495,0.3409677961615596,77.24434414688527,4.251059861054947
269.588766,0.0819999999999999,5.244825244341697,4.162578206818044,0.3301505704249573,74.79741941428318,4.248153091552986
269.6186145,0.0819999999999999,5.244825244341697,4.287694665763076,0.340063447335527,77.04563861651057,4.250565399544958
269.6482665,0.0819999999999999,5.244825244341697,4.21725907520032,0.3344902182551605,75.77998061628709,4.246758979344563
269.678076,0.0819999999999999,5.244825244341697,4.241787641265988,0.3364595615952666,76.2207347240753,4.244098939807852
269.708033,0.0819999999999999,5.244825244341697,4.175569046989393,0.3312221480353145,75.03085198240859,4.2453491053358725
269.737666,0.0819999999999999,5.244825244341697,4.336007346943561,0.3439581846553252,77.91376978371996,4.246044446064641
269.767024,0.0819999999999999,5.244825244341697,4.2528101563842124,0.3373675777582974,76.41879843491385,4.2469495724962485
269.7968135,0.0819999999999999,5.244825244341697,4.21135365121748,0.3340433154769337,75.67386597951217,4.2453778840888745
269.826623,0.0819999999999999,5.244825244341697,4.2485559685677305,0.3369129578316442,76.34235488128756,4.245859991007609
269.8562755,0.0819999999999999,5.244825244341697,4.258573788937911,0.3375839523283172,76.52236521974031,4.24237556713544
269.8859575,0.0819999999999999,5.244825244341697,4.243113688506407,0.3362446256286548,76.24456248338136,4.247609335775804
269.91562,0.0819999999999999,5.244825244341697,4.266341580724933,0.3380289603673249,76.66194476668191,4.249925815248552
269.94506049999995,0.0819999999999999,5.244825244341697,4.308700556873486,0.3413402041292388,77.42309373434658,4.245717824009154
269.9745055,0.0819999999999999,5.244825244341697,4.265884142184221,0.3379261620946615,76.65372504787163,4.246687943952941
270.0041875,0.0819999999999999,5.244825244341697,4.2401032600544815,0.3359058116377893,76.19046805719941,4.2475321750770645
270.033732,0.0819999999999999,5.244825244341697,4.305135275654948,0.3410957197024892,77.35902915192118,4.248194058381873
270.0633155,0.0819999999999999,5.244825244341697,4.2284003074886085,0.3350280826837409,75.98017755742661,4.249954780266949
270.09317450000003,0.0819999999999999,5.244825244341697,4.225406675262237,0.3348037624124332,75.92638494282991,4.245953321599465
270.12298450000003,0.0819999999999999,5.244825244341697,4.241701096810599,0.3361316117079537,76.21917960568325,4.248127840934137
270.1530395,0.0819999999999999,5.244825244341697,4.1565669361307975,0.3294002426812275,74.68940281676431,4.247627221084007
270.1829765,0.0819999999999999,5.244825244341697,4.275426798032439,0.3388191632890625,76.8251971491372,4.24998866738295
270.21258,0.0819999999999999,5.244825244341697,4.250509545531637,0.3367994942442424,76.37745872997635,4.25125035149869
