T(K),Fc,X,m(mol/kg),cp(J/gK),cp_err(%),cpm(J/molK),cp_SMA_1K
181.8958075,0.8359468587760976,0.3169458379274872,27.24518506004429,3.9777101326266746,0.4888766748643361,70.52060314423663,
181.924124,0.8359213651814192,0.3168955516573549,27.23885705204252,3.510821952737769,0.4840869948452211,62.24334879676408,
181.95286,0.835894789301468,0.3168445183019418,27.232435983527942,3.649396547033641,0.4848715318958073,64.70032754310664,
181.981585,0.8358685054809822,0.3167935023429531,27.226018062625528,3.541650934806369,0.481187308478387,62.79028500247796,
182.0101495,0.8358419304918847,0.3167427692989422,27.2196366834964,3.830398190453968,0.4861977837294805,67.90971265198347,
182.038313,0.835815923075763,0.3166927463674986,27.21334555258685,3.935859843812049,0.4859154569807666,69.77965953497682,
182.066668,0.8357900675156128,0.316642381182232,27.20701230866316,3.71822108444522,0.4818775524151984,65.92128906429285,
182.0952135,0.8357636885793924,0.3165916754622678,27.20063718667721,3.7920753182033766,0.4831924872832525,67.23086606536216,
182.1237855,0.835737463179961,0.3165409204838489,27.19425681884826,3.6933427414727102,0.4800971136424937,65.48059748058958,
182.152121,0.8357110161950037,0.3164905834471495,27.18792992603417,3.972261921210817,0.4848662282511423,70.42585991803726,
182.180323,0.8356852079957209,0.316440481404812,27.181633495109075,3.773615199921741,0.484189576475853,66.90416395413857,
182.208781,0.8356589882624296,0.3163899223655214,27.175280568000083,3.738185800890977,0.483999464640566,66.27621292091861,
182.2370705,0.8356326888558306,0.3163396604801934,27.168965910740926,3.9167155619999128,0.4869275558096673,69.44165975472194,
182.2656155,0.8356067612383282,0.3162889424047381,27.16259488108835,3.552051594360377,0.4809126614994036,62.976510633322896,
182.294123,0.8355799707544157,0.3162382886946656,27.15623288013784,3.980118828135048,0.4853615252799666,70.56618429546472,
182.322451,0.835554093487047,0.3161879516752274,27.149911588590157,3.722307968864219,0.4831728558686688,65.9954748814109,
182.3508515,0.835527615293913,0.3161374835575271,27.143574768024653,3.924144912084756,0.4828775975322202,69.57418956057398,
182.379176,0.8355015851247083,0.3160871482147934,27.137255550340036,3.765532493256217,0.4821972556098595,66.76222141283712,3.732180649308624
182.407435,0.8354752282318795,0.3160369269907268,27.130951586330102,3.9339005502898376,0.4866573050546291,69.74755899233783,3.7142641065910733
182.435713,0.8354493003394693,0.3159866697057376,27.1246440225016,3.685152362268005,0.4844986119433141,65.33747433655415,3.7250823621732683
182.464411,0.8354228891004171,0.3159356636117107,27.11824342668098,3.5202148732083702,0.4840939327284339,62.41332852203306,3.7241383056170103
182.4931205,0.8353961643861422,0.3158846346841421,27.11184092061923,3.618223514780185,0.484760008977791,64.15120813600466,3.7417969866544274
182.5215705,0.8353697122972057,0.3158340646214054,27.10549692971317,3.6847606820180503,0.4862497543088058,65.33110444681134,3.7376196724881336
182.549887,0.8353434487942828,0.3157837294927845,27.09918334242018,3.6893368905390913,0.4877395551570225,65.41243074500859,3.7311464511694097
182.5779175,0.8353172248133267,0.3157339004194376,27.09293414506772,3.893819426934104,0.4899583689175578,69.03813140002585,3.7386926201145423
182.606337,0.8352914725993542,0.3156833774451115,27.086598852916868,3.3654415085322964,0.4826217748374843,59.67006789928863,3.747822920292598
182.634909,0.8352645077549894,0.3156325809268727,27.08023020293114,3.76532233467663,0.488231957127376,66.76024424367264,3.746919285726977
182.662901,0.8352384534964808,0.3155828131750933,27.07399145210009,3.8271769923453656,0.48915997279191,67.85713967570663,3.7365876688243214
182.6913625,0.8352125457404148,0.3155322082549369,27.06764868636537,3.369272469353,0.4842222785951572,59.73851216745053,3.7438134448844185
182.7200685,0.8351856003765701,0.3154811661131617,27.06125206974917,3.608868105078688,0.4885453997960787,63.9868242570103,3.747447744113023
182.7482975,0.8351592190968693,0.3154309696652913,27.054962366048937,3.7400564095148905,0.4897880371882638,66.3130426241214,3.7463867790879015
182.776461,0.8351331403981341,0.315380887244225,27.04868786929392,3.6471903321050334,0.4884482856819001,64.66666796465897,3.7540286904203244
182.804377,0.835106861552676,0.315331242523074,27.04246911501933,3.945437365711887,0.4921141729770346,69.95495020015983,3.7536646992577904
182.832438,0.8350812241765418,0.3152813374951669,27.03621866224732,3.5484797720925645,0.4857018661422401,62.91683700703285,3.748652090551178
182.8607275,0.8350546563480677,0.3152310235975122,27.02991792206032,3.7892581100379736,0.4884324011721301,67.18618717685418,3.743505424881801
182.88933,0.8350285747851157,0.3151801504578327,27.023548090091275,3.3506311375124285,0.4825052581743879,59.40919943034662,3.7474932152054503
182.9178945,0.8350014043705959,0.3151293423226238,27.017187341846697,3.889460898114584,0.4866735278613725,68.96325655171565,3.7377436250823637
182.946219,0.8349753741071609,0.3150789585161938,27.01088064787606,3.616354567564626,0.4836505662052511,64.12104877492628,3.743093193986745
182.974314,0.8349486307162678,0.3150289804109153,27.00462565336562,4.159704771115962,0.4901481918991933,73.75532341849491,3.7452509603015147
183.002394,0.8349230090577905,0.3149790264529901,26.998374593058504,3.684192194633688,0.4803018517737307,65.32424391724967,3.7470397628291283
183.031054,0.8348962739506935,0.314928038054085,26.991995026632654,3.709297097656715,0.4805638988282773,65.76957106291837,3.751609584351671
183.0593895,0.8348695511764721,0.3148776243419728,26.985688297439104,3.9823369975248695,0.4855854350463996,70.6110484516814,3.752167777122554
183.0872675,0.8348434016725692,0.3148280220408703,26.97948398113079,4.111635824435304,0.4869664552332904,72.903861849214,3.7487765817062773
183.1155345,0.8348175132966398,0.3147777250003453,26.9731936831718,3.661715531675984,0.4799129014867466,64.92646440821524,3.7675672869311345
