T(K),latentHeat(J/g)
265.42,316.679789808364
265.43,316.70189501831
265.44,316.72399888109
265.45,316.746101397196
265.46,316.768202567122
265.47,316.790302391362
265.48,316.812400870409
265.49,316.834498004755
265.5,316.856593794892
265.51,316.878688241312
265.52,316.900781344507
265.53,316.922873104969
265.54,316.944963523187
265.55,316.967052599653
265.56,316.989140334857
265.57,317.011226729288
265.58,317.033311783437
265.59,317.055395497792
265.6,317.077477872842
265.61,317.099558909077
265.62,317.121638606983
265.63,317.143716967049
265.64,317.165793989763
265.65,317.187869675612
265.66,317.209944025082
265.67,317.232017038661
265.68,317.254088716833
265.69,317.276159060086
265.7,317.298228068904
265.71,317.320295743773
265.72,317.342362085178
265.73,317.364427093603
265.74,317.386490769533
265.75,317.40855311345
265.76,317.430614125839
265.77,317.452673807184
265.78,317.474732157965
265.79,317.496789178667
265.8,317.518844869771
265.81,317.540899231759
265.82,317.562952265113
265.83,317.585003970313
265.84,317.607054347841
265.85,317.629103398176
265.86,317.6511511218
265.87,317.673197519192
265.88,317.69524259083
265.89,317.717286337195
265.9,317.739328758765
265.91,317.761369856018
265.92,317.783409629433
265.93,317.805448079487
265.94,317.827485206658
265.95,317.849521011423
265.96,317.871555494258
265.97,317.893588655641
265.98,317.915620496046
265.99,317.93765101595
266,317.959680215827
266.01,317.981708096154
266.02,318.003734657405
266.03,318.025759900053
266.04,318.047783824574
266.05,318.069806431441
266.06,318.091827721127
266.07,318.113847694105
266.08,318.135866350847
266.09,318.157883691827
266.1,318.179899717516
266.11,318.201914428386
266.12,318.223927824907
266.13,318.245939907552
266.14,318.26795067679
266.15,318.289960133092
266.16,318.311968276928
266.17,318.333975108767
266.18,318.355980629079
266.19,318.377984838333
266.2,318.399987736997
266.21,318.421989325539
266.22,318.443989604428
266.23,318.46598857413
266.24,318.487986235113
266.25,318.509982587845
266.26,318.531977632791
266.27,318.553971370417
266.28,318.57596380119
266.29,318.597954925576
266.3,318.619944744038
266.31,318.641933257043
266.32,318.663920465054
266.33,318.685906368536
266.34,318.707890967952
266.35,318.729874263767
266.36,318.751856256442
266.37,318.773836946441
266.38,318.795816334227
266.39,318.817794420261
266.4,318.839771205005
266.41,318.861746688922
266.42,318.88372087247
266.43,318.905693756112
266.44,318.927665340308
266.45,318.949635625518
266.46,318.971604612201
266.47,318.993572300818
266.48,319.015538691826
266.49,319.037503785685
266.5,319.059467582853
266.51,319.081430083788
266.52,319.103391288948
266.53,319.12535119879
266.54,319.147309813771
266.55,319.169267134347
266.56,319.191223160975
266.57,319.213177894111
266.58,319.235131334211
266.59,319.257083481729
266.6,319.279034337121
266.61,319.300983900841
266.62,319.322932173343
266.63,319.344879155082
266.64,319.366824846511
266.65,319.388769248082
266.66,319.41071236025
266.67,319.432654183466
266.68,319.454594718183
266.69,319.476533964852
266.7,319.498471923925
266.71,319.520408595854
266.72,319.542343981088
266.73,319.564278080078
266.74,319.586210893275
266.75,319.608142421128
266.76,319.630072664087
266.77,319.652001622601
266.78,319.673929297117
266.79,319.695855688086
266.8,319.717780795955
266.81,319.739704621172
266.82,319.761627164183
266.83,319.783548425436
266.84,319.805468405379
266.85,319.827387104456
266.86,319.849304523114
266.87,319.871220661799
266.88,319.893135520956
266.89,319.915049101029
266.9,319.936961402464
266.91,319.958872425705
266.92,319.980782171196
266.93,320.00269063938
266.94,320.0245978307
266.95,320.0465037456
266.96,320.068408384522
266.97,320.090311747908
266.98,320.112213836199
266.99,320.134114649839
267,320.156014189266
267.01,320.177912454924
267.02,320.199809447251
267.03,320.221705166688
267.04,320.243599613675
267.05,320.265492788652
267.06,320.287384692056
267.07,320.309275324328
267.08,320.331164685905
267.09,320.353052777226
267.1,320.374939598728
267.11,320.396825150848
267.12,320.418709434024
267.13,320.440592448693
267.14,320.46247419529
267.15,320.484354674251
267.16,320.506233886013
267.17,320.52811183101
267.18,320.549988509677
267.19,320.57186392245
267.2,320.593738069762
267.21,320.615610952047
267.22,320.637482569738
267.23,320.65935292327
267.24,320.681222013074
267.25,320.703089839583
267.26,320.72495640323
267.27,320.746821704446
267.28,320.768685743663
267.29,320.790548521312
267.3,320.812410037823
267.31,320.834270293627
267.32,320.856129289155
267.33,320.877987024835
267.34,320.899843501097
267.35,320.921698718371
267.36,320.943552677084
267.37,320.965405377666
267.38,320.987256820544
267.39,321.009107006146
267.4,321.0309559349
267.41,321.052803607231
267.42,321.074650023568
267.43,321.096495184335
267.44,321.11833908996
267.45,321.140181740867
267.46,321.162023137481
267.47,321.183863280229
267.48,321.205702169533
267.49,321.227539805819
267.5,321.249376189509
267.51,321.271211321029
267.52,321.2930452008
267.53,321.314877829245
267.54,321.336709206788
267.55,321.35853933385
267.56,321.380368210852
267.57,321.402195838217
267.58,321.424022216364
267.59,321.445847345716
267.6,321.467671226692
267.61,321.489493859711
267.62,321.511315245195
267.63,321.533135383561
267.64,321.55495427523
267.65,321.576771920619
267.66,321.598588320148
267.67,321.620403474232
267.68,321.642217383291
267.69,321.664030047742
267.7,321.685841468001
267.71,321.707651644485
267.72,321.72946057761
267.73,321.751268267791
267.74,321.773074715445
267.75,321.794879920986
267.76,321.816683884829
267.77,321.838486607388
267.78,321.860288089078
267.79,321.882088330312
267.8,321.903887331504
267.81,321.925685093066
267.82,321.947481615411
267.83,321.969276898952
267.84,321.9910709441
267.85,322.012863751267
267.86,322.034655320865
267.87,322.056445653303
267.88,322.078234748993
267.89,322.100022608345
267.9,322.121809231769
267.91,322.143594619674
267.92,322.165378772469
267.93,322.187161690563
267.94,322.208943374365
267.95,322.230723824283
267.96,322.252503040723
267.97,322.274281024095
267.98,322.296057774804
267.99,322.317833293258
268,322.339607579862
268.01,322.361380635024
268.02,322.383152459147
268.03,322.404923052639
268.04,322.426692415903
268.05,322.448460549344
268.06,322.470227453366
268.07,322.491993128374
268.08,322.513757574771
268.09,322.535520792959
268.1,322.557282783342
268.11,322.579043546323
268.12,322.600803082302
268.13,322.622561391683
268.14,322.644318474866
268.15,322.666074332253
268.16,322.687828964244
268.17,322.70958237124
268.18,322.73133455364
268.19,322.753085511844
268.2,322.774835246252
268.21,322.796583757262
268.22,322.818331045273
268.23,322.840077110683
268.24,322.861821953891
268.25,322.883565575293
268.26,322.905307975287
268.27,322.92704915427
268.28,322.948789112637
268.29,322.970527850786
268.3,322.992265369112
268.31,323.014001668011
268.32,323.035736747876
268.33,323.057470609104
268.34,323.079203252088
268.35,323.100934677223
268.36,323.122664884902
268.37,323.144393875519
268.38,323.166121649465
268.39,323.187848207134
268.4,323.209573548919
268.41,323.231297675211
268.42,323.253020586401
268.43,323.274742282881
268.44,323.296462765041
268.45,323.318182033272
268.46,323.339900087965
268.47,323.361616929508
268.48,323.383332558291
268.49,323.405046974703
268.5,323.426760179134
268.51,323.44847217197
268.52,323.470182953601
268.53,323.491892524413
268.54,323.513600884795
268.55,323.535308035133
268.56,323.557013975813
268.57,323.578718707222
268.58,323.600422229745
268.59,323.622124543769
268.6,323.643825649677
268.61,323.665525547856
268.62,323.687224238689
268.63,323.708921722561
268.64,323.730617999855
268.65,323.752313070954
268.66,323.774006936242
268.67,323.795699596101
268.68,323.817391050914
268.69,323.839081301061
268.7,323.860770346926
268.71,323.88245818889
268.72,323.904144827332
268.73,323.925830262634
268.74,323.947514495176
268.75,323.969197525337
268.76,323.990879353497
268.77,324.012559980036
268.78,324.034239405331
268.79,324.055917629762
268.8,324.077594653705
268.81,324.09927047754
268.82,324.120945101643
268.83,324.142618526391
268.84,324.16429075216
268.85,324.185961779328
268.86,324.20763160827
268.87,324.229300239361
268.88,324.250967672976
268.89,324.272633909491
268.9,324.294298949279
268.91,324.315962792716
268.92,324.337625440174
268.93,324.359286892028
268.94,324.380947148649
268.95,324.402606210411
268.96,324.424264077686
268.97,324.445920750847
268.98,324.467576230263
268.99,324.489230516308
269,324.510883609351
269.01,324.532535509764
269.02,324.554186217916
269.03,324.575835734177
269.04,324.597484058917
269.05,324.619131192504
269.06,324.640777135308
269.07,324.662421887697
269.08,324.684065450039
269.09,324.705707822701
269.1,324.727349006052
269.11,324.748989000457
269.12,324.770627806283
269.13,324.792265423897
269.14,324.813901853664
269.15,324.835537095951
269.16,324.857171151122
269.17,324.878804019541
269.18,324.900435701574
269.19,324.922066197584
269.2,324.943695507935
269.21,324.965323632991
269.22,324.986950573115
269.23,325.008576328668
269.24,325.030200900014
269.25,325.051824287515
269.26,325.073446491531
269.27,325.095067512424
269.28,325.116687350556
269.29,325.138306006286
269.3,325.159923479974
269.31,325.181539771981
269.32,325.203154882665
269.33,325.224768812387
269.34,325.246381561503
269.35,325.267993130374
269.36,325.289603519357
269.37,325.311212728808
269.38,325.332820759087
269.39,325.354427610549
269.4,325.376033283551
269.41,325.397637778449
269.42,325.419241095599
269.43,325.440843235357
269.44,325.462444198078
269.45,325.484043984115
269.46,325.505642593825
269.47,325.52724002756
269.48,325.548836285674
269.49,325.570431368521
269.5,325.592025276453
269.51,325.613618009824
269.52,325.635209568985
269.53,325.656799954288
269.54,325.678389166085
269.55,325.699977204726
269.56,325.721564070563
269.57,325.743149763946
269.58,325.764734285224
269.59,325.786317634749
269.6,325.807899812868
269.61,325.829480819931
269.62,325.851060656287
269.63,325.872639322283
269.64,325.894216818268
269.65,325.915793144589
269.66,325.937368301594
269.67,325.958942289628
269.68,325.980515109039
269.69,326.002086760172
269.7,326.023657243374
269.71,326.045226558988
269.72,326.066794707362
269.73,326.088361688839
269.74,326.109927503763
269.75,326.131492152478
269.76,326.153055635328
269.77,326.174617952656
269.78,326.196179104805
269.79,326.217739092117
269.8,326.239297914935
269.81,326.260855573599
269.82,326.282412068452
269.83,326.303967399834
269.84,326.325521568086
269.85,326.347074573549
269.86,326.368626416561
269.87,326.390177097463
269.88,326.411726616594
269.89,326.433274974293
269.9,326.454822170897
269.91,326.476368206746
269.92,326.497913082177
269.93,326.519456797527
269.94,326.540999353133
269.95,326.562540749333
269.96,326.584080986461
269.97,326.605620064855
269.98,326.627157984849
269.99,326.648694746779
270,326.67023035098
270.01,326.691764797786
270.02,326.71329808753
270.03,326.734830220548
270.04,326.756361197172
270.05,326.777891017735
270.06,326.799419682571
270.07,326.82094719201
270.08,326.842473546385
270.09,326.863998746028
270.1,326.88552279127
270.11,326.907045682441
270.12,326.928567419872
270.13,326.950088003893
270.14,326.971607434834
270.15,326.993125713025
270.16,327.014642838793
270.17,327.036158812468
270.18,327.057673634378
270.19,327.079187304851
270.2,327.100699824215
270.21,327.122211192796
270.22,327.143721410922
270.23,327.165230478918
270.24,327.186738397111
270.25,327.208245165827
270.26,327.229750785391
270.27,327.251255256128
270.28,327.272758578362
270.29,327.294260752418
270.3,327.31576177862
270.31,327.337261657291
270.32,327.358760388754
270.33,327.380257973332
270.34,327.401754411347
270.35,327.423249703123
270.36,327.444743848979
270.37,327.466236849238
270.38,327.48772870422
270.39,327.509219414246
270.4,327.530708979637
270.41,327.552197400712
270.42,327.57368467779
270.43,327.595170811191
270.44,327.616655801233
270.45,327.638139648236
270.46,327.659622352516
270.47,327.681103914392
270.48,327.70258433418
270.49,327.724063612198
270.5,327.745541748763
270.51,327.767018744189
270.52,327.788494598795
270.53,327.809969312893
270.54,327.831442886801
270.55,327.852915320832
270.56,327.874386615301
270.57,327.895856770522
270.58,327.917325786808
270.59,327.938793664473
270.6,327.96026040383
270.61,327.981726005191
270.62,328.003190468867
270.63,328.024653795172
270.64,328.046115984416
270.65,328.067577036911
270.66,328.089036952967
270.67,328.110495732894
270.68,328.131953377003
270.69,328.153409885603
270.7,328.174865259002
270.71,328.196319497511
270.72,328.217772601437
270.73,328.239224571089
270.74,328.260675406774
270.75,328.282125108799
270.76,328.303573677472
270.77,328.3250211131
270.78,328.346467415987
270.79,328.367912586442
270.8,328.389356624768
270.81,328.410799531271
270.82,328.432241306256
270.83,328.453681950027
270.84,328.475121462889
270.85,328.496559845144
270.86,328.517997097097
270.87,328.53943321905
270.88,328.560868211305
270.89,328.582302074166
270.9,328.603734807933
270.91,328.625166412909
270.92,328.646596889394
270.93,328.668026237689
270.94,328.689454458094
270.95,328.71088155091
270.96,328.732307516435
270.97,328.753732354971
270.98,328.775156066814
270.99,328.796578652263
271,328.818000111617
271.01,328.839420445174
271.02,328.86083965323
271.03,328.882257736084
271.04,328.903674694031
271.05,328.925090527368
271.06,328.946505236391
271.07,328.967918821395
271.08,328.989331282675
271.09,329.010742620526
271.1,329.032152835244
271.11,329.053561927121
271.12,329.074969896451
271.13,329.096376743528
271.14,329.117782468645
271.15,329.139187072094
271.16,329.160590554168
271.17,329.181992915158
271.18,329.203394155355
271.19,329.224794275052
271.2,329.246193274538
271.21,329.267591154104
271.22,329.28898791404
271.23,329.310383554635
271.24,329.331778076179
271.25,329.353171478961
271.26,329.374563763268
271.27,329.39595492939
271.28,329.417344977614
271.29,329.438733908227
271.3,329.460121721517
271.31,329.48150841777
271.32,329.502893997271
271.33,329.524278460308
271.34,329.545661807166
271.35,329.567044038129
271.36,329.588425153483
271.37,329.609805153512
271.38,329.6311840385
271.39,329.65256180873
271.4,329.673938464487
271.41,329.695314006052
271.42,329.716688433709
271.43,329.738061747739
271.44,329.759433948425
271.45,329.780805036047
271.46,329.802175010887
271.47,329.823543873226
271.48,329.844911623343
271.49,329.866278261519
271.5,329.887643788034
271.51,329.909008203166
271.52,329.930371507194
271.53,329.951733700397
271.54,329.973094783052
271.55,329.994454755438
271.56,330.015813617832
271.57,330.037171370511
271.58,330.058528013751
271.59,330.079883547828
271.6,330.101237973019
271.61,330.122591289599
271.62,330.143943497843
271.63,330.165294598024
271.64,330.186644590419
271.65,330.207993475301
271.66,330.229341252943
271.67,330.250687923619
271.68,330.272033487601
271.69,330.293377945162
271.7,330.314721296575
271.71,330.33606354211
271.72,330.357404682039
271.73,330.378744716633
271.74,330.400083646162
271.75,330.421421470897
271.76,330.442758191108
271.77,330.464093807065
271.78,330.485428319035
271.79,330.506761727288
271.8,330.528094032093
271.81,330.549425233716
271.82,330.570755332427
271.83,330.592084328492
271.84,330.613412222177
271.85,330.63473901375
271.86,330.656064703476
271.87,330.677389291621
271.88,330.698712778451
271.89,330.72003516423
271.9,330.741356449224
271.91,330.762676633695
271.92,330.783995717909
271.93,330.805313702127
271.94,330.826630586615
271.95,330.847946371634
271.96,330.869261057447
271.97,330.890574644315
271.98,330.9118871325
271.99,330.933198522264
272,330.954508813867
272.01,330.97581800757
272.02,330.997126103632
272.03,331.018433102314
272.04,331.039739003875
272.05,331.061043808573
272.06,331.082347516668
272.07,331.103650128417
272.08,331.124951644078
272.09,331.14625206391
272.1,331.167551388168
272.11,331.188849617109
272.12,331.210146750991
272.13,331.231442790068
272.14,331.252737734596
272.15,331.274031584831
272.16,331.295324341028
272.17,331.316616003439
272.18,331.337906572321
272.19,331.359196047926
272.2,331.380484430509
272.21,331.401771720322
272.22,331.42305791762
272.23,331.444343022655
272.24,331.465627035682
272.25,331.486909956951
272.26,331.508191786718
272.27,331.529472525234
272.28,331.550752172752
272.29,331.572030729524
272.3,331.593308195804
272.31,331.614584571843
272.32,331.635859857893
272.33,331.657134054206
272.34,331.678407161034
272.35,331.69967917863
272.36,331.720950107244
272.37,331.742219947127
272.38,331.763488698532
272.39,331.784756361709
272.4,331.80602293691
272.41,331.827288424385
272.42,331.848552824385
272.43,331.869816137161
272.44,331.891078362964
272.45,331.912339502043
272.46,331.933599554649
272.47,331.954858521032
272.48,331.976116401443
272.49,331.99737319613
272.5,332.018628905345
272.51,332.039883529335
272.52,332.061137068352
272.53,332.082389522643
272.54,332.10364089246
272.55,332.124891178049
272.56,332.146140379661
272.57,332.167388497544
272.58,332.188635531947
272.59,332.209881483119
272.6,332.231126351307
272.61,332.252370136761
272.62,332.273612839728
272.63,332.294854460456
272.64,332.316094999193
272.65,332.337334456188
272.66,332.358572831687
272.67,332.379810125938
272.68,332.401046339188
272.69,332.422281471685
272.7,332.443515523676
272.71,332.464748495407
272.72,332.485980387127
272.73,332.50721119908
272.74,332.528440931514
272.75,332.549669584675
272.76,332.57089715881
272.77,332.592123654164
272.78,332.613349070984
272.79,332.634573409516
272.8,332.655796670005
272.81,332.677018852697
272.82,332.698239957837
272.83,332.719459985672
272.84,332.740678936445
272.85,332.761896810403
272.86,332.78311360779
272.87,332.80432932885
272.88,332.825543973829
272.89,332.846757542972
272.9,332.867970036522
272.91,332.889181454725
272.92,332.910391797823
272.93,332.931601066061
272.94,332.952809259684
272.95,332.974016378934
272.96,332.995222424057
272.97,333.016427395294
272.98,333.037631292889
272.99,333.058834117086
273,333.080035868127
273.01,333.101236546256
273.02,333.122436151716
273.03,333.143634684749
273.04,333.164832145597
273.05,333.186028534504
273.06,333.207223851711
273.07,333.228418097461
273.08,333.249611271996
273.09,333.270803375557
273.1,333.291994408387
273.11,333.313184370726
273.12,333.334373262817
273.13,333.355561084901
273.14,333.376747837219
273.15,333.397933520012
273.16,333.419118133522
273.17,333.440301677988
273.18,333.461484153652
273.19,333.482665560754
273.2,333.503845899535
273.21,333.525025170235
273.22,333.546203373094
273.23,333.567380508352
273.24,333.588556576249
273.25,333.609731577025
273.26,333.630905510919
273.27,333.652078378171
273.28,333.673250179021
273.29,333.694420913707
273.3,333.715590582469
273.31,333.736759185545
273.32,333.757926723174
273.33,333.779093195596
273.34,333.800258603048
273.35,333.821422945769
273.36,333.842586223998
273.37,333.863748437972
273.38,333.884909587929
273.39,333.906069674108
273.4,333.927228696746
273.41,333.94838665608
273.42,333.969543552349
273.43,333.990699385789
273.44,334.011854156638
273.45,334.033007865133
273.46,334.054160511511
273.47,334.075312096008
273.48,334.096462618861
273.49,334.117612080307
273.5,334.138760480583
273.51,334.159907819923
273.52,334.181054098565
273.53,334.202199316745
273.54,334.223343474699
273.55,334.244486572661
273.56,334.265628610868
273.57,334.286769589555
273.58,334.307909508958
273.59,334.329048369311
273.6,334.350186170851
273.61,334.371322913811
273.62,334.392458598426
273.63,334.413593224932
273.64,334.434726793562
273.65,334.455859304551
273.66,334.476990758134
273.67,334.498121154543
273.68,334.519250494014
273.69,334.54037877678
273.7,334.561506003076
273.71,334.582632173133
273.72,334.603757287187
273.73,334.62488134547
273.74,334.646004348214
273.75,334.667126295654
273.76,334.688247188023
273.77,334.709367025553
273.78,334.730485808476
273.79,334.751603537025
273.8,334.772720211433
273.81,334.793835831931
273.82,334.814950398752
273.83,334.836063912128
273.84,334.857176372291
273.85,334.878287779471
273.86,334.899398133902
273.87,334.920507435813
273.88,334.941615685437
273.89,334.962722883004
273.9,334.983829028746
273.91,335.004934122893
273.92,335.026038165676
273.93,335.047141157326
273.94,335.068243098073
273.95,335.089343988148
273.96,335.11044382778
273.97,335.1315426172
273.98,335.152640356638
273.99,335.173737046322
274,335.194832686484
274.01,335.215927277352
274.02,335.237020819156
274.03,335.258113312126
274.04,335.279204756489
274.05,335.300295152475
274.06,335.321384500314
274.07,335.342472800233
274.08,335.363560052462
274.09,335.384646257228
274.1,335.40573141476
274.11,335.426815525285
274.12,335.447898589033
274.13,335.468980606231
274.14,335.490061577106
274.15,335.511141501887
274.16,335.5322203808
274.17,335.553298214073
274.18,335.574375001934
274.19,335.595450744609
274.2,335.616525442325
274.21,335.637599095308
274.22,335.658671703787
274.23,335.679743267986
274.24,335.700813788133
274.25,335.721883264453
274.26,335.742951697174
274.27,335.76401908652
274.28,335.785085432717
274.29,335.806150735992
274.3,335.82721499657
274.31,335.848278214675
274.32,335.869340390534
274.33,335.890401524372
274.34,335.911461616414
274.35,335.932520666883
274.36,335.953578676006
274.37,335.974635644007
274.38,335.99569157111
274.39,336.01674645754
274.4,336.03780030352
274.41,336.058853109275
274.42,336.079904875029
274.43,336.100955601005
274.44,336.122005287427
274.45,336.143053934519
274.46,336.164101542503
274.47,336.185148111604
274.48,336.206193642044
274.49,336.227238134046
274.5,336.248281587834
274.51,336.269324003629
274.52,336.290365381653
274.53,336.311405722131
274.54,336.332445025284
274.55,336.353483291333
274.56,336.374520520501
274.57,336.39555671301
274.58,336.416591869082
274.59,336.437625988938
274.6,336.458659072799
274.61,336.479691120887
274.62,336.500722133423
274.63,336.521752110628
274.64,336.542781052723
274.65,336.563808959929
274.66,336.584835832465
274.67,336.605861670554
274.68,336.626886474414
274.69,336.647910244267
274.7,336.668932980332
274.71,336.689954682829
274.72,336.710975351978
274.73,336.731994987999
274.74,336.753013591111
274.75,336.774031161534
274.76,336.795047699486
274.77,336.816063205187
274.78,336.837077678856
274.79,336.858091120712
274.8,336.879103530973
274.81,336.900114909857
274.82,336.921125257584
274.83,336.942134574372
274.84,336.963142860438
274.85,336.984150116001
274.86,337.005156341278
274.87,337.026161536488
274.88,337.047165701847
274.89,337.068168837573
274.9,337.089170943884
274.91,337.110172020997
274.92,337.131172069129
274.93,337.152171088495
274.94,337.173169079315
274.95,337.194166041803
274.96,337.215161976177
274.97,337.236156882652
274.98,337.257150761446
274.99,337.278143612773
275,337.29913543685
275.01,337.320126233893
275.02,337.341116004118
275.03,337.362104747739
275.04,337.383092464972
275.05,337.404079156033
275.06,337.425064821136
275.07,337.446049460497
275.08,337.467033074329
275.09,337.488015662849
275.1,337.50899722627
275.11,337.529977764808
275.12,337.550957278675
275.13,337.571935768086
275.14,337.592913233256
275.15,337.613889674397
275.16,337.634865091725
275.17,337.655839485451
275.18,337.67681285579
275.19,337.697785202955
275.2,337.71875652716
275.21,337.739726828616
275.22,337.760696107538
275.23,337.781664364137
275.24,337.802631598626
275.25,337.823597811218
275.26,337.844563002125
275.27,337.865527171559
275.28,337.886490319733
275.29,337.907452446858
275.3,337.928413553145
275.31,337.949373638807
275.32,337.970332704055
275.33,337.9912907491
275.34,338.012247774154
275.35,338.033203779427
275.36,338.054158765131
275.37,338.075112731476
275.38,338.096065678673
275.39,338.117017606931
275.4,338.137968516463
275.41,338.158918407478
275.42,338.179867280186
275.43,338.200815134796
275.44,338.22176197152
275.45,338.242707790565
275.46,338.263652592143
275.47,338.284596376462
275.48,338.305539143731
275.49,338.32648089416
275.5,338.347421627958
275.51,338.368361345333
275.52,338.389300046494
275.53,338.41023773165
275.54,338.431174401008
275.55,338.452110054778
275.56,338.473044693168
275.57,338.493978316385
275.58,338.514910924637
275.59,338.535842518131
275.6,338.556773097077
275.61,338.57770266168
275.62,338.598631212149
275.63,338.61955874869
275.64,338.64048527151
275.65,338.661410780816
275.66,338.682335276815
275.67,338.703258759714
275.68,338.724181229718
275.69,338.745102687035
275.7,338.76602313187
275.71,338.78694256443
275.72,338.80786098492
275.73,338.828778393546
275.74,338.849694790513
275.75,338.870610176028
275.76,338.891524550295
275.77,338.912437913519
275.78,338.933350265906
275.79,338.954261607661
275.8,338.975171938988
275.81,338.996081260091
275.82,339.016989571176
275.83,339.037896872447
275.84,339.058803164108
275.85,339.079708446362
275.86,339.100612719414
275.87,339.121515983468
275.88,339.142418238727
275.89,339.163319485395
275.9,339.184219723675
275.91,339.20511895377
275.92,339.226017175884
275.93,339.246914390218
275.94,339.267810596977
275.95,339.288705796362
275.96,339.309599988577
275.97,339.330493173823
275.98,339.351385352303
275.99,339.372276524219
276,339.393166689772
276.01,339.414055849165
276.02,339.4349440026
276.03,339.455831150277
276.04,339.476717292398
276.05,339.497602429165
276.06,339.518486560778
276.07,339.539369687438
276.08,339.560251809347
276.09,339.581132926705
276.1,339.602013039712
276.11,339.622892148568
276.12,339.643770253475
276.13,339.664647354632
276.14,339.685523452239
276.15,339.706398546496
276.16,339.727272637603
276.17,339.748145725759
276.18,339.769017811163
276.19,339.789888894015
276.2,339.810758974514
276.21,339.831628052859
276.22,339.852496129248
276.23,339.873363203881
276.24,339.894229276956
276.25,339.915094348671
276.26,339.935958419225
276.27,339.956821488816
276.28,339.977683557641
276.29,339.998544625899
276.3,340.019404693787
276.31,340.040263761503
276.32,340.061121829244
276.33,340.081978897207
276.34,340.10283496559
276.35,340.12369003459
276.36,340.144544104403
276.37,340.165397175226
276.38,340.186249247256
276.39,340.207100320689
276.4,340.227950395722
276.41,340.24879947255
276.42,340.269647551369
276.43,340.290494632376
276.44,340.311340715765
276.45,340.332185801734
276.46,340.353029890477
276.47,340.373872982189
276.48,340.394715077065
276.49,340.415556175301
276.5,340.436396277091
276.51,340.45723538263
276.52,340.478073492113
276.53,340.498910605734
276.54,340.519746723687
276.55,340.540581846167
276.56,340.561415973367
276.57,340.582249105481
276.58,340.603081242703
276.59,340.623912385228
276.6,340.644742533247
276.61,340.665571686954
276.62,340.686399846543
276.63,340.707227012206
276.64,340.728053184137
276.65,340.748878362527
276.66,340.769702547571
276.67,340.790525739459
276.68,340.811347938385
276.69,340.83216914454
276.7,340.852989358116
276.71,340.873808579306
276.72,340.894626808301
276.73,340.915444045293
276.74,340.936260290473
276.75,340.957075544032
276.76,340.977889806161
276.77,340.998703077052
276.78,341.019515356895
276.79,341.040326645882
276.8,341.061136944202
276.81,341.081946252046
276.82,341.102754569605
276.83,341.123561897068
276.84,341.144368234625
276.85,341.165173582467
276.86,341.185977940783
276.87,341.206781309762
276.88,341.227583689595
276.89,341.24838508047
276.9,341.269185482576
276.91,341.289984896103
276.92,341.310783321239
276.93,341.331580758173
276.94,341.352377207094
276.95,341.37317266819
276.96,341.393967141649
276.97,341.41476062766
276.98,341.43555312641
276.99,341.456344638087
277,341.477135162879
277.01,341.497924700974
277.02,341.518713252559
277.03,341.539500817821
277.04,341.560287396948
277.05,341.581072990126
277.06,341.601857597542
277.07,341.622641219383
277.08,341.643423855835
277.09,341.664205507085
277.1,341.68498617332
277.11,341.705765854725
277.12,341.726544551485
277.13,341.747322263788
277.14,341.768098991819
277.15,341.788874735763
277.16,341.809649495806
277.17,341.830423272133
277.18,341.851196064929
277.19,341.871967874379
277.2,341.892738700668
277.21,341.91350854398
277.22,341.9342774045
277.23,341.955045282414
277.24,341.975812177903
277.25,341.996578091154
277.26,342.01734302235
277.27,342.038106971674
277.28,342.05886993931
277.29,342.079631925443
277.3,342.100392930254
277.31,342.121152953928
277.32,342.141911996648
277.33,342.162670058596
277.34,342.183427139956
277.35,342.204183240909
277.36,342.224938361639
277.37,342.245692502328
277.38,342.266445663158
277.39,342.287197844311
277.4,342.30794904597
277.41,342.328699268315
277.42,342.349448511529
277.43,342.370196775793
277.44,342.390944061288
277.45,342.411690368196
277.46,342.432435696698
277.47,342.453180046975
277.48,342.473923419207
277.49,342.494665813575
277.5,342.51540723026
277.51,342.536147669441
277.52,342.5568871313
277.53,342.577625616016
277.54,342.598363123769
277.55,342.619099654739
277.56,342.639835209105
277.57,342.660569787047
277.58,342.681303388745
277.59,342.702036014377
277.6,342.722767664123
277.61,342.743498338161
277.62,342.76422803667
277.63,342.784956759829
277.64,342.805684507816
277.65,342.82641128081
277.66,342.847137078989
277.67,342.86786190253
277.68,342.888585751612
277.69,342.909308626412
277.7,342.930030527108
277.71,342.950751453878
277.72,342.971471406898
277.73,342.992190386346
277.74,343.012908392399
277.75,343.033625425234
277.76,343.054341485027
277.77,343.075056571955
277.78,343.095770686195
277.79,343.116483827922
277.8,343.137195997314
277.81,343.157907194545
277.82,343.178617419791
277.83,343.199326673229
277.84,343.220034955034
277.85,343.240742265381
277.86,343.261448604446
277.87,343.282153972404
277.88,343.302858369429
277.89,343.323561795697
277.9,343.344264251382
277.91,343.364965736658
277.92,343.385666251701
277.93,343.406365796684
277.94,343.427064371781
277.95,343.447761977167
277.96,343.468458613014
277.97,343.489154279498
277.98,343.509848976791
277.99,343.530542705067
278,343.551235464498
278.01,343.571927255259
278.02,343.592618077521
278.03,343.613307931458
278.04,343.633996817242
278.05,343.654684735046
278.06,343.675371685042
278.07,343.696057667403
278.08,343.7167426823
278.09,343.737426729905
278.1,343.75810981039
278.11,343.778791923926
278.12,343.799473070686
278.13,343.82015325084
278.14,343.840832464559
