T(K),latentHeat(J/g)
252.69,287.188543977846
252.7,287.213072793843
252.71,287.237598761756
252.72,287.262121883913
252.73,287.286642162641
252.74,287.311159600263
252.75,287.335674199102
252.76,287.360185961476
252.77,287.384694889704
252.78,287.409200986101
252.79,287.433704252981
252.8,287.458204692654
252.81,287.48270230743
252.82,287.507197099617
252.83,287.531689071518
252.84,287.556178225437
252.85,287.580664563675
252.86,287.60514808853
252.87,287.629628802299
252.88,287.654106707276
252.89,287.678581805754
252.9,287.703054100023
252.91,287.72752359237
252.92,287.751990285082
252.93,287.776454180444
252.94,287.800915280735
252.95,287.825373588237
252.96,287.849829105226
252.97,287.874281833979
252.98,287.898731776768
252.99,287.923178935865
253,287.947623313538
253.01,287.972064912056
253.02,287.996503733681
253.03,288.020939780679
253.04,288.045373055308
253.05,288.069803559827
253.06,288.094231296494
253.07,288.118656267561
253.08,288.143078475282
253.09,288.167497921907
253.1,288.191914609682
253.11,288.216328540855
253.12,288.240739717669
253.13,288.265148142365
253.14,288.289553817182
253.15,288.313956744359
253.16,288.338356926131
253.17,288.362754364729
253.18,288.387149062387
253.19,288.411541021331
253.2,288.43593024379
253.21,288.460316731987
253.22,288.484700488146
253.23,288.509081514485
253.24,288.533459813225
253.25,288.55783538658
253.26,288.582208236766
253.27,288.606578365993
253.28,288.630945776471
253.29,288.655310470409
253.3,288.679672450011
253.31,288.704031717481
253.32,288.72838827502
253.33,288.752742124828
253.34,288.777093269101
253.35,288.801441710034
253.36,288.82578744982
253.37,288.85013049065
253.38,288.874470834712
253.39,288.898808484191
253.4,288.923143441274
253.41,288.947475708141
253.42,288.971805286973
253.43,288.996132179947
253.44,289.020456389239
253.45,289.044777917023
253.46,289.069096765471
253.47,289.09341293675
253.48,289.117726433029
253.49,289.142037256473
253.5,289.166345409245
253.51,289.190650893505
253.52,289.214953711412
253.53,289.239253865122
253.54,289.26355135679
253.55,289.287846188569
253.56,289.312138362608
253.57,289.336427881054
253.58,289.360714746055
253.59,289.384998959754
253.6,289.409280524291
253.61,289.433559441808
253.62,289.45783571444
253.63,289.482109344324
253.64,289.506380333592
253.65,289.530648684374
253.66,289.554914398801
253.67,289.579177478998
253.68,289.603437927089
253.69,289.627695745198
253.7,289.651950935443
253.71,289.676203499945
253.72,289.700453440817
253.73,289.724700760174
253.74,289.748945460127
253.75,289.773187542787
253.76,289.79742701026
253.77,289.821663864651
253.78,289.845898108064
253.79,289.870129742599
253.8,289.894358770355
253.81,289.918585193429
253.82,289.942809013915
253.83,289.967030233905
253.84,289.99124885549
253.85,290.015464880758
253.86,290.039678311794
253.87,290.063889150682
253.88,290.088097399505
253.89,290.11230306034
253.9,290.136506135266
253.91,290.160706626357
253.92,290.184904535687
253.93,290.209099865327
253.94,290.233292617344
253.95,290.257482793806
253.96,290.281670396778
253.97,290.30585542832
253.98,290.330037890494
253.99,290.354217785357
254,290.378395114964
254.01,290.402569881371
254.02,290.426742086628
254.03,290.450911732783
254.04,290.475078821886
254.05,290.49924335598
254.06,290.523405337108
254.07,290.547564767312
254.08,290.571721648629
254.09,290.595875983096
254.1,290.620027772748
254.11,290.644177019615
254.12,290.66832372573
254.13,290.692467893118
254.14,290.716609523805
254.15,290.740748619816
254.16,290.764885183171
254.17,290.789019215889
254.18,290.813150719988
254.19,290.837279697483
254.2,290.861406150385
254.21,290.885530080705
254.22,290.909651490452
254.23,290.933770381632
254.24,290.957886756249
254.25,290.982000616305
254.26,291.006111963799
254.27,291.030220800729
254.28,291.05432712909
254.29,291.078430950876
254.3,291.102532268077
254.31,291.126631082683
254.32,291.150727396679
254.33,291.174821212052
254.34,291.198912530782
254.35,291.223001354851
254.36,291.247087686235
254.37,291.271171526912
254.38,291.295252878855
254.39,291.319331744035
254.4,291.343408124422
254.41,291.367482021982
254.42,291.391553438682
254.43,291.415622376484
254.44,291.439688837348
254.45,291.463752823233
254.46,291.487814336095
254.47,291.51187337789
254.48,291.535929950568
254.49,291.559984056079
254.5,291.584035696372
254.51,291.608084873391
254.52,291.63213158908
254.53,291.656175845381
254.54,291.680217644231
254.55,291.704256987569
254.56,291.728293877328
254.57,291.752328315442
254.58,291.77636030384
254.59,291.80038984445
254.6,291.824416939199
254.61,291.84844159001
254.62,291.872463798804
254.63,291.896483567502
254.64,291.920500898021
254.65,291.944515792275
254.66,291.968528252178
254.67,291.992538279639
254.68,292.016545876569
254.69,292.040551044872
254.7,292.064553786454
254.71,292.088554103216
254.72,292.112551997058
254.73,292.136547469877
254.74,292.16054052357
254.75,292.184531160029
254.76,292.208519381146
254.77,292.232505188809
254.78,292.256488584905
254.79,292.280469571318
254.8,292.304448149932
254.81,292.328424322626
254.82,292.352398091278
254.83,292.376369457764
254.84,292.400338423958
254.85,292.424304991731
254.86,292.448269162952
254.87,292.472230939489
254.88,292.496190323206
254.89,292.520147315966
254.9,292.544101919629
254.91,292.568054136055
254.92,292.592003967098
254.93,292.615951414614
254.94,292.639896480453
254.95,292.663839166465
254.96,292.687779474499
254.97,292.711717406398
254.98,292.735652964005
254.99,292.759586149163
255,292.783516963709
255.01,292.80744540948
255.02,292.83137148831
255.03,292.855295202031
255.04,292.879216552473
255.05,292.903135541464
255.06,292.927052170828
255.07,292.95096644239
255.08,292.974878357971
255.09,292.998787919389
255.1,293.022695128461
255.11,293.046599987002
255.12,293.070502496824
255.13,293.094402659737
255.14,293.118300477548
255.15,293.142195952065
255.16,293.166089085089
255.17,293.189979878424
255.18,293.213868333867
255.19,293.237754453215
255.2,293.261638238264
255.21,293.285519690806
255.22,293.309398812632
255.23,293.333275605529
255.24,293.357150071283
255.25,293.381022211678
255.26,293.404892028496
255.27,293.428759523516
255.28,293.452624698515
255.29,293.476487555268
255.3,293.500348095548
255.31,293.524206321126
255.32,293.548062233769
255.33,293.571915835244
255.34,293.595767127315
255.35,293.619616111743
255.36,293.643462790289
255.37,293.667307164709
255.38,293.691149236758
255.39,293.71498900819
255.4,293.738826480754
255.41,293.762661656201
255.42,293.786494536275
255.43,293.810325122721
255.44,293.834153417281
255.45,293.857979421695
255.46,293.881803137699
255.47,293.90562456703
255.48,293.929443711421
255.49,293.953260572601
255.5,293.9770751523
255.51,294.000887452244
255.52,294.024697474157
255.53,294.048505219762
255.54,294.072310690778
255.55,294.096113888923
255.56,294.119914815911
255.57,294.143713473457
255.58,294.167509863271
255.59,294.191303987062
255.6,294.215095846536
255.61,294.238885443398
255.62,294.26267277935
255.63,294.286457856091
255.64,294.310240675319
255.65,294.334021238731
255.66,294.357799548018
255.67,294.381575604872
255.68,294.405349410982
255.69,294.429120968035
255.7,294.452890277713
255.71,294.476657341701
255.72,294.500422161678
255.73,294.52418473932
255.74,294.547945076305
255.75,294.571703174305
255.76,294.595459034991
255.77,294.619212660033
255.78,294.642964051095
255.79,294.666713209845
255.8,294.690460137942
255.81,294.714204837047
255.82,294.737947308818
255.83,294.761687554911
255.84,294.785425576978
255.85,294.809161376671
255.86,294.832894955638
255.87,294.856626315527
255.88,294.88035545798
255.89,294.904082384642
255.9,294.927807097152
255.91,294.951529597146
255.92,294.975249886262
255.93,294.998967966131
255.94,295.022683838386
255.95,295.046397504654
255.96,295.070108966563
255.97,295.093818225737
255.98,295.117525283797
255.99,295.141230142365
256,295.164932803057
256.01,295.188633267489
256.02,295.212331537274
256.03,295.236027614023
256.04,295.259721499345
256.05,295.283413194847
256.06,295.307102702132
256.07,295.330790022803
256.08,295.354475158459
256.09,295.378158110699
256.1,295.401838881117
256.11,295.425517471307
256.12,295.449193882859
256.13,295.472868117362
256.14,295.496540176403
256.15,295.520210061565
256.16,295.543877774432
256.17,295.567543316582
256.18,295.591206689593
256.19,295.61486789504
256.2,295.638526934496
256.21,295.662183809532
256.22,295.685838521717
256.23,295.709491072617
256.24,295.733141463795
256.25,295.756789696815
256.26,295.780435773234
256.27,295.804079694611
256.28,295.827721462501
256.29,295.851361078457
256.3,295.874998544029
256.31,295.898633860765
256.32,295.922267030213
256.33,295.945898053915
256.34,295.969526933413
256.35,295.993153670248
256.36,296.016778265955
256.37,296.04040072207
256.38,296.064021040126
256.39,296.087639221652
256.4,296.111255268179
256.41,296.13486918123
256.42,296.15848096233
256.43,296.182090613001
256.44,296.205698134761
256.45,296.229303529129
256.46,296.252906797617
256.47,296.27650794174
256.48,296.300106963006
256.49,296.323703862925
256.5,296.347298643001
256.51,296.370891304739
256.52,296.394481849639
256.53,296.418070279201
256.54,296.441656594922
256.55,296.465240798296
256.56,296.488822890814
256.57,296.512402873968
256.58,296.535980749244
256.59,296.559556518129
256.6,296.583130182106
256.61,296.606701742655
256.62,296.630271201256
256.63,296.653838559384
256.64,296.677403818515
256.65,296.70096698012
256.66,296.724528045668
256.67,296.748087016628
256.68,296.771643894465
256.69,296.795198680641
256.7,296.818751376617
256.71,296.842301983852
256.72,296.865850503802
256.73,296.889396937921
256.74,296.91294128766
256.75,296.93648355447
256.76,296.960023739796
256.77,296.983561845085
256.78,297.007097871778
256.79,297.030631821316
256.8,297.054163695138
256.81,297.077693494678
256.82,297.101221221372
256.83,297.12474687665
256.84,297.14827046194
256.85,297.171791978671
256.86,297.195311428267
256.87,297.218828812149
256.88,297.242344131739
256.89,297.265857388453
256.9,297.289368583708
256.91,297.312877718916
256.92,297.336384795489
256.93,297.359889814835
256.94,297.383392778361
256.95,297.40689368747
256.96,297.430392543566
256.97,297.453889348048
256.98,297.477384102312
256.99,297.500876807755
257,297.524367465769
257.01,297.547856077744
257.02,297.571342645069
257.03,297.594827169131
257.04,297.618309651312
257.05,297.641790092995
257.06,297.665268495559
257.07,297.68874486038
257.08,297.712219188833
257.09,297.735691482292
257.1,297.759161742125
257.11,297.782629969701
257.12,297.806096166387
257.13,297.829560333543
257.14,297.853022472534
257.15,297.876482584716
257.16,297.899940671446
257.17,297.923396734079
257.18,297.946850773968
257.19,297.97030279246
257.2,297.993752790905
257.21,298.017200770646
257.22,298.040646733028
257.23,298.064090679391
257.24,298.087532611072
257.25,298.110972529409
257.26,298.134410435734
257.27,298.15784633138
257.28,298.181280217676
257.29,298.204712095948
257.3,298.228141967522
257.31,298.251569833719
257.32,298.274995695861
257.33,298.298419555264
257.34,298.321841413245
257.35,298.345261271116
257.36,298.368679130189
257.37,298.392094991773
257.38,298.415508857173
257.39,298.438920727695
257.4,298.462330604639
257.41,298.485738489306
257.42,298.509144382992
257.43,298.532548286994
257.44,298.555950202604
257.45,298.579350131111
257.46,298.602748073804
257.47,298.626144031971
257.48,298.649538006893
257.49,298.672929999852
257.5,298.696320012127
257.51,298.719708044995
257.52,298.743094099731
257.53,298.766478177606
257.54,298.789860279891
257.55,298.813240407854
257.56,298.836618562758
257.57,298.859994745869
257.58,298.883368958445
257.59,298.906741201747
257.6,298.930111477029
257.61,298.953479785546
257.62,298.976846128549
257.63,299.000210507288
257.64,299.02357292301
257.65,299.046933376959
257.66,299.070291870378
257.67,299.093648404507
257.68,299.117002980584
257.69,299.140355599844
257.7,299.16370626352
257.71,299.187054972845
257.72,299.210401729045
257.73,299.233746533348
257.74,299.257089386977
257.75,299.280430291155
257.76,299.303769247101
257.77,299.327106256032
257.78,299.350441319163
257.79,299.373774437706
257.8,299.397105612873
257.81,299.420434845869
257.82,299.443762137903
257.83,299.467087490177
257.84,299.490410903891
257.85,299.513732380246
257.86,299.537051920436
257.87,299.560369525658
257.88,299.583685197101
257.89,299.606998935957
257.9,299.630310743412
257.91,299.653620620651
257.92,299.676928568858
257.93,299.700234589211
257.94,299.723538682891
257.95,299.746840851071
257.96,299.770141094927
257.97,299.793439415628
257.98,299.816735814344
257.99,299.840030292242
258,299.863322850485
258.01,299.886613490235
258.02,299.909902212654
258.03,299.933189018896
258.04,299.956473910118
258.05,299.979756887473
258.06,300.003037952111
258.07,300.026317105179
258.08,300.049594347824
258.09,300.07286968119
258.1,300.096143106416
258.11,300.119414624644
258.12,300.142684237008
258.13,300.165951944643
258.14,300.189217748681
258.15,300.212481650252
258.16,300.235743650483
258.17,300.2590037505
258.18,300.282261951424
258.19,300.305518254376
258.2,300.328772660474
258.21,300.352025170835
258.22,300.375275786571
258.23,300.398524508794
258.24,300.421771338612
258.25,300.445016277132
258.26,300.468259325459
258.27,300.491500484694
258.28,300.514739755936
258.29,300.537977140283
258.3,300.56121263883
258.31,300.584446252669
258.32,300.607677982891
258.33,300.630907830584
258.34,300.654135796834
258.35,300.677361882723
258.36,300.700586089333
258.37,300.723808417742
258.38,300.747028869027
258.39,300.770247444263
258.4,300.793464144519
258.41,300.816678970868
258.42,300.839891924374
258.43,300.863103006103
258.44,300.886312217118
258.45,300.909519558478
258.46,300.932725031242
258.47,300.955928636465
258.48,300.9791303752
258.49,301.002330248498
258.5,301.025528257407
258.51,301.048724402974
258.52,301.071918686242
258.53,301.095111108254
258.54,301.118301670048
258.55,301.141490372662
258.56,301.164677217129
258.57,301.187862204482
258.58,301.211045335751
258.59,301.234226611963
258.6,301.257406034145
258.61,301.280583603318
258.62,301.303759320504
258.63,301.32693318672
258.64,301.350105202983
258.65,301.373275370305
258.66,301.3964436897
258.67,301.419610162175
258.68,301.442774788737
258.69,301.46593757039
258.7,301.489098508136
258.71,301.512257602976
258.72,301.535414855906
258.73,301.558570267921
258.74,301.581723840014
258.75,301.604875573174
258.76,301.628025468392
258.77,301.65117352665
258.78,301.674319748934
258.79,301.697464136224
258.8,301.720606689498
258.81,301.743747409733
258.82,301.766886297903
258.83,301.790023354979
258.84,301.813158581931
258.85,301.836291979726
258.86,301.859423549328
258.87,301.8825532917
258.88,301.905681207801
258.89,301.928807298589
258.9,301.95193156502
258.91,301.975054008051
258.92,301.998174628635
258.93,302.021293427728
258.94,302.044410406283
258.95,302.067525565253
258.96,302.090638905589
258.97,302.113750428245
258.98,302.13686013417
258.99,302.159968024315
259,302.18307409963
259.01,302.206178361064
259.02,302.229280809564
259.03,302.252381446079
259.04,302.275480271555
259.05,302.29857728694
259.06,302.321672493177
259.07,302.344765891213
259.08,302.367857481991
259.09,302.390947266456
259.1,302.41403524555
259.11,302.437121420215
259.12,302.460205791393
259.13,302.483288360026
259.14,302.506369127053
259.15,302.529448093413
259.16,302.552525260047
259.17,302.575600627892
259.18,302.598674197885
259.19,302.621745970965
259.2,302.644815948066
259.21,302.667884130125
259.22,302.690950518076
259.23,302.714015112855
259.24,302.737077915393
259.25,302.760138926625
259.26,302.783198147483
259.27,302.806255578897
259.28,302.8293112218
259.29,302.852365077121
259.3,302.87541714579
259.31,302.898467428736
259.32,302.921515926887
259.33,302.944562641171
259.34,302.967607572514
259.35,302.990650721843
259.36,303.013692090083
259.37,303.036731678159
259.38,303.059769486996
259.39,303.082805517516
259.4,303.105839770644
259.41,303.1288722473
259.42,303.151902948408
259.43,303.174931874886
259.44,303.197959027656
259.45,303.220984407638
259.46,303.244008015749
259.47,303.267029852908
259.48,303.290049920033
259.49,303.31306821804
259.5,303.336084747847
259.51,303.359099510367
259.52,303.382112506516
259.53,303.405123737208
259.54,303.428133203357
259.55,303.451140905875
259.56,303.474146845674
259.57,303.497151023666
259.58,303.520153440762
259.59,303.543154097872
259.6,303.566152995904
259.61,303.589150135769
259.62,303.612145518374
259.63,303.635139144625
259.64,303.658131015432
259.65,303.681121131698
259.66,303.70410949433
259.67,303.727096104232
259.68,303.750080962308
259.69,303.773064069462
259.7,303.796045426597
259.71,303.819025034613
259.72,303.842002894414
259.73,303.864979006898
259.74,303.887953372967
259.75,303.91092599352
259.76,303.933896869454
259.77,303.956866001669
259.78,303.979833391061
259.79,304.002799038528
259.8,304.025762944964
259.81,304.048725111266
259.82,304.071685538327
259.83,304.094644227042
259.84,304.117601178304
259.85,304.140556393006
259.86,304.163509872039
259.87,304.186461616294
259.88,304.209411626662
259.89,304.232359904034
259.9,304.255306449297
259.91,304.278251263341
259.92,304.301194347053
259.93,304.32413570132
259.94,304.34707532703
259.95,304.370013225067
259.96,304.392949396316
259.97,304.415883841663
259.98,304.438816561991
259.99,304.461747558183
260,304.484676831121
260.01,304.507604381686
260.02,304.530530210762
260.03,304.553454319226
260.04,304.57637670796
260.05,304.599297377841
260.06,304.622216329749
260.07,304.645133564561
260.08,304.668049083154
260.09,304.690962886403
260.1,304.713874975186
260.11,304.736785350376
260.12,304.759694012848
260.13,304.782600963476
260.14,304.805506203132
260.15,304.828409732688
260.16,304.851311553016
260.17,304.874211664987
260.18,304.897110069471
260.19,304.920006767338
260.2,304.942901759455
260.21,304.965795046692
260.22,304.988686629915
260.23,305.011576509992
260.24,305.034464687789
260.25,305.05735116417
260.26,305.080235940001
260.27,305.103119016145
260.28,305.126000393466
260.29,305.148880072827
260.3,305.17175805509
260.31,305.194634341115
260.32,305.217508931763
260.33,305.240381827895
260.34,305.263253030369
260.35,305.286122540044
260.36,305.308990357778
260.37,305.331856484429
260.38,305.354720920852
260.39,305.377583667903
260.4,305.400444726438
260.41,305.423304097311
260.42,305.446161781376
260.43,305.469017779486
260.44,305.491872092492
260.45,305.514724721248
260.46,305.537575666604
260.47,305.560424929411
260.48,305.583272510517
260.49,305.606118410772
260.5,305.628962631024
260.51,305.651805172122
260.52,305.674646034911
260.53,305.697485220238
260.54,305.720322728949
260.55,305.743158561888
260.56,305.7659927199
260.57,305.788825203828
260.58,305.811656014515
260.59,305.834485152803
260.6,305.857312619534
260.61,305.880138415548
260.62,305.902962541685
260.63,305.925784998785
260.64,305.948605787686
260.65,305.971424909227
260.66,305.994242364244
260.67,306.017058153575
260.68,306.039872278055
260.69,306.062684738519
260.7,306.085495535803
260.71,306.108304670739
260.72,306.131112144162
260.73,306.153917956904
260.74,306.176722109796
260.75,306.199524603669
260.76,306.222325439355
260.77,306.245124617683
260.78,306.267922139482
260.79,306.290718005579
260.8,306.313512216804
260.81,306.336304773983
260.82,306.359095677942
260.83,306.381884929507
260.84,306.404672529503
260.85,306.427458478755
260.86,306.450242778084
260.87,306.473025428316
260.88,306.49580643027
260.89,306.518585784771
260.9,306.541363492637
260.91,306.56413955469
260.92,306.586913971747
260.93,306.60968674463
260.94,306.632457874154
260.95,306.655227361138
260.96,306.677995206399
260.97,306.700761410752
260.98,306.723525975012
260.99,306.746288899995
261,306.769050186513
261.01,306.791809835381
261.02,306.81456784741
261.03,306.837324223413
261.04,306.860078964201
261.05,306.882832070584
261.06,306.905583543372
261.07,306.928333383374
261.08,306.951081591398
261.09,306.973828168253
261.1,306.996573114744
261.11,307.019316431678
261.12,307.042058119862
261.13,307.064798180099
261.14,307.087536613194
261.15,307.11027341995
261.16,307.133008601171
261.17,307.155742157659
261.18,307.178474090214
261.19,307.201204399637
261.2,307.22393308673
261.21,307.246660152291
261.22,307.269385597118
261.23,307.29210942201
261.24,307.314831627764
261.25,307.337552215176
261.26,307.360271185043
261.27,307.38298853816
261.28,307.40570427532
261.29,307.428418397319
261.3,307.451130904948
261.31,307.473841799001
261.32,307.496551080269
261.33,307.519258749543
261.34,307.541964807614
261.35,307.564669255271
261.36,307.587372093303
261.37,307.610073322499
261.38,307.632772943645
261.39,307.655470957529
261.4,307.678167364937
261.41,307.700862166655
261.42,307.723555363466
261.43,307.746246956156
261.44,307.768936945507
261.45,307.791625332302
261.46,307.814312117324
261.47,307.836997301353
261.48,307.85968088517
261.49,307.882362869556
261.5,307.905043255288
261.51,307.927722043146
261.52,307.950399233908
261.53,307.97307482835
261.54,307.995748827249
261.55,308.018421231381
261.56,308.04109204152
261.57,308.063761258442
261.58,308.086428882919
261.59,308.109094915724
261.6,308.13175935763
261.61,308.154422209409
261.62,308.17708347183
261.63,308.199743145665
261.64,308.222401231682
261.65,308.245057730651
261.66,308.267712643339
261.67,308.290365970513
261.68,308.313017712941
261.69,308.335667871388
261.7,308.35831644662
261.71,308.3809634394
261.72,308.403608850493
261.73,308.426252680663
261.74,308.44889493067
261.75,308.471535601277
261.76,308.494174693246
261.77,308.516812207335
261.78,308.539448144306
261.79,308.562082504917
261.8,308.584715289926
261.81,308.60734650009
261.82,308.629976136168
261.83,308.652604198913
261.84,308.675230689083
261.85,308.697855607431
261.86,308.720478954713
261.87,308.74310073168
261.88,308.765720939085
261.89,308.788339577682
261.9,308.81095664822
261.91,308.833572151451
261.92,308.856186088123
261.93,308.878798458987
261.94,308.90140926479
261.95,308.924018506281
261.96,308.946626184206
261.97,308.969232299311
261.98,308.991836852343
261.99,309.014439844046
262,309.037041275163
262.01,309.05964114644
262.02,309.082239458618
262.03,309.104836212439
262.04,309.127431408645
262.05,309.150025047977
262.06,309.172617131174
262.07,309.195207658976
262.08,309.217796632122
262.09,309.240384051348
262.1,309.262969917393
262.11,309.285554230992
262.12,309.308136992882
262.13,309.330718203797
262.14,309.353297864473
262.15,309.375875975641
262.16,309.398452538036
262.17,309.421027552389
262.18,309.443601019432
262.19,309.466172939896
262.2,309.488743314511
262.21,309.511312144006
262.22,309.53387942911
262.23,309.556445170551
262.24,309.579009369056
262.25,309.601572025352
262.26,309.624133140165
262.27,309.646692714219
262.28,309.669250748239
262.29,309.691807242949
262.3,309.714362199072
262.31,309.73691561733
262.32,309.759467498445
262.33,309.782017843138
262.34,309.804566652129
262.35,309.827113926137
262.36,309.849659665881
262.37,309.872203872079
262.38,309.894746545449
262.39,309.917287686708
262.4,309.93982729657
262.41,309.962365375752
262.42,309.984901924968
262.43,310.007436944931
262.44,310.029970436356
262.45,310.052502399954
262.46,310.075032836436
262.47,310.097561746515
262.48,310.1200891309
262.49,310.142614990301
262.5,310.165139325426
262.51,310.187662136985
262.52,310.210183425683
262.53,310.232703192229
262.54,310.255221437327
262.55,310.277738161684
262.56,310.300253366004
262.57,310.32276705099
262.58,310.345279217346
262.59,310.367789865775
262.6,310.390298996978
262.61,310.412806611656
262.62,310.43531271051
262.63,310.457817294239
262.64,310.480320363541
262.65,310.502821919117
262.66,310.525321961662
262.67,310.547820491873
262.68,310.570317510447
262.69,310.592813018079
262.7,310.615307015464
262.71,310.637799503295
262.72,310.660290482266
262.73,310.682779953069
262.74,310.705267916396
262.75,310.727754372939
262.76,310.750239323386
262.77,310.772722768429
262.78,310.795204708756
262.79,310.817685145056
262.8,310.840164078015
262.81,310.86264150832
262.82,310.885117436658
262.83,310.907591863715
262.84,310.930064790174
262.85,310.95253621672
262.86,310.975006144035
262.87,310.997474572803
262.88,311.019941503706
262.89,311.042406937423
262.9,311.064870874637
262.91,311.087333316026
262.92,311.109794262269
262.93,311.132253714044
262.94,311.15471167203
262.95,311.177168136902
262.96,311.199623109337
262.97,311.222076590011
262.98,311.244528579597
262.99,311.266979078771
263,311.289428088205
263.01,311.311875608571
263.02,311.334321640541
263.03,311.356766184787
263.04,311.379209241979
263.05,311.401650812787
263.06,311.424090897879
263.07,311.446529497924
263.08,311.468966613588
263.09,311.49140224554
263.1,311.513836394444
263.11,311.536269060967
263.12,311.558700245773
263.13,311.581129949526
263.14,311.603558172888
263.15,311.625984916524
263.16,311.648410181093
263.17,311.670833967258
263.18,311.693256275678
263.19,311.715677107014
263.2,311.738096461924
263.21,311.760514341066
263.22,311.782930745097
263.23,311.805345674676
263.24,311.827759130456
263.25,311.850171113095
263.26,311.872581623245
263.27,311.894990661562
263.28,311.917398228699
263.29,311.939804325307
263.3,311.962208952038
263.31,311.984612109544
263.32,312.007013798475
263.33,312.02941401948
263.34,312.051812773208
263.35,312.074210060307
263.36,312.096605881424
263.37,312.119000237207
263.38,312.1413931283
263.39,312.16378455535
263.4,312.186174519001
263.41,312.208563019897
263.42,312.23095005868
263.43,312.253335635993
263.44,312.275719752478
263.45,312.298102408774
263.46,312.320483605524
263.47,312.342863343366
263.48,312.365241622939
263.49,312.38761844488
263.5,312.409993809828
263.51,312.432367718418
263.52,312.454740171287
263.53,312.477111169069
263.54,312.4994807124
263.55,312.521848801912
263.56,312.544215438239
263.57,312.566580622013
263.58,312.588944353865
263.59,312.611306634426
263.6,312.633667464326
263.61,312.656026844195
263.62,312.678384774661
263.63,312.700741256352
263.64,312.723096289896
263.65,312.745449875918
263.66,312.767802015044
263.67,312.7901527079
263.68,312.81250195511
263.69,312.834849757296
263.7,312.857196115083
263.71,312.879541029091
263.72,312.901884499944
263.73,312.92422652826
263.74,312.94656711466
263.75,312.968906259764
263.76,312.991243964189
263.77,313.013580228553
263.78,313.035915053475
263.79,313.058248439568
263.8,313.080580387451
263.81,313.102910897736
263.82,313.125239971039
263.83,313.147567607972
263.84,313.169893809149
263.85,313.192218575181
263.86,313.21454190668
263.87,313.236863804255
263.88,313.259184268517
263.89,313.281503300076
263.9,313.303820899538
263.91,313.326137067512
263.92,313.348451804604
263.93,313.370765111421
263.94,313.393076988569
263.95,313.41538743665
263.96,313.437696456271
263.97,313.460004048034
263.98,313.482310212541
263.99,313.504614950394
264,313.526918262194
264.01,313.549220148542
264.02,313.571520610036
264.03,313.593819647277
264.04,313.616117260862
264.05,313.638413451388
264.06,313.660708219453
264.07,313.683001565651
264.08,313.705293490578
264.09,313.72758399483
264.1,313.749873078998
264.11,313.772160743677
264.12,313.79444698946
264.13,313.816731816936
264.14,313.839015226697
264.15,313.861297219334
264.16,313.883577795435
264.17,313.90585695559
264.18,313.928134700385
264.19,313.950411030409
264.2,313.972685946248
264.21,313.994959448487
264.22,314.017231537712
264.23,314.039502214506
264.24,314.061771479454
264.25,314.084039333138
264.26,314.106305776139
264.27,314.128570809041
264.28,314.150834432422
264.29,314.173096646863
264.3,314.195357452944
264.31,314.217616851241
264.32,314.239874842334
264.33,314.262131426799
264.34,314.284386605212
264.35,314.306640378149
264.36,314.328892746184
264.37,314.351143709892
264.38,314.373393269846
264.39,314.395641426618
264.4,314.41788818078
264.41,314.440133532903
264.42,314.462377483558
264.43,314.484620033314
264.44,314.50686118274
264.45,314.529100932404
264.46,314.551339282874
264.47,314.573576234716
264.48,314.595811788496
264.49,314.618045944779
264.5,314.640278704131
264.51,314.662510067114
264.52,314.684740034292
264.53,314.706968606226
264.54,314.72919578348
264.55,314.751421566612
264.56,314.773645956183
264.57,314.795868952754
264.58,314.818090556881
264.59,314.840310769124
264.6,314.862529590039
264.61,314.884747020182
264.62,314.90696306011
264.63,314.929177710377
264.64,314.951390971537
264.65,314.973602844145
264.66,314.995813328751
264.67,315.018022425909
264.68,315.04023013617
264.69,315.062436460084
264.7,315.084641398201
264.71,315.10684495107
264.72,315.12904711924
264.73,315.151247903257
264.74,315.173447303669
264.75,315.195645321022
264.76,315.217841955861
264.77,315.24003720873
264.78,315.262231080175
264.79,315.284423570737
264.8,315.306614680959
264.81,315.328804411382
264.82,315.350992762549
264.83,315.373179734998
264.84,315.39536532927
264.85,315.417549545902
264.86,315.439732385434
264.87,315.461913848401
264.88,315.484093935342
264.89,315.50627264679
264.9,315.528449983282
264.91,315.550625945352
264.92,315.572800533533
264.93,315.594973748358
264.94,315.617145590359
264.95,315.639316060067
264.96,315.661485158013
264.97,315.683652884727
264.98,315.705819240738
264.99,315.727984226574
265,315.750147842762
265.01,315.772310089831
265.02,315.794470968305
265.03,315.81663047871
265.04,315.838788621571
265.05,315.860945397411
265.06,315.883100806754
265.07,315.905254850123
265.08,315.927407528039
265.09,315.949558841022
265.1,315.971708789594
265.11,315.993857374273
265.12,316.016004595579
265.13,316.038150454028
265.14,316.060294950139
265.15,316.082438084428
265.16,316.104579857411
265.17,316.126720269602
265.18,316.148859321516
265.19,316.170997013667
265.2,316.193133346567
265.21,316.215268320728
265.22,316.237401936662
265.23,316.259534194878
265.24,316.281665095888
265.25,316.3037946402
265.26,316.325922828321
265.27,316.348049660761
265.28,316.370175138025
265.29,316.39229926062
265.3,316.414422029052
265.31,316.436543443823
265.32,316.458663505439
265.33,316.480782214403
265.34,316.502899571217
265.35,316.525015576382
265.36,316.5471302304
265.37,316.569243533771
265.38,316.591355486993
265.39,316.613466090566
265.4,316.635575344987
265.41,316.657683250755
