T(K),X,m,cp(J/gK),cp_err(%),cpm(J/molK),cp_SMA_1K,std,std_%
270.0,0.08200000000000002,5.244825244341693,4.250541620881229,0.6733013981846956,76.37803509233089,4.250528252612128,0.05631636634766256,1.324922124535907
271.0,0.08200000000000018,5.244825244341685,4.251484030194147,0.6734723852625992,76.39496925696058,4.251787772038605,0.05751553139602297,1.3528342335887
272.0,0.08200000000000023,5.244825244341682,4.252851749310144,0.6737379297521185,76.41954581871562,4.253080551582797,0.053269567192506855,1.252561112696856
273.0,0.08200000000000024,5.244825244341682,4.257761535829409,0.6745043973989633,76.50776983356167,4.258169657193704,0.05850153739632721,1.3739975079400768
274.0,0.08200000000000024,5.244825244341682,4.264265821774599,0.6756561658147764,76.62464542836395,4.263219268841685,0.060121493201360975,1.4098908396930347
275.0,0.08200000000000024,5.244825244341682,4.265153578022017,0.6762523087618277,76.64059753138199,4.265428889161767,0.0670691720396213,1.5724913725316525
276.0,0.08200000000000024,5.244825244341682,4.268789054204729,0.6770934635032134,76.70592344798901,4.268764810177864,0.07096563090023213,1.662430024044675
277.0,0.08200000000000024,5.244825244341682,4.271428292963529,0.6777029886275571,76.75334796197251,4.271339248218849,0.0734629409525205,1.7198682949574158
278.0,0.08200000000000024,5.244825244341682,4.270879628664264,0.6774776817797296,76.74348900637561,4.270283199988173,0.07277977944078114,1.7040934366849232
279.0,0.08200000000000024,5.244825244341682,4.269593316001165,0.6769527189014655,76.72037523818211,4.270359439040722,0.06984166682826702,1.6357920218424842
280.0,0.08200000000000024,5.244825244341682,4.274195239239344,0.6767903073259092,76.80306725391273,4.273951594468157,0.06506525099026908,1.5222807417156827
281.0,0.08200000000000024,5.244825244341682,4.277932680510749,0.676537468122835,76.87022538246293,4.277866355046506,0.062314520493546424,1.456650329665931
282.0,0.08200000000000024,5.244825244341682,4.28231258577194,0.6766290340123429,76.94892795441211,4.28223089591771,0.06403673600077933,1.4953774325943072
283.0,0.08200000000000024,5.244825244341682,4.2860904583380375,0.6770808986445096,77.01681259339784,4.286463132804041,0.062442071764066964,1.4568538011743066
284.0,0.08200000000000024,5.244825244341682,4.289870077511503,0.6777734925308833,77.0847286171931,4.289460223370329,0.06785845850077221,1.581830155101947
285.0,0.08200000000000024,5.244825244341682,4.290347733347402,0.6783020312374348,77.09331162083137,4.290061278908262,0.06869124249655717,1.601064686730255
286.0,0.08200000000000024,5.244825244341682,4.288718721887422,0.6785650678625686,77.06403989370725,4.288595779193847,0.06785883739527233,1.5822636501889389
287.0,0.08200000000000024,5.244825244341682,4.289305574216448,0.678875145966174,77.07458505048447,4.288902434638635,0.06298746454250648,1.4684769702847005
288.0,0.08200000000000024,5.244825244341682,4.2908863230992225,0.6792501805974526,77.10298954676024,4.2908400268709,0.0674527271167099,1.5719998629092118
289.0,0.08200000000000024,5.244825244341682,4.293378157165065,0.6797533432049773,77.14776534398815,4.2935133518948945,0.06510381325518687,1.5163773343966325
290.0,0.08200000000000024,5.244825244341682,4.2987617349194345,0.6808923580059956,77.24450291941281,4.29827687621812,0.06392325185296838,1.4870154661913682
291.0,0.08200000000000024,5.244825244341682,4.301378555407086,0.6820228224681081,77.29152459920392,4.301277698201965,0.06375295533749713,1.4821516989560453
292.0,0.08200000000000024,5.244825244341682,4.304509271753947,0.6834311754642538,77.3477804800616,4.304524908095595,0.06389937995851523,1.4844753704637352
293.0,0.08200000000000024,5.244825244341682,4.3001477364146075,0.6838527570235516,77.26940799746603,4.300188463444922,0.06477906320741804,1.5064380848791432
298.0,0.08200000000000024,5.244825244341682,4.306952926743704,0.6772173228616843,77.39169054687395,4.306623027675094,0.07019714970708597,1.6298564414577645
299.0,0.08200000000000024,5.244825244341682,4.318819976869392,0.6785939923828184,77.60492971773385,4.3188979078514045,0.06857081220172173,1.5877210110393871
300.0,0.08200000000000024,5.244825244341682,4.324353887191097,0.6801346516966923,77.7043686209251,4.324671805657389,0.07265027036188275,1.680026016766936
301.0,0.08200000000000024,5.244825244341682,4.3281452702141285,0.6815440230161913,77.77249602947906,4.327840539837968,0.07037913204025481,1.626080633767011
302.0,0.08200000000000024,5.244825244341682,4.332166507031872,0.6830729678359047,77.84475368372031,4.331225894892702,0.06794296388865634,1.5683368535898357
303.0,0.08200000000000024,5.244825244341682,4.329421620323172,0.683539174396811,77.79543078041516,4.329557376304681,0.06504721852641383,1.5024459207453753
304.0,0.08200000000000024,5.244825244341682,4.330229028475035,0.6835456486174538,77.80993910750787,4.329995610538119,0.0630993279955592,1.4571822317162915
305.0,0.08200000000000024,5.244825244341682,4.333652320976693,0.6838800491303378,77.87145229291895,4.334186225176684,0.05794951274564033,1.3371980134433121
306.0,0.08200000000000024,5.244825244341682,4.336364029662165,0.6841694909408735,77.92017901991339,4.336151986665166,0.061051086629269294,1.407886566064557
307.0,0.08200000000000024,5.244825244341682,4.332246201320063,0.683030008587487,77.84618571137317,4.333469152730521,0.06092466688244589,1.4063066605928756
