index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
6254,105675.7,108.762411,108.797049,-0.205256,0.2795,,
6255,105692.6,108.807379,108.797385,-0.220947,0.273439,,
6256,105709.5,108.853491,108.797629,-0.23915,0.24220699999999998,,
6257,105726.4,108.900442,108.798331,-0.261745,0.22924299999999997,,
6258,105743.3,108.948752,108.800055,-0.288418,0.208165,,
6259,105760.2,108.997229,108.799963,-0.312898,0.184315,,
6260,105777.1,109.046072,108.802084,-0.336117,0.15862199999999999,,
6261,105794.0,109.095801,108.803748,-0.368123,0.12134800000000001,,
6262,105810.9,109.144934,108.805441,-0.400757,0.08593,,
6263,105827.8,109.194373,108.806845,-0.428369,0.061118000000000006,,
6264,105844.7,109.24259,108.80947,-0.467901,0.017872,,
6265,105861.6,109.290991,108.811835,-0.501785,-0.011351000000000055,,
6266,105878.5,109.339545,108.81449,-0.533155,-0.04115900000000006,,
6267,105895.4,109.38616,108.817465,-0.562327,-0.077152,,
6268,105912.3,109.433112,108.820166,-0.603422,-0.11420400000000003,,
6269,105929.2,109.479208,108.823981,-0.647021,-0.14879099999999995,,
6270,105946.1,109.524252,108.826926,-0.69219,-0.19612399999999997,,
6271,105963.0,109.568259,108.831213,-0.740488,-0.24658600000000003,,
6272,105979.9,109.612402,108.835043,-0.785961,-0.288945,,
6273,105996.8,109.654669,108.838995,-0.827667,-0.325056,,
6274,106013.7,109.696631,108.843802,-0.874697,-0.37735599999999997,,
6275,106030.6,109.737646,108.84783,-0.923299,-0.422844,,
6276,106047.5,109.778281,108.852393,-0.96656,-0.471064,,
6277,106064.4,109.817069,108.857153,-1.01264,-0.536073,,
6278,106081.3,109.855917,108.862265,-1.06938,-0.584422,,
6279,106098.2,109.894141,108.867545,-1.121408,-0.629922,,
6280,106115.1,109.930838,108.872595,-1.176885,-0.6804239999999999,,
6281,106132.0,109.9672,108.878485,-1.226077,-0.7255710000000001,,
6282,106148.9,110.002814,108.884039,-1.276523,-0.7741460000000001,,
6283,106165.8,110.037253,108.88999,-1.328214,-0.823344,,
6284,106182.7,110.071783,108.896094,-1.378332,-0.8774899999999999,,
6285,106199.6,110.105627,108.902045,-1.428446,-0.9375340000000001,,
6286,106216.5,110.137854,108.908484,-1.481687,-0.997907,,
6287,106233.4,110.170142,108.91442,-1.531792,-1.038377,,
6288,106250.3,110.202872,108.920859,-1.593489,-1.099445,,
6289,106267.2,110.234106,108.927985,-1.640748,-1.1414170000000001,,
6290,106284.1,110.265006,108.935004,-1.692393,-1.188399,,
6291,106301.0,110.295813,108.941672,-1.743097,-1.228224,,
6292,106317.9,110.325842,108.948325,-1.79505,-1.277065,,
6293,106334.8,110.35575,108.956046,-1.843535,-1.321507,,
6294,106351.7,110.385397,108.963294,-1.893274,-1.3752779999999998,,
6295,106368.6,110.414343,108.970313,-1.940191,-1.419083,,
6296,106385.5,110.443732,108.978262,-1.990223,-1.465383,,
