T(K),Fc,X,m(mol/kg),cp(J/gK),cp_err(%),cpm(J/molK),cp_SMA_1K,std,std_%
185.0,0.13158768426214795,0.3114179699198057,26.391727881488563,3.2657930052904636,0.7103566427859612,57.92193430695407,3.265927434469369,0.058069788130525525,1.778122129493652
186.0,0.129059241041443,0.30962896458586003,26.28205256594068,3.2643233812567902,0.7107029985927992,57.89884467933618,3.2642372697927935,0.05908718942580963,1.8100899489639592
187.0,0.12521728898381818,0.30783493519741156,26.11600969499924,3.2664761588972158,0.7110515811632449,57.941559830616804,3.2663914359540835,0.0611583691402549,1.8723041640353617
188.0,0.11995095179920154,0.3060352908928012,25.890845193371753,3.271121374469541,0.7120019827826002,58.03013484808803,3.270876422448204,0.06789864845523538,2.07569945233983
189.0,0.11475639266442479,0.3042294416247227,25.672523317200774,3.2734018495659813,0.7123475863580429,58.07659293298407,3.274281137688969,0.06775394160002211,2.0698326913026452
190.0,0.10948203335206465,0.30241679664133225,25.45458794153534,3.2821608796891253,0.7126656797099763,58.2380527523876,3.2821927442423373,0.06843973422408275,2.0852035208757083
191.0,0.1041256843814729,0.3005967630098679,25.237020580249883,3.294335685117292,0.7132484984032869,58.46016757524012,3.2941566129652027,0.06785336721357303,2.0596980301707526
192.0,0.09860447366278154,0.2987687441721445,25.01666096524769,3.3024029037972893,0.7133813096627013,58.60953382765077,3.3023016658143254,0.0673754624186901,2.040195105849077
193.0,0.09298963923548134,0.2969321385221438,24.79639276015778,3.309146581906362,0.7132785780567604,58.73547494537797,3.3094240418722767,0.061887504926830574,1.870195332694446
194.0,0.08735520873699659,0.29508633799652173,24.57927045490605,3.321802813937249,0.7136887347134732,58.966324250516095,3.3200703906538425,0.06029728571904641,1.8151976229912805
195.0,0.08162322968979077,0.29323072666942335,24.36225883602392,3.31973522253723,0.7142191112084877,58.935832288135956,3.3202630856276922,0.06416517613493548,1.9328401765094654
196.0,0.07570270632611384,0.29136467934340693,24.142138751871137,3.3175126327071913,0.7143021135872332,58.90273179009752,3.317895273037813,0.06521671058733916,1.9658315674331084
197.0,0.06967081246107762,0.2894875601285893,23.92184117594491,3.313987874214664,0.7144690640151656,58.84652981824384,3.3150202776711435,0.062056815319840745,1.872572190221026
198.0,0.0636087797849193,0.2875987210023984,23.704510963238047,3.315380488399527,0.7147775547498152,58.87762944514887,3.31641695728683,0.06431381893403065,1.9398623825851624
199.0,0.057335445236231866,0.2856975003424541,23.483781217011284,3.3206866922762233,0.7146976875384794,58.97842169969514,3.3215316338996876,0.07010711641011516,2.111223457882412
200.0,0.05102286030832887,0.2837832214252322,23.265737982350156,3.334668734288105,0.714313660620361,59.23323934785791,3.3341299548030476,0.07051919910640905,2.1147287699467303
201.0,0.044484680508189954,0.28185519088317856,23.044080353713102,3.3453756134731596,0.7142779639539051,59.43005432354878,3.3460573930275,0.07170015668981768,2.143261773089174
202.0,0.03789858194304264,0.27991269711297245,22.82507838139174,3.3606143200690086,0.7145713464787554,59.70735813840704,3.3606133339227853,0.0707940021801151,2.1065791976587596
203.0,0.031073110773376936,0.2779550086275582,22.602517371731437,3.368831638864696,0.7151829209938124,59.860113168875934,3.3676385471462447,0.07293496607013927,2.1649929081857744
204.0,0.024099130820229357,0.27598137234450526,22.37945602700718,3.3677840608101195,0.7155714992042425,59.84832216842781,3.3675068521372906,0.07348321902216268,2.181945685807608
205.0,0.018097984855876607,0.27399101180313085,22.190543951205974,3.3652399102115584,0.7159197939738238,59.80890976331142,3.366586503420897,0.07168550667821635,2.1301752205152527
206.0,0.01459151403534647,0.27198312530269514,22.080355171663616,3.365968668328602,0.7161392548130262,59.82524520172863,3.366509051422947,0.07159565446093798,2.127044590004736
