T(K),Fc,X,m(mol/kg),cp(J/gK),cp_err(%),cpm(J/molK),cp_SMA_1K,std,std_%
184.0,0.3555534750788155,0.31320254444824397,26.612872199651527,3.2075814091314934,0.7119063678358757,56.88364899696904,3.2095466947977584,0.0636073270992936,1.9830307944239007
185.0,0.353668084647942,0.3114179699198057,26.501447134139198,3.2100481998920283,0.7123954272115934,56.930363480064564,3.2113739206254506,0.06118798041799072,1.9061389925562118
186.0,0.3508300257500469,0.30962896458586003,26.33437636202898,3.2132351444790728,0.7130117303006116,56.99132840489077,3.2133376123724973,0.06276205640049562,1.953235713493684
187.0,0.347013207288906,0.30783493519741156,26.112019504652714,3.2169110340923686,0.713494889576025,57.06247354054418,3.2176152366787574,0.06242732708198953,1.9405984940333612
188.0,0.3431992493328929,0.3060352908928012,25.893507250671302,3.2290714077877776,0.7138993400732245,57.28411387923879,3.2277116905112715,0.07054866730933916,2.1847973736100106
189.0,0.3393267239744173,0.3042294416247227,25.675443433678012,3.231542288453373,0.7138753100567972,57.333845641973774,3.2313823028391875,0.06851373805521654,2.1201560103367068
190.0,0.3353347086526934,0.30241679664133225,25.45442041801735,3.228192636289125,0.7140198046324194,57.280405247300415,3.228967101309467,0.07071364268286201,2.19050257063187
191.0,0.3313380766434013,0.3005967630098679,25.236876391173126,3.2286773046841497,0.7141015152499074,57.29494875068646,3.2285772516993645,0.06871140545405068,2.1281595826986024
192.0,0.3272132239817199,0.2987687441721445,25.016267298328124,3.2276234081927906,0.7142981866257754,57.282311294399875,3.226896732225418,0.06854549094596507,2.123714023512583
193.0,0.32307782007151864,0.2969321385221438,24.798980803872535,3.217916906922817,0.7144514015181198,57.11609543591336,3.2193049051405427,0.06267162271217569,1.9475836239695326
194.0,0.3188076794581515,0.29508633799652173,24.57849830334132,3.2194392487048735,0.7148498823723742,57.149256454384705,3.2191871325393078,0.06426356620599284,1.9961105410467055
195.0,0.3145254520049874,0.29323072666942335,24.361247150486868,3.217664378297095,0.7150398770755143,57.123767744451484,3.2177066553559817,0.07052820980853301,2.191906970914695
196.0,0.31016159466926674,0.29136467934340693,24.143870960304298,3.2138075264423676,0.7153562121351633,57.061375994143184,3.2133434448354894,0.07274776704636711,2.2636006185130104
197.0,0.3056491090639062,0.2894875601285893,23.92308789605857,3.212284869315801,0.7155714996642021,57.04056136244715,3.212650514449241,0.07293291596819237,2.270437365778418
198.0,0.3010476849782042,0.2875987210023984,23.70207610281824,3.216322713711089,0.7155233452111921,57.11856313235032,3.2175931021209663,0.06983128890824776,2.1711530565810153
199.0,0.29642322831027956,0.2856975003424541,23.483988085287336,3.223576482982603,0.7154176331492457,57.25366464825639,3.223442292485386,0.0730562053129707,2.266309042103934
200.0,0.29170096551250707,0.2837832214252322,23.2654951539035,3.2321200625592925,0.7153154596290678,57.41167184441181,3.231129600336411,0.06835063993114936,2.114730845642758
201.0,0.28680831782461197,0.28185519088317856,23.0433195615243,3.237667483294915,0.7152475669561275,57.51660538276151,3.236607936873953,0.06703643119340812,2.07051624477466
