index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
6167,109138.2,115.021475,111.649634,-5.510632,-4.139044,,
6168,109155.9,115.050665,111.666907,-5.531147,-4.15859,,
6169,109173.6,115.079489,111.685049,-5.550086,-4.176247,,
6170,109191.3,115.108603,111.703207,-5.568404,-4.193593,,
6171,109209.0,115.137854,111.722037,-5.577476,-4.206045,,
6172,109226.7,115.166815,111.740347,-5.597316,-4.21715,,
6173,109244.4,115.196371,111.758658,-5.622678,-4.242474,,
6174,109262.1,115.226004,111.777777,-5.649228,-4.271162,,
6175,109279.8,115.255804,111.796332,-5.668734,-4.290635999999999,,
6176,109297.5,115.285117,111.814627,-5.694077,-4.317183,,
6177,109315.2,115.314154,111.833899,-5.712314,-4.342828,,
6178,109332.9,115.343481,111.852042,-5.728138,-4.360165,,
6179,109350.6,115.373221,111.870932,-5.742392,-4.366941,,
6180,109368.3,115.402579,111.889517,-5.760644,-4.38206,,
6181,109386.0,115.43302,111.909277,-5.776695,-4.401793,,
6182,109403.7,115.462622,111.927664,-5.789732,-4.4110759999999996,,
6183,109421.4,115.492148,111.946753,-5.813469,-4.4338500000000005,,
6184,109439.1,115.522299,111.965842,-5.838426,-4.461554,,
6185,109456.8,115.551871,111.984778,-5.854492,-4.485949,,
6186,109474.5,115.582358,112.004507,-5.872053,-4.506889,,
6187,109492.2,115.612006,112.023627,-5.893313,-4.526868,,
6188,109509.9,115.641836,112.042593,-5.914267,-4.537256999999999,,
6189,109527.6,115.672324,112.06246,-5.936096,-4.55936,,
6190,109545.3,115.703162,112.081457,-5.954893,-4.576266,,
6191,109563.0,115.733221,112.101523,-5.973332,-4.594982,,
6192,109580.7,115.762976,112.12023,-5.991825,-4.610663000000001,,
6193,109598.4,115.793082,112.140112,-5.996787,-4.617752,,
6194,109616.1,115.823218,112.159903,-6.005121,-4.632544,,
6195,109633.8,115.854163,112.179511,-6.031523,-4.659537,,
6196,109651.5,115.884344,112.19921,-6.053628,-4.6812949999999995,,
6197,109669.2,115.914572,112.218329,-6.080037,-4.703032,,
6198,109686.9,115.944723,112.238837,-6.103012,-4.721642999999999,,
6199,109704.6,115.974768,112.258795,-6.120802,-4.741568,,
6200,109722.3,116.00495,112.279288,-6.140706,-4.7586569999999995,,
6201,109740.0,116.034994,112.298758,-6.162485,-4.786573000000001,,
6202,109757.7,116.064642,112.319281,-6.164636,-4.7893159999999995,,
6203,109775.4,116.094733,112.339209,-6.175988,-4.804333,,
6204,109793.1,116.124594,112.359213,-6.194365,-4.8236040000000004,,
6205,109810.8,116.154273,112.379675,-6.223417,-4.851381,,
6206,109828.5,116.184317,112.399802,-6.242083,-4.863849,,
6207,109846.2,116.213995,112.420203,-6.263482,-4.882441999999999,,
6208,109863.9,116.243597,112.440543,-6.279071,-4.896459,,
6209,109881.6,116.273428,112.461249,-6.300139,-4.920884,,
