index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Q_err,Q_err%,Fc,Fc_err
5808.0,102783.9,104.42944202990031,102.0,-4.415363428571429,-3.6745578114710566,2.116291758219212,57.59310008983053,,
5879.5,104049.45,106.55457612916658,103.0,-5.873527437500004,-5.05957787386364,1.2440109522318676,24.587247854372976,,
5929.5,104934.44999999998,108.0332130917431,104.0,-6.551514697247706,-5.393380961740459,0.8453868422307114,15.674524907988378,,
5973.5,105713.25,109.3330095098039,105.0,-7.0161927941176465,-5.76411369929006,0.6140126243699852,10.652333670059464,,
6015.0,106447.79999999999,110.557086319797,106.0,-7.369657598984775,-6.068748566120925,0.4758457363339692,7.840920267984086,,
6054.0,107138.09999999999,111.70619591099481,107.0,-7.6440186125654455,-6.31302069138318,0.386387844963923,6.120490710434621,,
6092.5,107819.55,112.8413470537635,108.0,-7.875210602150535,-6.523634053432586,0.3165172177691204,4.851854275954923,,
6130.0,108483.29999999999,113.9469390655738,109.0,-8.069505448087433,-6.70540560598217,0.2678204029838804,3.9940969826634607,,
6166.5,109129.34999999999,115.0239505054946,110.0,-8.2384461978022,-6.867038181673167,0.23572390274562444,3.432686647567028,,
6203.0,109775.4,116.10038429050286,111.0,-8.393669106145255,-7.019790455872031,0.21530895161819502,3.067170636668931,,
6238.5,110403.75,117.14776081460677,112.0,-8.535951471910117,-7.161933692904592,0.20643535810659847,2.882396946946274,,
6274.0,111032.09999999999,118.19550567796608,113.0,-8.678783327683616,-7.305856003661271,0.2103899151143624,2.87974352367371,,
6309.5,111660.45,119.24340339204545,114.0,-8.829663528409093,-7.458689319369545,0.22553692277242277,3.023814414507435,,
6345.0,112288.8,120.29041785714287,115.0,-8.999114251428571,-7.633410126428571,0.2626832235245156,3.4412303174310996,,
6380.0,112908.3,121.32237525142862,116.0,-9.201468639999998,-7.841725884318181,0.33038762061096977,4.213200327133039,,
6414.5,113518.95,122.34011348275865,117.0,-9.463166517241381,-8.111183037241382,0.4385055053104584,5.406184317344592,,
6449.5,114138.45,123.37235977011497,118.0,-9.823742103448271,-8.480559589162558,0.6060089379687732,7.145860265438163,,
6484.0,114749.1,124.3900183930636,119.0,-10.270911387283231,-8.936637536708519,0.7576506507156613,8.47802820248111,,
6519.0,115368.6,125.42238482080924,120.0,-10.717533543352598,-9.392708462892829,0.752602779334373,8.012627905014114,,
6553.5,115979.25,126.44046398837206,121.0,-11.031691831395348,-9.715261831395349,0.5547064852306681,5.70964009881964,,
6588.0,116589.9,127.45778574566481,122.0,-11.209434855491331,-9.902020231213875,0.3288653662351314,3.3211946507487218,,
6622.5,117200.54999999999,128.475220511628,123.0,-11.264023348837215,-9.96606037773895,0.2475382898920302,2.4838128659640977,,
6656.5,117802.34999999999,129.4779629186046,124.0,-11.193745726744186,-9.905474929056325,0.23590870532123595,2.3815991359407795,,
6691.5,118421.84999999999,130.50987988953483,125.0,-11.09302080813953,-9.813510883720925,0.10862571687675501,1.1068996423792432,,
6725.5,119023.65000000001,131.51327302325575,126.0,-11.071639029069763,-9.802126751613116,0.05931789783711107,0.6051533441694094,,
6760.0,119634.3,132.53179276023386,127.0,-11.103690444444446,-9.843356961886306,0.08019082397892925,0.8146694698712024,,
6794.5,120244.95000000001,133.5500114825581,128.0,-11.151234180232562,-9.89913977672379,0.09127136111726783,0.9220130554361655,,
6828.5,120846.75,134.55311718023256,129.0,-11.201890715116285,-9.959864726812192,0.093340109100817,0.9371624179748467,,
6863.0,121457.4,135.57120078947366,130.0,-11.25340913450293,-10.020185931014558,0.08828105664718666,0.8810321211100329,,
6897.5,122068.04999999999,136.58897233139538,131.0,-11.30354527906977,-10.078211162110705,0.08054478922172315,0.7991972774348424,,
6931.5,122669.85000000002,137.5910980813954,132.0,-11.349311569767448,-10.132651698422418,0.07677265679876252,0.7576758689012816,,
6966.0,123280.50000000001,138.60752902339178,133.0,-11.390135023391808,-10.183387257309937,0.07161820475864157,0.7032847023197699,,
7000.5,123891.15000000001,139.62492335465106,134.0,-11.427985901162792,-10.229301234496125,0.06787031263382504,0.6634892362436934,,
7034.5,124492.95000000001,140.6282082325581,135.0,-11.467165802325583,-10.278109053787572,0.06924017357932764,0.6736664615736105,,
7069.0,125103.59999999999,141.64588529824573,136.0,-11.506527543859654,-10.325880216374275,0.06881649286760987,0.6664467476436928,,
7103.0,125705.4,142.65171327485385,137.0,-11.54926940935673,-10.37734022807018,0.08073519877095903,0.777995102758358,,
7137.0,126307.2,143.65651388888884,138.0,-11.599642274853805,-10.436768766081876,0.09441123764531759,0.9046021787139874,,
7171.5,126917.85,144.67390994705883,139.0,-11.648802199999999,-10.49388112982456,0.08816447322815205,0.8401512475453969,,
7205.5,127519.65,145.678437282353,140.0,-11.691685,-10.545924617647058,0.08072725405775084,0.7654829423175055,,
7240.0,128130.3,146.69594952046785,141.0,-11.729087286549708,-10.593468415961473,0.060241956131803776,0.568670748487205,,
7274.0,128732.1,147.6957592748538,142.0,-11.729473888888892,-10.602498888888892,0.0636061012460479,0.5999161321554604,,
7308.0,129333.9,148.69794742690058,143.0,-11.659392046783626,-10.540044446783627,0.17769603887837823,1.6859135630362878,,
7342.0,129935.7,149.7014315555556,144.0,-11.452693836257309,-10.343863665669074,0.4394894927406178,4.248794328170317,,
7376.0,130537.5,150.70362779532155,145.0,-10.963100561403506,-9.862831708462329,0.9659202687533861,9.793538988651958,,
7410.5,131148.15,151.72182554117643,146.0,-9.911396370588237,-8.8213073,1.9717389418619122,22.35200378816768,,
7444.5,131749.95,152.72698402941182,147.0,-7.807798658823533,-6.727098382352944,3.901260787672832,57.993217371503405,,
7478.0,132342.9,153.71510691124266,148.0,-3.816416698224852,-2.7476853158719114,7.396441057563155,269.1880694939069,,
7512.0,132944.7,154.71975257988163,149.0,3.3561374319526642,4.415368955482075,12.873328902749266,291.5572635615395,,
7546.0,133546.5,155.72265169822487,150.0,12.82958353254438,13.877883697250262,16.818274910145753,121.18760523607857,,
7580.0,134148.3,156.72569802958574,151.0,20.09741762721893,21.13800360957187,14.737478119376396,69.72029332374066,,
7614.0,134750.09999999998,157.72735195857982,152.0,22.00244490532545,23.031747040619567,12.49017494582162,54.2302541087896,,
7647.5,135343.05,158.71672794117643,153.0,19.152660164705885,20.174106864705884,16.031402914078715,79.46524236037071,,
7681.0,135936.0,159.70450443195259,154.0,12.477959153846166,13.48797933136096,18.90738224268021,140.1795018970601,,
7715.0,136537.8,160.7073379349111,155.0,2.862345674556214,3.864206420118344,15.40182568889101,398.5766808083539,,
7749.0,137139.59999999998,161.70916492899403,156.0,-5.168139207100591,-4.175245786982247,7.5666347770622195,181.22609214177965,,
7783.0,137741.4,162.71188311242605,157.0,-8.959878408284021,-7.97776995266272,2.3487626846226712,29.441343866260905,,
7817.0,138343.2,163.71457081065086,158.0,-10.10461544970414,-9.132940331360944,0.6222504631399801,6.813254445594912,,
7850.5,138936.15,164.70348425882358,159.0,-10.421263552941175,-9.461872911764704,0.27259493080817554,2.8809827964317343,,
7884.5,139537.95,165.70593256470593,160.0,-10.56152114705882,-9.610431922206748,0.1631103328077181,1.6972216662897364,,
7918.5,140139.75,166.71012789411773,161.0,-10.643976405882354,-9.709037618900105,0.11059016956990056,1.1390435788879851,,
7952.0,140732.7,167.69881679289952,162.0,-10.69542176331361,-9.774824627218935,0.09614361145540719,0.9835840040309889,,
7986.0,141334.5,168.70145400591724,163.0,-10.743652639053256,-9.83687777514793,0.08674682432262489,0.8818532293019201,,
8020.0,141936.3,169.70348300000006,164.0,-10.804798124260358,-9.907203899408287,0.12466168515299265,1.2582933229065583,,
8054.0,142538.09999999998,170.70681415976338,165.0,-10.878122857988167,-9.9971485443787,0.14859537553849522,1.4863775893582072,,
8088.0,143139.9,171.70960732544384,166.0,-10.9877374260355,-10.122572473372777,0.21457658641420477,2.1197831576770048,,
8121.5,143732.85,172.69782056470575,167.0,-11.171298317647059,-10.31805756616777,0.34914511309662144,3.383825985245956,,
8155.0,144325.80000000002,173.686020118343,168.0,-11.49001725443787,-10.657502443786981,0.5845829015577844,5.485177269638624,,
8189.0,144927.59999999998,174.68820049704138,169.0,-11.509196343195269,-10.692580751479293,0.7077772735276925,6.619330636617107,,
8223.0,145529.40000000002,175.690712852071,170.0,-11.446005656804735,-10.643779021510618,0.7577203086553722,7.118903043026845,,
8257.0,146131.2,176.6938907869822,171.0,-11.430543810650889,-10.636498674556215,0.7597579083689152,7.1429323841909325,,
8291.0,146733.0,177.6968599112426,172.0,-11.380825159763313,-10.608281887573964,0.7563488264686862,7.129795705698933,,
8324.5,147325.95,178.68564400588235,173.0,-11.346748441176468,-10.595871092064042,0.7677611981436542,7.2458525728826775,,
8358.5,147927.74999999997,179.6894107705883,174.0,-15.895111505882348,-15.171517446358537,12.188914915681638,80.34077645019758,,
8392.5,148529.55,180.6927688882352,175.0,-38.78471439411765,-38.08690429292717,46.13737563044656,121.1371112642893,,
8426.5,149131.35,181.6963330764705,176.0,-60.302980641176454,-59.62914749916462,55.07694402848921,92.36580823038065,0.7495364871665929,1.355546034864652e-07
8460.5,149733.15,182.69848870588243,177.0,-63.76462958235296,-63.1139560616429,52.54831719427678,83.2594254477619,0.7481739837930909,1.369586761779118e-07
8494.5,150334.95,183.7015420647059,178.0,-64.46630549411768,-63.83289583731294,51.8808936192504,81.27610840572879,0.7467970597617075,1.3843892288090132e-07
8528.0,150927.9,184.6894349704142,179.0,-60.91542079289947,-60.297351781134765,54.06444829313627,89.66305599850809,0.7454049472805254,1.3999659442820445e-07
8562.0,151529.7,185.69069823668642,180.0,-38.67135937278103,-38.06719643748691,43.69599762851971,114.78648736393365,0.7439968648391685,1.4163318451387852e-07
8596.0,152131.5,186.6923899763314,181.0,-17.73780156213019,-17.159313153846167,7.054744467408878,41.11321009272213,0.7425720147843129,1.4335042664015418e-07
8630.0,152733.3,187.69539220710064,182.0,-14.925340011834322,-14.364135917159766,0.5987754563574608,4.168544908031316,0.7411295808991636,1.4515029989059514e-07
8664.0,153335.09999999998,188.69833925443783,183.0,-14.741695502958578,-14.211804485207098,0.1462187487717461,1.0288542100613858,0.7396687259657344,1.4703502726476358e-07
8697.5,153928.05,189.68655534117642,184.0,-14.773675117647048,-14.266332993386694,0.15336618152889647,1.075021742447698,0.7381885892898603,1.4900708189546918e-07
8731.5,154529.85,190.69210327058806,185.0,-14.845530023529411,-14.372332410434174,0.15603611978296072,1.0856701287376294,0.7366882841696126,1.5106919315499567e-07
8765.5,155131.65,191.69318119999994,186.0,-14.918432305882355,-14.477705376888272,0.189941914691237,1.311961458992348,0.7351668952881137,1.5322435598097428e-07
8799.5,155733.45,192.6960840588235,187.0,-14.998169347058825,-14.586162560076577,0.19464846517256051,1.3344734392672133,0.7336234760118627,1.554758407018575e-07
8833.5,156335.24999999997,193.69564844705874,188.0,-15.07548891764706,-14.705207810504204,0.2326812552800107,1.5823051144765337,0.7320570455754295,1.5782720536039463e-07
8867.5,156937.05,194.69920872941174,189.0,-15.16812617058823,-14.830648313445373,0.19533816781732866,1.3171249407905945,0.7304665861328774,1.6028231120124303e-07
8902.0,157547.69999999998,195.71246350292398,190.0,-15.254173327485372,-14.925194601294896,0.1886098723275916,1.2637012606269669,0.7288510396555374,1.6284533665977818e-07
8936.0,158149.5,196.71690918128655,191.0,-15.316766052631577,-15.004812814536338,0.1836315643771083,1.2238177619864075,0.7272093046547273,1.655207978457085e-07
8970.0,158751.30000000002,197.720607239766,192.0,-15.39987,-15.09979288095238,0.19591645703021304,1.2974777771776702,0.7255402327066942,1.6831356947077936e-07
9004.5,159361.95,198.7371753372093,193.0,-15.47067708139535,-15.170177575442969,0.17847742762270097,1.176501901412248,0.7238426247555388,1.7122890788590084e-07
9038.5,159963.75,199.7390029767442,194.0,-15.536711116279076,-15.252377312707647,0.1776118822213234,1.1644865490794314,0.7221152271679668,1.7427247644974386e-07
9073.5,160583.25,200.7765378837209,195.0,-15.629644302325584,-15.371076974944632,0.22846446336207368,1.486326974580105,0.7203567275115629,1.774503761153845e-07
9107.5,161185.05,201.78029898837207,196.0,-15.767041244186052,-15.537925690614623,0.30105042811860616,1.937520066146601,0.7185657500257486,1.8076917768228284e-07
9141.5,161786.85,202.78265552906987,197.0,-15.906726703488381,-15.689645965393144,0.35654331036742143,2.272475179834227,0.7167408507516665,1.8423595726790865e-07
9176.0,162397.5,203.80252754970766,198.0,-16.06801559649123,-15.858450209586467,0.35039418396744504,2.20951088748654,0.7148805122839328,1.8785833472145796e-07
9210.0,162999.30000000002,204.80895106432752,199.0,-16.2569066374269,-16.082002357664997,0.34733349424711657,2.1597652240211906,0.712983138103379,1.916445200311756e-07
9244.5,163609.95,205.82546141176476,200.0,-16.449386452941187,-16.31097276841738,0.3421140964926957,2.0974475363917264,0.7110470464456111,1.9560336095292286e-07
9278.5,164211.74999999997,206.82821203529414,201.0,-16.592355652941173,-16.471949545798317,0.3201116298043405,1.9433742734234816,0.7090704636552647,1.997443969670165e-07
9312.5,164813.55,207.83111775882358,202.0,-16.73298130588235,-16.665266526120448,0.29979766250834816,1.798937100936596,0.7070515169702899,2.0407792067356212e-07
9346.5,165415.35,208.83513100588237,203.0,-16.88527550588236,-16.84853695826331,0.24481178852162022,1.453015114179116,0.7049882266742143,2.0861504318459012e-07
9380.5,166017.15,209.8358469294118,204.0,-17.02867694117647,-17.01508066736695,0.2596549303031541,1.5260282062673007,0.7028784975471458,2.1336776645508593e-07
9414.5,166618.95,210.83889601764716,205.0,-17.176231694117657,-17.19660339825967,0.33679065947860265,1.9584719823955847,0.7007201095380495,2.1834906815954014e-07
9448.5,167220.75,211.83922578823524,206.0,-17.313625317647062,-17.365776543837537,0.29797556622365107,1.715878155356038,0.698510707571506,2.235729921196139e-07
9482.5,167822.55,212.8444558411766,207.0,-17.457723411764697,-17.534142661764697,0.28659469838078144,1.6344950757457652,0.6962477903915014,2.290547491679007e-07
9516.5,168424.35,213.84973480588238,208.0,-17.648044282352945,-17.781645465784898,0.35624141274559346,2.003422087292576,0.6939286983326978,2.3481082933596298e-07
9550.5,169026.15,214.85089429411772,209.0,-17.858931664705885,-18.033639055238428,0.42344136044677394,2.3480638552748028,0.6915505998957471,2.408591323610487e-07
9584.5,169627.95,215.85407011764704,210.0,-18.045580888235285,-18.230411239425763,0.46436814120710146,2.5472170381041197,0.6891104769874131,2.4721910252267776e-07
9618.5,170229.75,216.86078308235295,211.0,-18.305986899999994,-18.49399046804733,0.4697023555026719,2.5397566648160224,0.6866051086681563,2.539118911792926e-07
9652.5,170831.55,217.86300645294125,212.0,-18.576886911764714,-18.768869118865304,0.4337432705387612,2.3109717894659374,0.6840310532290765,2.609605321279851e-07
9686.5,171433.35,218.86661364705873,213.0,-18.837392564705883,-19.02576880280112,0.46279692463919886,2.4324742376300836,0.6813846283963502,2.6839013961277303e-07
9720.0,172026.3,219.8593579644971,214.0,-19.094502053254434,-19.27376697587348,0.4924002943829264,2.554769366047142,0.678661889433934,2.762281325341398e-07
9753.5,172619.25,220.84922783333346,215.0,-19.391088202380956,-19.585862758593976,0.4942827686612836,2.5236711537989303,0.6758586048839264,2.8450447991934524e-07
9787.5,173221.05,221.85594323214295,216.0,-19.680178476190484,-19.90159626785715,0.5117330154530476,2.5713164339462655,0.6729702296477604,2.93251989580412e-07
9821.0,173814.0,222.84441788622752,217.0,-19.967851892215574,-20.220237166025097,0.5190090158955294,2.5667800611537355,0.6699918750697135,3.025066228068418e-07
9854.5,174406.94999999998,223.8329988012049,218.0,-20.259806343373487,-20.519097414379406,0.5228238274095316,2.5479864774322203,0.666918275636051,3.1230785330071953e-07
9887.5,174991.05000000002,224.80472682530132,219.0,-20.550539445783123,-20.822368082687884,0.5246411211148531,2.519603529394189,0.6637437518474595,3.226990761828752e-07
9921.0,175584.0,225.79239586826336,220.0,-20.860175814371242,-21.13329712389505,0.5738508566841853,2.715387255097749,0.660462168758021,3.337280680137944e-07
9954.5,176176.95,226.7782672951807,221.0,-21.202114042168652,-21.479554610215988,0.6132979980958003,2.855264037011768,0.6570668895993469,3.454475091535514e-07
9987.5,176761.05000000002,227.7530027349398,222.0,-21.56083695783131,-21.862596469736072,0.6351007895122609,2.9049650639228393,0.6535507238219243,3.5791558111730737e-07
10020.5,177345.15,228.72608683734944,223.0,-21.923969728915658,-22.205687770582326,0.6598984487157284,2.9717541538611987,0.649905868785217,3.711966414798873e-07
10053.5,177929.25,229.7004898915663,224.0,-22.32025168674699,-22.588269728167106,0.6786568255809116,3.0044657415022833,0.6461238442112082,3.853619970350941e-07
10087.5,178531.05000000002,230.70435644578313,225.0,-22.716611596385537,-23.00113086424268,0.6626229865198379,2.880827862033274,0.6421954183801154,4.004907863119911e-07
10120.5,179115.15,231.67779029518067,226.0,-23.083115584337342,-23.363350989099246,0.6531069917670834,2.795433720410256,0.63811052488864,4.166709868247409e-07
10153.5,179699.25,232.6510920843373,227.0,-23.492476554216868,-23.80128599800385,0.7478587525168898,3.1420938876143536,0.6338581686064731,4.3400057392339875e-07
10186.5,180283.35,233.6250313674699,228.0,-23.90811631927711,-24.278891295467584,0.7696894372941445,3.1702001048039254,0.6294263192513376,4.5258883812904216e-07
10219.5,180867.44999999998,234.59847083734945,229.0,-24.36452186144577,-24.789262659064818,0.852016651539927,3.437039105430454,0.6248017907511202,4.7255791768563427e-07
10253.0,181460.4,235.5857184909092,230.0,-24.922394715151505,-25.34206938379056,1.001966622304928,3.953767970289797,0.6199701042673524,4.940445412215944e-07
10286.5,182053.34999999998,236.57378304216869,231.0,-25.523021132530115,-25.952178644434877,1.0401688869054422,4.008021450362872,0.6149153324097149,5.172020515753495e-07
10319.5,182637.44999999998,237.54777085542165,232.0,-26.13443388554216,-26.53352688554216,1.0703674785512594,4.034018859115527,0.6096199217672341,5.422027257173667e-07
10352.5,183221.55000000002,238.52129731927715,233.0,-26.81378436746988,-27.237760030191772,1.1119408820410526,4.082350680850843,0.6040644904072623,5.692404715373911e-07
10385.5,183805.65,239.49466903614456,234.0,-27.48815998795181,-27.915771916945893,1.0956477751962501,3.924834242291369,0.5982275964346468,5.985339315284222e-07
10419.0,184398.6,240.48318549700596,235.0,-28.17723894610778,-28.632402654441115,1.1657949754813353,4.071593255903416,0.5920854730435543,6.303300918442112e-07
10452.5,184991.55000000002,241.47092239156618,236.0,-28.957065753012024,-29.457892776680662,1.240968404652423,4.2126855918044255,0.5856117247116323,6.649084603460587e-07
10485.5,185575.65,242.44369211445792,237.0,-29.79403816867469,-30.300035275183564,1.3683092448243086,4.51586683776895,0.5787769782525354,7.02585934819755e-07
10518.5,186159.75,243.4166313012048,238.0,-30.661740885542176,-31.152239530512592,1.446611897161162,4.643685073569922,0.5715484813206719,7.43722468443675e-07
10552.0,186752.7,244.4043506287424,239.0,-31.66854270059879,-32.16365845655117,1.573684694577523,4.89274159126942,0.5638896396004902,7.887276949891664e-07
10585.5,187345.65,245.39267286144587,240.0,-32.76082958433736,-33.26461276185215,1.6739722551011815,5.032291423578189,0.5557594822404279,8.380686881137578e-07
