index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Q_err,Q_err%,Fc,Fc_err
6539.5,103308.3,120.9878023,115,-10.98607118,-10.37109818,0.096561349,0.93106195,,
6577.5,103908.7,121.9891424,116,-11.05556714,-10.44021485,0.102421141,0.98102522,,
6616.5,104524.9,123.0184347,117,-11.12958732,-10.51394936,0.112106414,1.06626359,,
6655,105133.2,124.0297651,118,-11.20304171,-10.58856235,0.122669044,1.158505189,,
6694,105749.4,125.0578145,119,-11.26805672,-10.65430523,0.114263113,1.072459546,,
6733,106365.6,126.0871847,120,-11.34226138,-10.72768936,0.095252875,0.887916045,,
6771,106966,127.0875321,121,-11.41472062,-10.7996504,0.103959816,0.962622049,,
6809.5,107574.3,128.1004437,122,-11.48864196,-10.87209054,0.119576715,1.099850246,,
6848,108182.6,129.1128892,123,-11.55142173,-10.93409999,0.121211093,1.108560314,,
6886.5,108790.9,130.131894,124,-11.62545205,-11.00842281,0.108023772,0.98128291,,
6925.5,109407.1,131.1551146,125,-11.70555899,-11.08904435,0.10159465,0.916171372,,
6963.5,110007.5,132.1545266,126,-11.76829469,-11.15250093,0.098257807,0.881038319,,
7001.5,110607.9,133.1582023,127,-11.83537579,-11.2208089,0.116641206,1.039507997,,
7040.5,111224.1,134.1867609,128,-11.91691941,-11.30262936,0.121536562,1.075294593,,
7078.5,111824.5,135.1848445,129,-11.99024887,-11.37675003,0.110610823,0.972253255,,
7117,112432.8,136.2015159,130,-12.06284905,-11.45058667,0.117626016,1.027248819,,
7155,113033.2,137.1993963,131,-12.13820696,-11.52695218,0.102976998,0.893358425,,
7193,113633.6,138.199369,132,-12.20329686,-11.59356393,0.097362151,0.839794833,,
7232,114249.8,139.2269367,133,-12.2750663,-11.66818743,0.113656335,0.974070181,,
7270,114850.2,140.2287769,134,-12.34533266,-11.74296724,0.109844571,0.935407286,,
7307.5,115442.7,141.2173701,135,-12.41655892,-11.81895924,0.122413486,1.035738284,,
7346,116051,142.2314825,136,-12.49607288,-11.90356845,0.128660621,1.080857574,,
7384,116651.4,143.2225386,137,-12.55504565,-11.9672477,0.096953998,0.810161201,,
7423,117267.6,144.2450752,138,-12.58634865,-12.00377355,0.072668599,0.605381292,,
7461,117868,145.2425549,139,-12.61887724,-12.04075881,0.047518543,0.394647411,,
7499,118468.4,146.2351127,140,-12.64408042,-12.06984912,0.052432805,0.434411439,,
7538,119084.6,147.2495234,141,-12.64890921,-12.08069411,0.056617405,0.468660202,,
7576,119685,148.2449554,142,-12.67215297,-12.1116745,0.069443557,0.573360494,,
7614.5,120293.3,149.2574975,143,-12.74053756,-12.18669986,0.117520272,0.964332209,,
7652.5,120893.7,150.2596151,144,-12.82866905,-12.28183925,0.171263203,1.394442637,,
7691,121502,151.2794505,145,-12.9149879,-12.37825955,0.196874757,1.590488199,,
7729.5,122110.3,152.3105156,146,-12.99969296,-12.47395888,0.168078965,1.347438821,,
7767.5,122710.7,153.3275794,147,-13.06542127,-12.55172399,0.097180717,0.774241983,,
7805.5,123311.1,154.3375429,148,-13.08605371,-12.58690471,0.061331366,0.487263291,,
7843.5,123911.5,155.3421249,149,-13.07824315,-12.59537675,0.063923067,0.507512149,,
7881.5,124511.9,156.3466813,150,-13.06852467,-12.60298681,0.05600827,0.444404738,,
7919.5,125112.3,157.3488066,151,-13.08162298,-12.63244898,0.074648514,0.590926698,,
7957.5,125712.7,158.3492137,152,-13.11859155,-12.68405328,0.106108856,0.836553218,,
7995.5,126313.1,159.3502148,153,-13.18215623,-12.76496606,0.137350189,1.075993374,,
8033.5,126913.5,160.3483024,154,-13.25715738,-12.85336241,0.14385638,1.119212042,,
8071.5,127513.9,161.3475071,155,-13.34201254,-12.95426988,0.149835651,1.156650684,,
8109.5,128114.3,162.3452566,156,-13.43147553,-13.0581847,0.15362513,1.176466206,,
8147.5,128714.7,163.3433193,157,-13.51814453,-13.16283252,0.150959074,1.146858578,,
8185.5,129315.1,164.3441114,158,-13.59233046,-13.25599879,0.149274247,1.126088268,,
8223.5,129915.5,165.3476855,159,-13.67087194,-13.35788832,0.141848999,1.061911851,,
8261,130508,166.3348958,160,-13.75278898,-13.45959562,0.146892334,1.091357705,,
8299,131108.4,167.33778,161,-13.83571402,-13.56821261,0.165825785,1.222163819,,
8337,131708.8,168.3359902,162,-13.91551113,-13.67128563,0.167535053,1.225452071,,
8374.5,132301.3,169.3195477,163,-13.98799446,-13.77072443,0.15047844,1.092741643,,
8412.5,132901.7,170.3180724,164,-14.05739303,-13.86833168,0.127103208,0.916499628,,
8450,133494.2,171.3016594,165,-14.10935629,-13.95005343,0.105667276,0.75746861,,
8487.5,134086.7,172.288153,166,-14.14831025,-14.02037386,0.106851826,0.762118238,,
8525.5,134687.1,173.291593,167,-14.18763215,-14.08981123,0.107327898,0.761741206,,
8563,135279.6,174.2808064,168,-14.24775638,-14.16725146,0.117259311,0.827678618,,
8600.5,135872.1,175.2687454,169,-14.30477878,-14.24944758,0.134480088,0.943756501,,
8638.5,136472.5,176.2730208,170,-14.36548639,-14.33706227,0.142110615,0.991211536,,
8675.5,137057.1,177.2457024,171,-14.43693708,-14.43033617,0.151921016,1.05278917,,
8713.5,137657.5,178.2458439,172,-14.5064433,-14.53303628,0.150049568,1.032472262,,
8751,138250,179.230661,173,-14.55905106,-14.61894036,0.127784355,0.874101347,,
8788.5,138842.5,180.2166659,174,-14.60657291,-14.69264551,0.110589233,0.75268428,,
8826.5,139442.9,181.2167597,175,-14.66539553,-14.77763445,0.107527861,0.7276392,,
8863.5,140027.5,182.1919533,176,-14.71615022,-14.85769045,0.122432249,0.824032846,1,0
8901.5,140627.9,183.1897855,177,-14.76200805,-14.92669266,0.132914782,0.890450314,1,0
8939,141220.4,184.1797673,178,-14.79607516,-14.98548023,0.108189007,0.721958894,1,0
8976.5,141812.9,185.1675443,179,-14.84276748,-15.04671073,0.082121526,0.545777262,1,0
9014.5,142413.3,186.1666533,180,-14.8933458,-15.10197809,0.108615361,0.719212808,1,0
9052,143005.8,187.1533328,181,-14.94238511,-15.15774992,0.135277637,0.892465156,1,0
9089.5,143598.3,188.14267,182,-15.00050679,-15.21530162,0.148567286,0.976433395,1,0
9127.5,144198.7,189.1431792,183,-15.06964199,-15.30308581,0.146036167,0.95429228,1,0
9165,144791.2,190.1286985,184,-15.12806696,-15.38002383,0.122242213,0.794811594,1,0
9203,145391.6,191.1301995,185,-15.1749422,-15.44813025,0.107750144,0.697496346,1,0
9240.5,145984.1,192.1166672,186,-15.21728703,-15.51162939,0.106720779,0.688004955,1,0
9278,146576.6,193.1045265,187,-15.26317524,-15.58290663,0.107266202,0.68835811,1,0
9316,147177,194.102631,188,-15.30519149,-15.63792529,0.108353853,0.692891484,1,0
9354,147777.4,195.1048579,189,-15.3470629,-15.69493196,0.097113742,0.618758608,1,0
9392,148377.8,196.1055873,190,-15.38783326,-15.74716385,0.08384093,0.532419238,1,0
9429.5,148970.3,197.0928382,191,-15.44527436,-15.81765264,0.112193466,0.709292767,1,0
9467,149562.8,198.0832709,192,-15.50479944,-15.8765519,0.14232767,0.896464617,1,0
9505,150163.2,199.0863745,193,-15.58675881,-15.9550918,0.162862183,1.02075366,1,0
9542.5,150755.7,200.073684,194,-15.67636885,-16.04055301,0.17304075,1.078770473,1,0
9580.5,151356.1,201.0700081,195,-15.76296678,-16.12611416,0.146609082,0.909140789,1,0
9618.5,151956.5,202.0700844,196,-15.82149935,-16.17335379,0.109078997,0.674436472,1,0
9656,152549,203.0527452,197,-15.87103707,-16.22388016,0.078119482,0.481509237,1,0
9694,153149.4,204.0534978,198,-15.90540676,-16.24936424,0.066474561,0.409090224,1,0
9731.5,153741.9,205.0418955,199,-15.95015283,-16.29525198,0.106174529,0.651567271,1,0
9769.5,154342.3,206.045089,200,-16.00819724,-16.35994925,0.144521175,0.883384008,1,0
9807.5,154942.7,207.0453637,201,-16.08208836,-16.44021064,0.158175873,0.962128019,1,0
9845.5,155543.1,208.0471787,202,-16.15232278,-16.50664304,0.147126038,0.891314109,1,0
9883.5,156143.5,209.0448216,203,-16.22384004,-16.5854469,0.099025003,0.5970596,1,0
9921.5,156743.9,210.0444205,204,-16.27635092,-16.63604665,0.08173744,0.491327308,1,0
9960,157352.2,211.0573306,205,-16.32962201,-16.68408908,0.090631393,0.543220506,1,0
9998,157952.6,212.0597766,206,-16.38717784,-16.73928121,0.117125523,0.699704616,1,0
10036,158553,213.059807,207,-16.45248034,-16.81399171,0.132067001,0.785458941,1,0
10074,159153.4,214.0621204,208,-16.52261716,-16.89115031,0.138091369,0.817536796,1,0
10112,159753.8,215.0621916,209,-16.60109202,-16.98001782,0.132085406,0.777887321,1,0
10150.5,160362.1,216.0773389,210,-16.68213968,-17.07033036,0.133293187,0.780847143,1,0
