T(K),X,m,cp(J/gK),cpm(J/molK)
175.1109525,0.3289689054909661,28.785385884595918,2.166727965617848,38.387181752783775
175.139559,0.32891817672391427,28.778771399577256,2.178916986603351,38.60324343151287
175.167845,0.32886801787276554,28.77223220860477,2.2833255424932064,40.45313671035542
175.1964135,0.3288173596326297,28.76562890449273,2.177858843439615,38.58472096637306
175.224894,0.3287668589805386,28.75904713405224,2.363163231216225,41.86784635910429
175.25313,0.32871679337328275,28.752523040715044,2.2898857927514538,40.56971694305249
175.28148099999999,0.32866652534983914,28.745973549341837,2.4045539752898244,42.601407143515864
175.3096985,0.3286164954976187,28.739456063423464,2.3906405411482057,42.355025479231216
175.3379045,0.3285664874818858,28.73294239281269,2.49265688598033,44.16257843701958
175.36636950000002,0.3285160217202713,28.726370083200575,2.4266372340220888,42.99302872329066
175.3947775,0.3284656584496967,28.719812106118376,2.6007144085675544,46.077309155258426
175.4228615,0.32841587097734837,28.713330072515816,2.59671970132384,46.006666335284514
175.4512125,0.3283656115543783,28.706787568460438,2.6477821426434316,46.91148705704627
175.4796015,0.328315286147921,28.700237456052708,2.7012456802594396,47.85885421470075
175.5079255,0.32826507732835697,28.693703496075177,2.787595943367442,49.3888931138396
175.5360935,0.32821514637548915,28.68720666507128,2.8693639370903767,50.83775402112784
175.56412749999998,0.3281654542552065,28.680741868855776,2.9631153583773866,52.49893869639528
175.592421,0.3281153034552078,28.67421836932557,2.958866216864446,52.423806238732105
175.6208595,0.3280648969405353,28.66766258826599,3.09541093877543,54.84320111928765
175.64924050000002,0.3280145936267113,28.661121209821278,3.156419699565585,55.924291159642756
175.67767550000002,0.32796419587104314,28.654568532312,3.285687672129118,58.21478307558636
175.7060075,0.3279139819181451,28.64804073006032,3.4113718129769,60.44179027428588
175.73444999999998,0.3278635733572553,28.641488609850008,3.5024970494218746,62.056503697383654
175.76271300000002,0.32781348413367517,28.634978970594915,3.7427042162782196,66.31263515218647
175.790705,0.3277638763638592,28.628532857633942,3.8852650214794284,68.83870165599654
175.81877,0.3277141403783975,28.622071039131626,4.048491967597592,71.73094461983892
175.84687300000002,0.3276643381942357,28.615601577870173,4.22926330797166,74.93405590626483
175.87512850000002,0.3276142668979938,28.60909812423866,4.380023058046235,77.6054401337981
175.903613,0.3275637909315033,28.602543090770034,4.56285855174804,80.84516274436787
175.9320475,0.327513404691071,28.59600069092861,4.846269241081967,85.86690986077369
175.96029149999998,0.3274633571137277,28.589503235233423,5.121279310269884,90.73984053410075
175.9882915,0.32741374295891496,28.583063003304016,5.483802131320178,97.16336964127943
176.0165925,0.3273635965097529,28.576554641609132,5.575146306361287,98.78211411473951
