T(K),X,m,cp(J/gK),cpm(J/molK)
180.1955435,0.3199620275981429,27.626452917231557,4.538058638210477,80.44100480018236
180.223963,0.3199116568317336,27.620057926563288,4.450427939727649,78.88790412019416
180.2522795,0.3198614674082506,27.61368690100975,4.686361849481416,83.07028871093695
180.2809165,0.3198107086686994,27.60724456296117,3.968878151909526,70.35240325020087
180.3092215,0.3197605371477366,27.600877699965945,5.110688674430642,90.59241846111576
180.3371755,0.3197109865542422,27.59459055562095,4.416077145564852,78.27991038184118
180.3656215,0.3196605625828248,27.58819353434411,4.343444039888598,76.99263107267872
180.3939345,0.3196103730830366,27.581827200805584,4.513717150102112,80.01115279310105
180.422232,0.3195602097623339,27.575465126409103,4.281934726603018,75.90274554908169
180.450842,0.3195094911360235,27.569033577758585,4.023888104332778,71.32874911368997
180.4793725,0.3194589120945401,27.562620684331897,4.328202048984267,76.72334074875923
180.5074945,0.3194090559111933,27.55630037458582,4.538950661495392,80.45938130981386
180.5358185,0.3193588402593689,27.54993543067128,4.044409072069549,71.69313303762732
180.5642,0.3193085212903032,27.543558333073538,4.443936522054282,78.7755765335459
180.5924475,0.319258438515114,27.537212105281046,4.213245155443066,74.68643458606137
180.620764,0.3192082320055783,27.530851135707923,4.359932502562523,77.2869235021155
180.6491265,0.319157942518941,27.524480593724142,4.1678500901204485,73.88216323381931
180.6776945,0.3191072872126503,27.518064661979643,4.095134980818739,72.59337740158976
180.706541,0.3190561365950059,27.51158696338377,3.781505825782027,67.03395375685582
180.7351055,0.3190054845301691,27.505173360283703,4.470261001787184,79.24360241267686
180.763079,0.3189558790066555,27.498893195693693,4.617750806730848,81.85836467502256
180.79143,0.3189056025818318,27.492529027010637,3.9308109595714553,69.68125889675235
180.8201125,0.3188547367597125,27.486091206405813,4.1186107983505655,73.01058985788937
180.848391,0.3188045858745018,27.479744812886903,4.468495607272706,79.21322483117812
180.8766885,0.3187543997678886,27.47339489762324,4.068799203049071,72.1279971463395
180.904963,0.3187042529137427,27.467050883277345,4.484345410694916,79.49465475327496
180.933184,0.3186541993981236,27.460719608298685,4.135560673393581,73.31190760889238
180.9616415,0.3186037248399329,27.454336017522294,4.160395668357434,73.7523770822394
180.989775,0.3185538233811641,27.448025837080444,4.561830785916444,80.8689506612021
181.017878,0.3185039744454246,27.44172322097134,4.195454765611702,74.37430611060113
181.046332,0.3184535012889946,27.43534262129401,4.09694190715553,72.62814522279702
181.0749915,0.3184026619449556,27.42891668504372,3.938837891286548,69.82557603922619
181.103697,0.3183517393151721,27.422481182619613,4.016615123134371,71.20457750255943
181.132094,0.3183013622797711,27.416115577409727,4.34858434146375,77.08978838472709
181.160029,0.3182518032055982,27.409854247150605,4.698955281032306,83.30124807443711
181.1880975,0.3182020056399163,27.40356370253525,4.140870426917701,73.40794796272594
181.216494,0.3181516244567131,27.39720036904685,4.212894996192712,74.68499200193337
181.244799,0.3181014038991946,27.39085825898944,4.271001596268755,75.71530828032833
181.273211,0.3180509917602075,27.384492894491707,4.050848548116097,71.81269566575082
181.301165,0.3180013905518786,27.37823084182101,4.900968156977634,86.88370763509694
181.329596,0.3179509412067152,27.371862647877517,3.453970462834977,61.231704201030325
181.3581605,0.3179002531766876,27.365465273573157,4.718684607900396,83.65269690950483
181.386088,0.3178506937560982,27.359211261126497,4.271895559875262,75.73225061166774
181.4146335,0.3178000358419475,27.35281956645588,3.8539066091826686,68.32233355356716
181.4435485,0.3177487203224644,27.3463458670538,3.778636024583293,66.9881293458236
181.4720635,0.3176981128195345,27.339962441048417,4.403851168940792,78.0722489016636
181.500094,0.3176483633730901,27.333688169747195,4.4092882106488,78.16886187604199
181.528048,0.3175987478921345,27.32743170496726,4.4932861890743245,79.6582248934769
181.556582,0.3175481010932818,27.321046130258367,3.614991398798976,64.08775811642037
181.5851195,0.3174974461707131,27.31466047925007,4.494631879155673,79.68254690059233
181.6132375,0.3174475339897605,27.308369386655624,4.201841254147482,74.49205741018137
181.6417335,0.3173969489004797,27.301994417223536,4.012730359462755,71.13962516192721
181.670069,0.3173466467928759,27.29565604733154,4.445703826634039,78.81581676283844
181.6983165,0.317296498973932,27.28933804848293,4.156270328903379,73.68479778295017
181.7264045,0.3172466323892087,27.283056401947103,4.692781940308799,83.19662937488404
181.754515,0.3171967239217673,27.276770398165315,4.147848869289659,73.53592008206705
181.7830295,0.3171460961834018,27.27039474056782,4.119824738452882,73.03930212352789
181.8115065,0.3170955330084168,27.26402815709536,4.195148340344949,74.37491143052937
181.8401855,0.3170446091135818,27.257617106967164,3.870865850253356,68.62597610114983
181.86848300000003,0.3169943605963025,27.25129202037845,4.773628395097807,84.63115736067124
181.896342,0.3169448887468806,27.24506560683565,4.476205862735497,79.35841073921057
181.9241625,0.3168954832851651,27.23884844874245,4.846346290134395,85.92085493831361
181.9525285,0.3168451070375742,27.232510053372284,3.7743349281970295,66.91536386315092
181.981608,0.316793461493804,27.226012924095915,3.8582194536497103,68.40276021735191
182.010115,0.316742830575241,27.219644390471267,4.614645000584464,81.81374345227924
182.0382405,0.3166928751419121,27.21336174671051,4.432152617392965,78.57853445661254
182.0665265,0.316642632524994,27.207043911808785,4.409630416052635,78.17946015327567
182.0947095,0.3165925707425081,27.200749740147543,4.579441868764328,81.19032487806189
182.1229805,0.3165423505068384,27.1944365729232,4.279343407849172,75.87000711569638
182.1512015,0.3164922169412638,27.188135226274948,4.675839552738944,82.89986835476847
182.179373,0.3164421691551561,27.181845583285536,4.387337318635266,77.78511882780768
