T(K),Fc,X,m(mol/kg),cp(J/gK),cp_err(%),cpm(J/molK)
183.5,0.8349118750026608,0.3140933566054509,26.88769620315903,3.801222984969257,5.475199425754679,67.40275154877132
184.5,0.8339732517447894,0.3123107738190744,26.665798743793182,3.801346198554158,5.144679727467608,67.41186029050627
185.5,0.8330218387417055,0.3105240582563934,26.444538221034353,3.7982968549277674,5.1521908201864495,67.36471862511131
186.5,0.8320570555485599,0.30873261486452813,26.22384054658114,3.7921437074888376,4.985433889723644,67.26253094574733
187.5,0.8310783018611813,0.3069358517886358,26.003633524072836,3.772251139276417,4.905667423797999,66.91661535779308
188.5,0.8300849557307602,0.30513317876719015,25.783846625201583,3.7514301030353887,4.622842715567227,66.55417742154384
189.5,0.8290763716940198,0.30332400558756445,25.564410780665376,3.747734074296555,4.869732901929588,66.49553423106204
190.5,0.8280518788059505,0.3015077405897709,25.345258184064427,3.770723645799164,6.370530289987024,66.91043299445286
191.5,0.8270107785615344,0.29968378920729705,25.126322107059043,3.794640514563596,7.177980221774407,67.3419032422215
192.5,0.82595234269205,0.2978515525348265,24.90753672428471,3.810490397692113,6.973855293104771,67.63031843210153
193.5,0.8248758108205856,0.29601042591339943,24.68883694668115,3.8446737500230124,6.647708700369587,68.24425297556259
194.5,0.8237803879601742,0.2941597975241202,24.470158262021013,3.867460149512138,6.315946621093067,68.65603249437926
195.5,0.8226652418366008,0.2922990469820288,24.251436581543402,3.8356609565182547,6.342125134064139,68.09881878477772
196.5,0.8215295000163284,0.2904275439221055,24.032608091693596,3.7959269092378354,5.967409647493169,67.40063434823539
197.5,0.82037224681813,0.2885446465696598,23.813609110056156,3.7822847255905034,5.3986224381067105,67.1656800801646
198.5,0.8191925199849329,0.28664970028757186,23.59437594464396,3.785327491226627,6.559064407116318,67.22704276956509
199.5,0.8179893070899477,0.2847420360929833,23.374844755769008,3.8086834385308705,8.160608201031204,67.64926617034796
200.5,0.8167615416484363,0.28282096913609656,23.154951419776197,3.8290247471021286,7.892071652711323,68.01808162358569
201.5,0.8155080989033386,0.2808857971337816,22.93463139397259,3.8512934753340424,6.704589245938044,68.4212745483907
202.5,0.8142277912494521,0.27893579875064967,22.713819582127467,3.8590144801825805,5.617125634925316,68.56613342457608
203.5,0.8129193632568189,0.27697023192018827,22.492450199958657,3.81910651570444,5.235919676434754,67.8647277111076
204.5,0.8115814862494095,0.2749883320984494,22.27045664005722,3.7631580523303114,6.025846145974742,66.8781559555496
205.5,0.8102127523899826,0.2729893104426859,22.047771335741007,3.7526155693081527,7.140171151229515,66.69846197116594
206.5,0.808811668216077,0.2709723519071454,21.824325623357563,3.7611595064145424,7.624977405809075,66.85807218887514
207.5,0.8073766475653424,0.26893661324813967,21.60004960259878,3.7678664852492796,7.621919109057332,66.98513251710672
208.5,0.8059060038207352,0.2668812209303388,21.3748719944255,3.7997705884620654,7.663935451718648,67.56030395986092
209.5,0.804397941397303,0.26480526892613293,21.148719996243983,3.8245559800867985,7.081125081713216,68.00910339834974
210.5,0.802850546382262,0.26270781639984986,20.921519134028756,3.831394317048201,6.897465488106579,68.13891558029064
211.5,0.801261776228587,0.26058788526859644,20.693193111143593,3.8265536639455533,6.7158972792355565,68.06111651042995
212.5,0.7996294483891705,0.25844445763156887,20.463663653682836,3.82105865670472,6.361701647574666,67.9717481004285
213.5,0.7979512277635391,0.25627647305993334,20.232850352245862,3.8171528473630194,7.285245395030013,67.91072468100124
214.5,0.796224612811763,0.25408282573971613,20.000670500157906,3.827442873728919,8.022428977554661,68.10237298262348
215.5,0.7944469201702947,0.2518623614608195,19.767038928287114,3.836455649231718,8.15301094144905,68.27144332360302
216.5,0.7926152675815067,0.24961387444614774,19.531867836762753,3.8544223253375947,8.135565969957453,68.60002390754501
217.5,0.7907265549222572,0.24733610401618214,19.29506662410353,3.8850826251935464,7.8841096512623166,69.15475033363127
218.5,0.7887774430862762,0.24502773108609116,19.056541714504153,3.915113951295957,8.239955979835637,69.69854466107834
219.5,0.7867643304398524,0.24268737449492986,18.816196384334468,3.9437147418655742,8.613297889815579,70.2171391583637
220.5,0.7846833265294767,0.2403135871696421,18.57393058927085,3.9556453487874386,7.973469285646627,70.43915605120308
221.5,0.7825302226727565,0.23790485213078288,18.32964079393457,3.9492426754474255,7.279196767854009,70.33486211750125
222.5,0.780300459009025,0.2354595783522802,18.083219806465276,3.9402324457324145,7.2876651273700634,70.18423753878385
223.5,0.7779890875223326,0.23297609649445877,17.834556621130893,3.9324760728855908,8.097608670867059,70.05605855380485
224.5,0.7755907304754002,0.23045265453833694,17.583536272894744,3.9217048316186727,9.252856843089598,69.87428356858821
225.5,0.7730995336069023,0.2278874133602655,17.33003970885099,3.9257542660410327,9.79799201176822,69.9567236951326
226.5,0.7705091133440155,0.22527844229982155,17.073943682632343,3.95345857002496,9.995111109796454,70.46095217264842
227.5,0.7678124971650805,0.22262371479108045,16.815120679324508,3.978104033787061,10.373017223360522,70.91098968083138
228.5,0.7650020561106043,0.21992110414863714,16.553438880126702,3.98621617379664,10.369663496023627,71.06659924324097
229.5,0.7620694282811981,0.2171683796257684,16.28876217801394,3.9981793233354814,10.09517804792653,71.29112510008153
