T(K),massfrac,cp(J/gK)
184.5,0.3123107738190744,2.8492071331418143
184.6,0.31213229808867704,2.8496943448160663
184.7,0.3119537804296801,2.8501831771986783
184.79999999999998,0.31177522024573157,2.8506736302896485
184.89999999999998,0.31159661694092866,2.8511657040889786
184.99999999999997,0.31141796991980597,2.851659398596667
185.09999999999997,0.3112392785873139,2.8521547138127143
185.19999999999996,0.3110605423488066,2.8526516497371213
185.29999999999995,0.3108817606100221,2.8531502063698873
185.39999999999995,0.31070293277706523,2.8536503837110123
185.49999999999994,0.3105240582563935,2.854152181760496
185.59999999999994,0.3103451364548006,2.854655600518339
185.69999999999993,0.31016616677939607,2.8551606399845415
185.79999999999993,0.30998714863759297,2.8556673001591015
185.89999999999992,0.30980808143709143,2.856175581042022
185.99999999999991,0.30962896458585937,2.8566854826333015
186.0999999999999,0.30944979749212115,2.8571970049329396
186.1999999999999,0.30927057956433557,2.8577101479409377
186.2999999999999,0.3090913102111844,2.8582249116572935
186.3999999999999,0.30891198884155663,2.8587412960820098
186.4999999999999,0.30873261486452885,2.859259301215084
186.59999999999988,0.3085531876893522,2.859778927056518
186.69999999999987,0.3083737067254377,2.860300173606311
186.79999999999987,0.3081941713823381,2.8608230408644633
186.89999999999986,0.30801458106973273,2.861347528830974
186.99999999999986,0.30783493519741173,2.8618736375058442
187.09999999999985,0.30765523317526416,2.862401366889073
187.19999999999985,0.307475474413256,2.862930716980662
187.29999999999984,0.3072956583214214,2.863461687780609
187.39999999999984,0.307115784309842,2.863994279288915
187.49999999999983,0.3069358517886364,2.8645284915055806
187.59999999999982,0.3067558601679394,2.8650643244306053
187.69999999999982,0.3065758088578924,2.865601778063988
187.7999999999998,0.3063956972686258,2.8661408524057315
187.8999999999998,0.3062155248102411,2.8666815474558334
187.9999999999998,0.30603529089280185,2.867223863214294
188.0999999999998,0.30585499492631435,2.8677677996811135
188.1999999999998,0.3056746363207119,2.8683133568562926
188.29999999999978,0.30549421448584474,2.868860534739831
188.39999999999978,0.30531372883146024,2.869409333331728
188.49999999999977,0.30513317876719115,2.869959752631984
188.59999999999977,0.3049525637025382,2.870511792640599
188.69999999999976,0.3047718830468577,2.8710654533575735
188.79999999999976,0.3045911362093446,2.871620734782907
188.89999999999975,0.30441032259902295,2.872177636916599
188.99999999999974,0.3042294416247228,2.872736159758651
189.09999999999974,0.30404849269507156,2.8732963033090617
189.19999999999973,0.3038674752184801,2.873858067567831
189.29999999999973,0.3036863886031223,2.8744214525349596
189.39999999999972,0.30350523225692944,2.874986458210447
189.49999999999972,0.303324005587565,2.8755530845942943
189.5999999999997,0.30314270800242077,2.8761213316865
189.6999999999997,0.3029613389085927,2.876691199487065
189.7999999999997,0.3027798977128764,2.8772626879959895
189.8999999999997,0.30259838382174303,2.877835797213273
189.9999999999997,0.30241679664133275,2.878410527138915
190.09999999999968,0.3022351355774355,2.878986877772916
190.19999999999968,0.30205340003547715,2.8795648491152765
190.29999999999967,0.3018715894205089,2.8801444411659958
190.39999999999966,0.3016897031371893,2.8807256539250745
190.49999999999966,0.30150774058977176,2.881308487392512
190.59999999999965,0.3013257011820884,2.8818929415683088
190.69999999999965,0.30114358431753946,2.8824790164524647
190.79999999999964,0.30096138939907363,2.8830667120449793
190.89999999999964,0.3007791158291794,2.883656028345852
190.99999999999963,0.3005967630098682,2.8842469653550853
191.09999999999962,0.30041433034266085,2.884839523072677
191.19999999999962,0.3002318172285719,2.8854337014986284
191.2999999999996,0.30004922306809756,2.8860295006329384
191.3999999999996,0.2998665472612005,2.8866269204756074
191.4999999999996,0.2996837892072983,2.887225961026636
191.5999999999996,0.29950094830524265,2.887826622286023
191.6999999999996,0.29931802395331386,2.8884289042537703
191.79999999999959,0.2991350155492004,2.889032806929875
191.89999999999958,0.29895192248998836,2.88963833031434
191.99999999999957,0.2987687441721451,2.890245474407164
192.09999999999957,0.2985854799915071,2.8908542392083465
192.19999999999956,0.2984021293432647,2.8914646247178877
192.29999999999956,0.29821869162194686,2.892076630935789
192.39999999999955,0.2980351662214118,2.892690257862049
192.49999999999955,0.29785155253482803,2.893305505496668
192.59999999999954,0.2976678499546604,2.893922373839646
192.69999999999953,0.29748405787266097,2.8945408628909832
192.79999999999953,0.29730017567985195,2.8951609726506793
192.89999999999952,0.2971162027665066,2.8957827031187344
192.99999999999952,0.2969321385221444,2.8964060542951486
193.0999999999995,0.2967479823355131,2.8970310261799224
193.1999999999995,0.2965637335945716,2.897657618773055
193.2999999999995,0.29637939168647964,2.898285832074547
193.3999999999995,0.2961949559975836,2.898915666084397
193.4999999999995,0.29601042591340104,2.899547120802607
193.59999999999948,0.2958258008186044,2.900180196229176
193.69999999999948,0.29564108009701434,2.900814892364104
193.79999999999947,0.29545626313157836,2.9014512092073907
193.89999999999947,0.29527134930435983,2.9020891467590366
193.99999999999946,0.29508633799652234,2.9027287050190416
194.09999999999945,0.29490122858831774,2.9033698839874056
194.19999999999945,0.29471602045907125,2.904012683664129
194.29999999999944,0.29453071298716516,2.9046571040492117
194.39999999999944,0.2943453055500288,2.905303145142653
194.49999999999943,0.294159797524121,2.9059508069444533
194.59999999999943,0.29397418828491684,2.9066000894546127
194.69999999999942,0.29378847720689427,2.907250992673131
194.79999999999941,0.29360266366351817,2.907903516600009
194.8999999999994,0.29341674702722864,2.9085576612352457
194.9999999999994,0.2932307266694243,2.9092134265788414
195.0999999999994,0.2930446019604503,2.909870812630796
195.1999999999994,0.292858372269582,2.91052981939111
195.2999999999994,0.2926720369650112,2.9111904468597833
