index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Q_err,Q_err%,Fc,Fc_err
6162.0,109049.7,114.86026982375479,112.0,-4.201819409961688,-2.8278016309561633,1.989079672416587,70.34014163659776,,
6183.0,109421.4,115.48310205280528,113.0,-4.626853475247524,-3.2539261512251776,2.1309073063572663,65.4872669914445,,
6255.0,110695.8,117.62557737344402,114.0,-6.262059477178425,-4.891085268138877,1.2073001268314667,24.683685943812232,,
6305.0,111580.8,119.10316805936075,115.0,-7.112037264840188,-5.746333139840188,0.9784292981154524,17.02702008924362,,
6349.5,112368.45,120.41749488834951,116.0,-7.818532655339806,-6.458789899657988,0.9286388234162016,14.377907283613231,,
6391.0,113103.0,121.64266494923851,117.0,-8.520283588832486,-7.1683001088324865,1.0129091405942126,14.130395285015304,,
6430.5,113802.15000000001,122.80917086979166,118.0,-9.310440479166667,-7.967257964880953,1.2220255284512846,15.338094157837956,,
6469.0,114483.59999999999,123.94561046524068,119.0,-10.20668134759358,-8.872407497018868,1.4192702728352289,15.996450493421365,,
6506.5,115147.34999999999,125.05248556521738,120.0,-11.032703081521737,-9.707878001061967,1.3379042902658995,13.781634772496554,,
6543.5,115802.25,126.14424306593399,121.0,-11.58619520879121,-10.269765208791211,0.9493025075258156,9.243663201892732,,
6579.5,116439.45,127.20634026111105,122.0,-11.888124377777778,-10.580709753500322,0.5596959771859774,5.289777247701348,,
6615.5,117076.65,128.26868723033706,123.0,-11.958692129213489,-10.660729158115224,0.4591961051431266,4.307361141367845,,
6651.0,117705.0,129.31613650847464,124.0,-11.808455175141251,-10.52018437745339,0.4213631675920817,4.005283106017964,,
6686.5,118333.34999999999,130.36353046590904,125.0,-11.624608988636366,-10.345099064217761,0.1698208723472717,1.6415586868052154,,
6722.0,118961.7,131.41112837714283,126.0,-11.59150685142857,-10.321994573971923,0.08954901555388582,0.867555344193784,,
6756.5,119572.34999999999,132.42863366666663,127.0,-11.640426333333329,-10.380092850775188,0.10739894824766577,1.0346626932113154,,
6791.5,120191.84999999999,133.46169928735637,128.0,-11.703847298850576,-10.451752895341803,0.10983828929067126,1.0509078275245542,,
6826.0,120802.5,134.480126531792,129.0,-11.772976341040467,-10.530950352736374,0.11221344333688119,1.0655585638358225,,
6860.5,121413.15000000001,135.49841659883722,130.0,-11.83915845348838,-10.605935250000009,0.11145081357136088,1.0508343766417092,,
6895.5,122032.65000000001,136.53113879069767,131.0,-11.904859622093026,-10.679525505133961,0.10753262845213196,1.0069045520836846,,
6929.5,122634.45,137.53476479069772,132.0,-11.966735482558132,-10.750075611213102,0.103344530383069,0.961337707013644,,
6964.0,123245.09999999999,138.55191084210523,133.0,-12.026656748538004,-10.819908982456132,0.09206912079483479,0.8509232466199081,,
