T(K),j_total,j_sum,c_melt,c_heat,l_heat,l_mix
184.5,8.271094436616504,8.271094436616504,0.5907223756122594,5.525313641259252,2.151795698236486,0.003262721508507725
185.5,8.321670063994686,8.321670063994686,0.608643801725913,5.545049544464998,2.16463001649599,0.0033467013077849374
186.5,8.379054287537276,8.379054287537276,0.62721655469899,5.564633926269097,2.183768595801015,0.0034352107681747536
187.5,8.443355315126775,8.443355315126775,0.6464726781284262,5.584061392963415,2.2092927480531843,0.0035284959817490943
188.5,8.506297767556163,8.506297767556164,0.6664463144356086,5.603326321730949,2.232898307270548,0.00362682411905729
189.5,8.566158135657076,8.566158135657076,0.6871738634424129,5.622422844089461,2.252830943018779,0.0037304851064236207
190.5,8.629666011662133,8.629666011662133,0.7086941560182219,5.641483794110392,2.275648268030974,0.003839793502545277
191.5,8.693628044511463,8.693628044511462,0.7310486443191131,5.6605022290514935,2.298122080545986,0.003955090594870449
192.5,8.754392986458427,8.754392986458425,0.7542816103024111,5.679332275774526,2.3167023536424134,0.004076746739075516
193.5,8.8193087542507,8.8193087542507,0.7784403944503612,5.6979668755447275,2.3386963202867124,0.004205163968898741
194.5,8.894420866812625,8.894420866812625,0.8035756468440853,5.716398621484704,2.370105819576637,0.004340778907198859
195.5,8.979048154099829,8.979048154099829,0.8297416030125919,5.734619733527179,2.41020275154627,0.004484066013788217
196.5,9.062552547198521,9.06255254719852,0.8569963872967458,5.752622031399889,2.448298587291085,0.0046355412108015194
197.5,9.138587331030523,9.138587331030525,0.8854023467875601,5.7703969054389965,2.4779923128719874,0.004795765931979922
198.5,9.22030015067191,9.22030015067191,0.9150264193262235,5.787935285005778,2.512373094690556,0.004965351649353666
199.5,9.29898327512099,9.29898327512099,0.945940539472285,5.805227604256707,2.542670166453743,0.005144964938254513
200.5,9.35584541603264,9.355845416032638,0.9782220868848794,5.822398964985947,2.549889031010932,0.005335333150880592
201.5,9.417649026249215,9.417649026249217,1.01195438212107,5.8394380666372845,2.560719326712187,0.005537250778673918
202.5,9.488308749462412,9.488308749462412,1.047227235549639,5.856198188912284,2.5791317384043575,0.0057515865961309766
203.5,9.554582547136723,9.554582547136723,1.0841375558264446,5.872667350684349,2.591798348933597,0.005979291692333107
204.5,9.644165615299201,9.644165615299201,1.1227900252684266,5.8888328520354225,2.626321329482452,0.0062214085129007725
205.5,9.744962299945191,9.744962299945191,1.163297850474183,5.904681216915256,2.670504151501878,0.006479081053874208
206.5,9.830103011958055,9.830103011958055,1.2057835977038578,5.920198130364796,2.697367717518241,0.006753566371159337
207.5,9.934945276971764,9.934945276971762,1.2503801238615817,5.935368369690864,2.7421505358245923,0.007046247594724966
208.5,10.05570204316889,10.05570204316889,1.297231615500473,5.950175728901609,2.800936050099564,0.007358648667244042
209.5,10.158249336606092,10.158249336606094,1.346494750035435,5.964602935623467,2.8394591998852983,0.007692451061892282
210.5,10.273443188495103,10.273443188495103,1.3983399954302749,5.978751686617926,2.8883019936713032,0.00804951277559836
211.5,10.406635345454694,10.406635345454692,1.4529530670436384,5.992601569250553,2.9526488192175258,0.00843188994297601
212.5,10.52733254486991,10.52733254486991,1.510536563079496,6.006011122682404,3.001942997634777,0.008841861473233303
213.5,10.653422325783431,10.653422325783431,1.5713118033659672,6.0189577516935024,3.0538708135434933,0.009281957180468228
214.5,10.80378931961961,10.80378931961961,1.635520899920712,6.03141722808116,3.1270962016606076,0.009754989957130976
215.5,10.956204116234739,10.956204116234739,1.7034290921934199,6.043363538952922,3.1991473924531215,0.010264092635276788
216.5,11.100437013843099,11.100437013843097,1.775327384979123,6.054768718156664,3.259528150415833,0.010812760291478221
217.5,11.245641321045714,11.245641321045714,1.8515355329926488,6.065602658676241,3.3170982304932366,0.011404898883586728
218.5,11.38704921407885,11.38704921407885,1.9324054231157124,6.075832903507763,3.366766006191141,0.012044881264233706
219.5,11.528854626892205,11.528854626892207,2.0183249134920964,6.085424412168804,3.412367689429945,0.012737611801360394
220.5,11.681935018506707,11.681935018506707,2.109722198286944,6.094444215664579,3.464280003498483,0.013488601056700824
221.5,11.83835742538685,11.838357425386851,2.2070707781759333,6.102850411560359,3.5141321834161556,0.014304052234402172
222.5,11.985793366808416,11.985793366808414,2.310895129852411,6.11049324981252,3.549214025721151,0.015190961422332826
223.5,12.13666569959727,12.13666569959727,2.421777183398058,6.117324340151635,3.58140694203063,0.016157234016947058
224.5,12.296518529881892,12.296518529881892,2.5403637346144126,6.1232910365500315,3.6156519385582095,0.01721182015923793
225.5,12.459061597148768,12.459061597148768,2.667374940938585,6.128335968046538,3.644985815636565,0.018364872527080363
226.5,12.662074659386057,12.662074659386057,2.803614074884776,6.132396508676391,3.706436145382911,0.019627930441978626
227.5,12.91378248193611,12.91378248193611,2.9499787388072356,6.135404177570512,3.807385430586191,0.02101413497217104
228.5,13.181770473135781,13.181770473135781,3.1074737800525196,6.1372839588545,3.9144742536602943,0.022538480568468255
229.5,13.449945140920407,13.449945140920407,3.2772261871797133,6.137953529298645,4.010547314668739,0.024218109773310712
230.5,13.720599302676703,13.720599302676703,3.4605022972430715,6.137413474721035,4.096610871990891,0.026072658721705975
231.5,13.98879774590467,13.988797745904671,3.6587277026127087,6.135562914617114,4.166382466145617,0.02812466252923106
