170,2821.6
175,2823.9
180,2826.1
185,2828.1
190,2830
195,2831.7
200,2833.2
205,2834.5
210,2835.6
215,2836.6
220,2837.4
225,2838
230,2838.5
235,2838.7
240,2838.8
245,2838.7
250,2838.4
255,2837.9
260,2837.2
265,2836.3
270,2835.2
273.16,2834.4
